,chapter,text,mask_sent,char,sentiment,keywords
23,11,"cram two hundred soldiers tiny social hall, first person walk stage mother. starts dance... paula steps away frank, starts dance ballet, smiling tries remember steps. frank sr. contd months since even seen woman, heres blonde angel stage men literally holding breath. frank sr. turned buddies, frank sr. said..","cram two hundred soldiers tiny social hall, first person walk stage mother. starts dance... paula steps away [unused0], starts dance ballet, smiling tries remember steps. [unused0] sr. contd months since even seen woman, heres blonde angel stage men literally holding breath. [unused0] sr. turned buddies, [unused0] sr. said..",[unused0],1,even|turned|away|first|hundred|literally|seen|smiling|starts|holding|heres|said|remember
24,11,"imitating father frank lea france without her. paula spins around, accide ills glass wine","imitating father [unused0] lea france without her. paula spins around, accide ills glass wine",[unused0],0,her|imitating|spins|around|ills|accide
25,12,frank asleep bedroom. father walks carrying plate scrambled eggs.,[unused0] asleep bedroom. father walks carrying plate scrambled eggs.,[unused0],0,scrambled|carrying
26,12,"wake up, frank... eight thirty. frank opens eyes, stares father.","wake up, [unused0]... eight thirty. [unused0] opens eyes, stares father.",[unused0],0,father|wake|stares|opens
27,12,frank overslept. moms gonna kill me.,[unused0] overslept. moms gonna kill me.,[unused0],-1,gon|kill
28,12,okay. dont go school today.,okay. dont go school today.,[unused0],1,
29,12,black suit,black suit,[unused0],0,
30,12,black suit,black suit,[unused0],0,
31,12,vermportant meeting city.,vermportant meeting city.,[unused0],0,
32,13,"maam, open door. open up, please, important. door opens crack darcy, s, low cut blouse, bagel hand, stares frank sr.","maam, open door. open up, please, important. door opens crack darcy, s, low cut blouse, bagel hand, stares [unused0] sr.",[unused0],1,opens|open
33,13,"whats name, maam","whats name, maam",[unused0],0,
34,13,"darcy, thats pretty name. im bit fix frank sr. need suit kid. son, frank, needs","darcy, thats pretty name. im bit fix [unused0] sr. need suit kid. son, [unused0], needs",[unused0],1,pretty|thats
35,13,"yours, darcy frank sr. found parking lot darcy stares necklace door.","yours, darcy [unused0] sr. found parking lot darcy stares necklace door.",[unused0],0,found|stares
36,14,"cadillac parked somewh frank, wearing black suit father gets car andclimbs back seat","cadillac parked somewh [unused0], wearing black suit father gets car andclimbs back seat",[unused0],0,gets|back|parked|wearing
37,14,"slide over. youre gonna take chase manhattan bank. head seventy second madison, pull front park next fire hydrant. frank looks back father.","slide over. youre gonna take chase manhattan bank. head seventy second madison, pull front park next fire hydrant. [unused0] looks back father.",[unused0],-1,take|looks|back
38,14,dad...frank dont know drive.,dad...[unused0] dont know drive.,[unused0],0,know
39,15,"frank driving manhattan, father back seat screaming directions teaches drive. laughing frank speeds city.debbie zane","[unused0] driving manhattan, father back seat screaming directions teaches drive. laughing [unused0] speeds city.debbie zane",[unused0],1,drive|back|father|laughing|screaming|driving
40,15,"little gas slip second. thats good, clutch, pull lane slowly","little gas slip second. thats good, clutch, pull lane slowly",[unused0],1,slowly
41,17,"okay. stop grinning. frank sr. get inside go back front seat wait. even cop comes writes ticket, dont move car, understood","okay. stop grinning. [unused0] sr. get inside go back front seat wait. even cop comes writes ticket, dont move car, understood",[unused0],1,even|get|back|comes|cop|dont|stop
42,17,dad... really gonna help,dad... really gonna help,[unused0],1,help|gon|really
43,17,"know yankees always win, frank","know yankees always win, [unused0]",[unused0],1,win|know|always
44,17,mickey mantle,mickey mantle,[unused0],0,
45,17,"no. teams cant stop staring damn pinstripes. frank sr. steps cadillac, grabs briefcase. frank sr. contd watch this, frank. manager chase manhattan bank open door father. frank sr. casually walks toward doors chase manhattan, manager rushes bank open doors him.","no. teams cant stop staring damn pinstripes. [unused0] sr. steps cadillac, grabs briefcase. [unused0] sr. contd watch this, [unused0]. manager chase manhattan bank open door father. [unused0] sr. casually walks toward doors chase manhattan, manager rushes bank open doors him.",[unused0],-1,walks|casually|him|cant|manhattan
46,18,"thats misunderstanding. frank sr. hired wrong guy books, mistake anyone could make. frank sr. wouldnt even consider frank sr. you.","thats misunderstanding. [unused0] sr. hired wrong guy books, mistake anyone could make. [unused0] sr. wouldnt even consider [unused0] sr. you.",[unused0],-1,even|make|mistake|misunderstanding|hired|you|consider
47,18,store landmark new rochelle. frank sr. customers new jersey.,store landmark new rochelle. [unused0] sr. customers new jersey.,[unused0],1,
48,18,"bank went business. banks like put business. frank sr. leans in, lowers voice. frank sr. contd frank sr. know frank sr. made mistake, frank sr. admit that. people want blood want store theyve threatened put jail. america, right, im criminal. im medal honor winner, lifetime member new rochelle rotary club. im asking help beat guys.","bank went business. banks like put business. [unused0] sr. leans in, lowers voice. [unused0] sr. contd [unused0] sr. know [unused0] sr. made mistake, [unused0] sr. admit that. people want blood want store theyve threatened put jail. america, right, im criminal. im medal honor winner, lifetime member new rochelle rotary club. im asking help beat guys.",[unused0],1,put|asking|threatened|right|want|beat|made|went
49,19,"come on, frank. lets go return suit. debbie ana","come on, [unused0]. lets go return suit. debbie ana",[unused0],0,return|come
50,22,"two bedroom apartment cracks ceiling seem grow passing train. moving boxes stacked walls, dining room table seems take half apartment. frank kitchen making dinner father walks work suit wx kled, briefcase hand.","two bedroom apartment cracks ceiling seem grow passing train. moving boxes stacked walls, dining room table seems take half apartment. [unused0] kitchen making dinner father walks work suit wx kled, briefcase hand.",[unused0],1,walks|kled|seem|making|seems|dining|take|stacked|moving
51,22,"gonna eat pancakes dinner sons sixteenth birthday. frank turns father. frank sr. contd looking like thought frank sr. forgot frank opens briefcase, takes checkbook chase manhattan bank. walks hands frank.","gonna eat pancakes dinner sons sixteenth birthday. [unused0] turns father. [unused0] sr. contd looking like thought [unused0] sr. forgot [unused0] opens briefcase, takes checkbook chase manhattan bank. walks hands [unused0].",[unused0],1,walks|looking|eat|father|forgot|turns|takes
52,22,turned loan,turned loan,[unused0],0,
53,22,yeah. turned down.,yeah. turned down.,[unused0],1,down|turned
54,22,open bank account,open bank account,[unused0],0,
55,23,promised going quit.,promised going quit.,[unused0],1,promised|going
56,23,im used it. debbie zane,im used it. debbie zane,[unused0],0,debbie|used
57,25,"ms. glassers sixth period french students laugh, turn back friends frank nervously adjusts tie. girl front row stares frank.","ms. glassers sixth period french students laugh, turn back friends [unused0] nervously adjusts tie. girl front row stares [unused0].",[unused0],1,adjusts|turn|nervously|back
58,25,"open books chapter eight, read quietly yourselves. classroom door swings open, frail, confused teacher walks motions frank.","open books chapter eight, read quietly yourselves. classroom door swings open, frail, confused teacher walks motions [unused0].",[unused0],-1,teacher|read|confused|quietly
59,25,frank always sub roberta.,[unused0] always sub roberta.,[unused0],0,sub|always
60,25,frank suggest start reading people.,[unused0] suggest start reading people.,[unused0],0,reading
61,26,hes alone. us.,hes alone. us.,[unused0],1,alone
62,27,"frank sitting outsid principals office wearing coat tie, waiting onarrator parents come out. watches football player hands school administrator note.","[unused0] sitting outsid principals office wearing coat tie, waiting onarrator parents come out. watches football player hands school administrator note.",[unused0],0,wearing|waiting|hands|sitting|come|out
63,27,theres crease paper.,theres crease paper.,[unused0],-1,crease
64,27,"mom hands note miss school, put pocket. pocket, wheres crease","mom hands note miss school, put pocket. pocket, wheres crease",[unused0],-1,wheres|put|note
65,28,excuse me. frank sr. go work.,excuse me. [unused0] sr. go work.,[unused0],1,
66,28,"youre suspending anyone. go son frank sr. go school board ask whos minding ste monroe high. frank sr. ask mybbd friend tom walsh po little kid teach fr ajza, ss entire week without tp incipal school knowing frank sr. might even mention son doesnt speak frenc","youre suspending anyone. go son [unused0] sr. go school board ask whos minding ste monroe high. [unused0] sr. ask mybbd friend tom walsh po little kid teach fr ajza, ss entire week without tp incipal school knowing [unused0] sr. might even mention son doesnt speak frenc",[unused0],-1,suspending|monroe|minding|even|walsh|mention|knowing
67,29,"frank closes locker, sees four cheerleaders standing front him. leader group, joanna, steps forward.","[unused0] closes locker, sees four cheerleaders standing front him. leader group, joanna, steps forward.",[unused0],1,standing|forward|sees|him
68,29,no. frank dont date yet. name frank abagnale.,no. [unused0] dont date yet. name [unused0] abagnale.,[unused0],-1,yet
69,29,im sixteen. could frank buy beer,im sixteen. could [unused0] buy beer,[unused0],0,buy
70,30,"mom, im home. nobody answers, fkslowly walks toward back bedroom door, closed. franks knock th�t om door suddenly opens, paula walks jack rotary club president wears tailored ck suit. paula wears dress holds tray food.","mom, im home. nobody answers, fkslowly walks toward back bedroom door, closed. [unused0]s knock th�t om door suddenly opens, paula walks jack rotary club president wears tailored ck suit. paula wears dress holds tray food.",[unused0],0,walks|tailored|closed|back|opens|suddenly|knock|wears|jack|fkslowly|holds
71,30,"dads work. frank stares jack, walks picks hat chair.","dads work. [unused0] stares jack, walks picks hat chair.",[unused0],0,picks
72,30,"wait. frank walks couch, picks small rotary pin lying cushions. holds jack.","wait. [unused0] walks couch, picks small rotary pin lying cushions. holds jack.",[unused0],-1,holds|lying|picks
73,30,promised going quit.,promised going quit.,[unused0],1,promised|going
74,32,"frank working behindvt nter fathers store, gently placing silver cross velvet display pad. woman stares frank sterlihk� �er waldmann ballpoint pen two color twist action top. turn","[unused0] working behindvt nter fathers store, gently placing silver cross velvet display pad. woman stares [unused0] sterlihk� �er waldmann ballpoint pen two color twist action top. turn",[unused0],1,working|turn|store|stares|gently|placing|pen
75,32,"over. frank sr. it, frank. sons bitches called dogs read weep. frank sr. beat united states government. take look that. frank sr. hands frank letter.","over. [unused0] sr. it, [unused0]. sons bitches called dogs read weep. [unused0] sr. beat united states government. take look that. [unused0] sr. hands [unused0] letter.",[unused0],-1,take|called
76,32,mean move home,mean move home,[unused0],0,
77,32,"gonna move back here, frank, get new house, new car","gonna move back here, [unused0], get new house, new car",[unused0],0,move|get|here|back
78,32,red cadillac white interior.,red cadillac white interior.,[unused0],0,
79,32,"gonna take little time, gonna get back every fur coat, eve goddamn piece silver com help lock up. going tg brace","gonna take little time, gonna get back every fur coat, eve goddamn piece silver com help lock up. going tg brace",[unused0],-1,get|eve|back|lock|take|gon|going
80,33,"frank follows father int illage inn bar, neighborhood dive ful lway workers coming night shift. frank greeted cold stares handful regulars drinking","[unused0] follows father int illage inn bar, neighborhood dive ful lway workers coming night shift. [unused0] greeted cold stares handful regulars drinking",[unused0],1,father|neighborhood|follows|drinking|coming|greeted
81,33,bartender bring us couple beers two shots canadian.,bartender bring us couple beers two shots canadian.,[unused0],0,
82,33,"kid head salesman company. hes twenty two hes making five bills week, bring drinks mind business. frank father sit small table middle bar. frank looks uncomfortable father lights cigar.","kid head salesman company. hes twenty two hes making five bills week, bring drinks mind business. [unused0] father sit small table middle bar. [unused0] looks uncomfortable father lights cigar.",[unused0],-1,looks|head|making|twenty|bring
83,33,maybe frank wait car.,maybe [unused0] wait car.,[unused0],0,maybe
84,33,"afraid men look way, sit, way dress, way drink. they, railway men cargo loaders men havent earned right judge us. frank sr. beat uncle sam, ever done waitress brings drinks, frank sr. quickly downs shots. ak dime pocket sets table. fransr. cont frank, frank sr. wa nt dime go put th x. pick something loud. ating. frank glances bar, men quietly watching frank sr. contd know frank sr. like lesley gore.","afraid men look way, sit, way dress, way drink. they, railway men cargo loaders men havent earned right judge us. [unused0] sr. beat uncle sam, ever done waitress brings drinks, [unused0] sr. quickly downs shots. ak dime pocket sets table. fransr. cont [unused0], [unused0] sr. wa nt dime go put th x. pick something loud. ating. [unused0] glances bar, men quietly watching [unused0] sr. contd know [unused0] sr. like lesley gore.",[unused0],1,put|know|havent|ever|quickly|watching|look|earned|right|quietly|railway|cargo|they|done|ating
85,33,yes. moment theyll listening lesley gore. gonna teach drunks mind manners.,yes. moment theyll listening lesley gore. gonna teach drunks mind manners.,[unused0],1,gon|teach|yes|listening
86,33,frank think know im eighteen.,[unused0] think know im eighteen.,[unused0],0,know
87,33,people know tell them.,people know tell them.,[unused0],0,know|tell|them
88,33,"frank sr. contd take dime, son. take dime walk like closed big deal. walk like got roll twenties right next pecker. frank gets chair nervously faces father. frank sr. contd dont forget smile youre shoving throats. frank holds fathers dime slowly walks toward jukebox. men bar see coming, slowly turn stools.","[unused0] sr. contd take dime, son. take dime walk like closed big deal. walk like got roll twenties right next pecker. [unused0] gets chair nervously faces father. [unused0] sr. contd dont forget smile youre shoving throats. [unused0] holds fathers dime slowly walks toward jukebox. men bar see coming, slowly turn stools.",[unused0],1,shoving|gets|bar|closed|got|right|faces|take|coming|nervously|holds|slowly
89,33,"man asked kid. president abou gd ke speech. frank looks toward father, sits back chair, smoking smiling. franks hand shakes reaches out, drops dime jukebox.","man asked kid. president abou gd ke speech. [unused0] looks toward father, sits back chair, smoking smiling. [unused0]s hand shakes reaches out, drops dime jukebox.",[unused0],1,asked|back|smoking|reaches|smiling|looks|out|sits|dime
90,33,"bothering kid got problem, come bother me. frank watches two drunks walk toward father. hold pitchers beer hands. frank sr. contd hit button, frank. hit goddamn button","bothering kid got problem, come bother me. [unused0] watches two drunks walk toward father. hold pitchers beer hands. [unused0] sr. contd hit button, [unused0]. hit goddamn button",[unused0],-1,got|hit|bothering|come|walk
91,33,"pour beers fathers head. franwsr. nothing stop them, smile never leaving face screams son. frank sr. contd thats right, frank jukebox springs life, hear lesley gore singing party. men continue pour beers frank sr.s head, entire bar screaming laughter. frank sr. contd bus drivers security guards fry cooks understand cant win, frank, cant beat","pour beers fathers head. franwsr. nothing stop them, smile never leaving face screams son. [unused0] sr. contd thats right, [unused0] jukebox springs life, hear lesley gore singing party. men continue pour beers [unused0] sr.s head, entire bar screaming laughter. [unused0] sr. contd bus drivers security guards fry cooks understand cant win, [unused0], cant beat",[unused0],1,them|understand|singing|leaving|fry|never|right|continue|head|smile|stop
92,34,frank william abagnale jr.,[unused0] william abagnale jr.,[unused0],0,
93,34,"again, narrator apologize. custody hearing determine going live divorce. mother father leaving decision you. record, narrator would like praise parents showing confidence son, believe make best decision family. frank stares straight ahead, breathing forced stares judge larkin. judge larkin contd okay, frank, im going ask difficult question. whos going be, mother father frank looks father, turns stares mother long beat. narrator","again, narrator apologize. custody hearing determine going live divorce. mother father leaving decision you. record, narrator would like praise parents showing confidence son, believe make best decision family. [unused0] stares straight ahead, breathing forced stares judge larkin. judge larkin contd okay, [unused0], im going ask difficult question. whos going be, mother father [unused0] looks father, turns stares mother long beat. narrator",[unused0],1,again|make|ahead|breathing|long|leaving|believe|father|turns|hearing|showing|you|looks|mother|straight|forced|like|going
94,36,frank runs ticket window train station.,[unused0] runs ticket window train station.,[unused0],0,runs
95,36,"one ticket grand central, please.","one ticket grand central, please.",[unused0],1,
96,36,frank write check,[unused0] write check,[unused0],0,
97,37,"cell door pulled open, frank slowly walks faces joe shaye, holding pair handcuffs standing fbnarrator agents earl amdursky tom fox three","cell door pulled open, frank slowly walks faces [unused2] shaye, holding pair handcuffs standing fbnarrator agents earl amdursky tom fox three",[unused2],0,earl|fox|pulled|faces|standing|holding|slowly
98,37,"frank, agent amdursky agent fox. theyll helping extradition. joe puts handcuffs frank, barely stay feet slowly turns warden garren.","[unused0], agent amdursky agent fox. theyll helping extradition. [unused2] puts handcuffs [unused0], barely stay feet slowly turns warden garren.",[unused2],1,turns|barely|helping|puts|slowly
99,37,wife sleeping one guards. thought know.,wife sleeping one guards. thought know.,[unused0],0,know|thought|sleeping
100,38,"joe shaye, amdursky fox watching frank sits naked bathtub, handcuffs still tries shave beard.","[unused2] shaye, amdursky fox watching [unused0] sits naked bathtub, handcuffs still tries shave beard.",[unused0],0,naked|shave|watching|still
101,39,"frank one hand chair, legs shackled corner ed. hes eating sandwich drinking glass joe shaye sits across him.","[unused0] one hand chair, legs shackled corner ed. hes eating sandwich drinking glass joe shaye sits across him.",[unused0],1,shackled|eating|him
102,39,frank want call father.,[unused0] want call father.,[unused0],1,want
103,39,call get new york joe shaye apologize room place agency could afford.,call get new york [unused2] shaye apologize room place agency could afford.,[unused2],1,afford|get|call
104,39,"dont worry, joe. ive stayed worse.","dont worry, [unused2]. ive stayed worse.",[unused0],-1,
105,40,"bank made mistake, andy, frank write check right please, midnight, frank place go. manager pushes frank cage elevator.","bank made mistake, andy, [unused0] write check right please, midnight, [unused0] place go. manager pushes [unused0] cage elevator.",[unused0],-1,made
106,41,decrepit times square hotel room. frank sits bed staring new rsey drivers license simple i.d. card wi picture. frank uses pen change date birth fro lf,decrepit times square hotel room. [unused0] sits bed staring new rsey drivers license simple i.d. card wi picture. [unused0] uses pen change date birth fro lf,[unused0],0,staring|license|bed
107,42,"boss sent brooklyn, queens, wants long island im short train fare. first week frank dont think im cut salesman.","boss sent brooklyn, queens, wants long island im short train fare. first week [unused0] dont think im cut salesman.",[unused0],1,think|sent|wants
108,42,whats name,whats name,[unused0],0,name
109,42,"favor, ashley, frank give sterling silver waldmann pen. german. say frank takes pen pocket.","favor, ashley, [unused0] give sterling silver waldmann pen. german. say [unused0] takes pen pocket.",[unused0],1,give|takes
110,42,"thats okay, ashley. frank find way chase manhattan.","thats okay, ashley. [unused0] find way chase manhattan.",[unused0],1,okay
111,44,"frank follows pilot air, seesthe hotel manager rushing greet him. entirelobby seems focussed pilot, bellmen runningover carry bags flight attendants following every move. frank turns aging bellman.","[unused0] follows pilot air, seesthe hotel manager rushing greet him. entirelobby seems focussed pilot, bellmen runningover carry bags flight attendants following every move. [unused0] turns aging bellman.",[unused0],1,seems|aging|follows|him|carry|turns|rushing|focussed|runningover|following
112,44,"excuse me, know pilot","excuse me, know pilot",[unused0],1,know
113,45,packed street corner center new york. frank eating hot dog talks pay phone.,packed street corner center new york. [unused0] eating hot dog talks pay phone.,[unused0],-1,pay|eating|center
114,45,id like speak someone uniform.,id like speak someone uniform.,[unused0],1,
115,45,frank sent uniform cleaned hotel...,[unused0] sent uniform cleaned hotel...,[unused0],0,sent
116,47,im co pilot.,im co pilot.,[unused0],0,
117,47,problem. frank write check.,problem. [unused0] write check.,[unused0],-1,
118,49,female bank teller sneaking glances frank counts money counter.,female bank teller sneaking glances [unused0] counts money counter.,[unused0],0,sneaking
119,50,im flying paris c. morning. okay frank write check room,im flying paris c. morning. okay [unused0] write check room,[unused0],1,flying
120,50,frank wont need much. lets make two fifty.,[unused0] wont need much. lets make two fifty.,[unused0],0,wont|make|much
121,52,"detective frank abagnale frank turns around, stares two cops show badges.","detective [unused0] abagnale [unused0] turns around, stares two cops show badges.",[unused0],0,turns|stares|show|around
122,52,irs said charges would filed.,irs said charges would filed.,[unused0],-1,said|filed
123,52,guys looking wrong person.,guys looking wrong person.,[unused0],-1,looking
124,52,"frank sr. tell is, promise tell mother two detectives nod. frank sr. contd lowering voice frank made fake i.d enlisted marine corps hes","[unused0] sr. tell is, promise tell mother two detectives nod. [unused0] sr. contd lowering voice [unused0] made fake i.d enlisted marine corps hes",[unused0],-1,nod|tell|enlisted|lowering|made|mother|promise
125,52,okay. nobody knows.,okay. nobody knows.,[unused0],1,knows
126,53,frank walks front desk plaza hotel.,[unused0] walks front desk plaza hotel.,[unused0],0,front
127,53,rent twriters,rent twriters,[unused0],0,
128,57,frank still uniform walks past two male tellers deliberately approac young female teller,[unused0] still uniform walks past two male tellers deliberately approac young female teller,[unused0],0,deliberately|approac|still
129,57,frank wondering bk �ptad cash payroll check frank takesthecheck ofa phony pan envelopeand,[unused0] wondering bk �ptad cash payroll check [unused0] takesthecheck ofa phony pan envelopeand,[unused0],0,envelopeand|wondering
130,58,frank give away christmas needy children.,[unused0] give away christmas needy children.,[unused0],-1,away|give
131,60,im headed morning frank need little money.,im headed morning [unused0] need little money.,[unused0],0,headed|need
132,60,airport cash checks airport,airport cash checks airport,[unused0],0,airport
133,62,"giant warehouse filled pilots, co pilots, flight attendants, baggage handlers. cafeteria, newsstand, airline shop, shoe shine booth. frank sits one shoe shine chairs, two twa pilots next him. stares i.d. badges, laminated pictures clipped front jackets.","giant warehouse filled pilots, co pilots, flight attendants, baggage handlers. cafeteria, newsstand, airline shop, shoe shine booth. [unused0] sits one shoe shine chairs, two twa pilots next him. stares i.d. badges, laminated pictures clipped front jackets.",[unused0],0,laminated|him|clipped|sits|filled
134,62,morning. two pilots turn look frank.,morning. two pilots turn look [unused0].,[unused0],0,turn
135,62,yeah. charters. im headed kennedy minutes.,yeah. charters. im headed kennedy minutes.,[unused0],1,headed
136,62,general electric.,general electric.,[unused0],0,
137,63,frank running airport.,[unused0] running airport.,[unused0],0,running
138,65,"massive corporate offices pan am, look manhattan. frank, dressed like student wearing backpack, gets televator walks","massive corporate offices pan am, look manhattan. [unused0], dressed like student wearing backpack, gets televator walks",[unused0],1,gets|dressed|wearing|look|pan
139,67,frank following paul mulligan large gallery shows history pan black white pictures detailed plastic models.,[unused0] following paul mulligan large gallery shows history pan black white pictures detailed plastic models.,[unused0],0,following|shows|detailed
140,67,"mean one pilot says another pilot, kind equipment","mean one pilot says another pilot, kind equipment",[unused0],0,mean|says
141,67,think frank could make copy license put report,think [unused0] could make copy license put report,[unused0],0,put|make
142,67,i.d. badge extra one frank could borrow,i.d. badge extra one [unused0] could borrow,[unused0],0,borrow
143,68,caribbean air expanding routes next year include east coast. im thinking well need several thousand badges.,caribbean air expanding routes next year include east coast. im thinking well need several thousand badges.,[unused0],1,need|well|thinking|expanding|include
144,68,"boss wanted bring back actual i.d. badge, brochure.","boss wanted bring back actual i.d. badge, brochure.",[unused0],0,wanted|back
145,68,frank idea. dont use subject. debbie zane,[unused0] idea. dont use subject. debbie zane,[unused0],0,
146,69,"frank walking kennedy airport, authentic pan i.d. badge secured front uniform. walks eastern airlines ticket counter smiles","[unused0] walking kennedy airport, authentic pan i.d. badge secured front uniform. walks eastern airlines ticket counter smiles",[unused0],1,secured|walking
147,69,hello. im pan co pilot id like fly two thirty miami.,hello. im pan co pilot id like fly two thirty miami.,[unused0],1,
148,69,"yes. dead head. frank hands agent i.d. badge mulligans faa license, cropped top mulligans name used be. barely glances either","yes. dead head. [unused0] hands agent i.d. badge mulligans faa license, cropped top mulligans name used be. barely glances either",[unused0],-1,glances|yes|used|cropped|faa|barely
149,70,"marci, cute year old eastern stewardess short blonde hair glasses, stands front plane smiling frank holds pink boarding slip.","marci, cute year old eastern stewardess short blonde hair glasses, stands front plane smiling [unused0] holds pink boarding slip.",[unused0],1,stands|pink|smiling|boarding|holds
150,71,"frank led cockpit marci, trying react intensity tiny space. immediately looks around jump seat seat sees nothing.","[unused0] led cockpit marci, trying react intensity tiny space. immediately looks around jump seat seat sees nothing.",[unused0],0,immediately|sees|led|trying|looks
151,71,"frank williams, pan am. thanks giving lift.","[unused0] williams, pan am. thanks giving lift.",[unused0],1,giving
152,71,"glass milk, please.","glass milk, please.",[unused0],1,
153,72,"close frank inside hands gripping sides jump seat, nd face clenched silent scream plane lift f, banking left shoots manhattan. frank staring cockpit window disbelief, way kids first time ride plane.","close [unused0] inside hands gripping sides jump seat, nd face clenched silent scream plane lift f, banking left shoots manhattan. [unused0] staring cockpit window disbelief, way kids first time ride plane.",[unused0],-1,gripping|left|clenched|staring|close
154,73,"marci, drop frank takes small gold necklace jacket pocket.","marci, drop [unused0] takes small gold necklace jacket pocket.",[unused0],-1,takes
