,chapter,text,mask_sent,char,sentiment,keywords
64,22,"belle might farm girl, im notsimple. im sorry, belle never marry you, gaston.","[unused0] might farm girl, im notsimple. im sorry, [unused0] never marry you, [unused2].",[unused0],-1,farm|marry|you|never
65,22,gaston keeps gallant smile plastered shuts doorin face.,[unused2] keeps gallant smile plastered shuts doorin face.,[unused2],1,plastered|keeps
66,23,belle watches gaston leave.she opens door.,[unused0] watches [unused2] leave.she opens door.,[unused0],0,opens
67,23,"imagine me, wife boorish, brainless...","imagine me, wife boorish, brainless...",[unused0],0,imagine
68,24,"belle races hills outskirts town. reaches highest point, circle around reveal town spread beneath her.","[unused0] races hills outskirts town. reaches highest point, circle around reveal town spread beneath her.",[unused0],1,reaches|her|hills
69,24,belle want adventure great wide somewhere belle want belle tell might grand someone understand belle want much theyve got planned,[unused0] want adventure great wide somewhere [unused0] want [unused0] tell might grand someone understand [unused0] want much theyve got planned,[unused0],1,understand|got|want|somewhere|planned
70,34,"cant go home empty handed... narrator promised belle rose, didnt narrator narrator think safe...","cant go home empty handed... narrator promised [unused0] rose, didnt narrator narrator think safe...",[unused0],1,rose|promised|think|handed
71,36,"sun fresh horizon, belle already up. whinny disturbs her. looks find philippe, thirsty exhausted.","sun fresh horizon, [unused0] already up. whinny disturbs her. looks find philippe, thirsty exhausted.",[unused0],-1,her|looks|already|exhausted
72,36,belle puts strokes horses neck drinks deeply trough.,[unused0] puts strokes horses neck drinks deeply trough.,[unused0],0,deeply|puts|neck
73,36,"belle goes still. notices philippes torn straps tattered reins. dread, gaze darts woods.","[unused0] goes still. notices philippes torn straps tattered reins. dread, gaze darts woods.",[unused0],-1,goes|tattered|philippes|still
74,38,"belle races enchanted woods, coming upon mauricestipped wagon. sees broken chest scatteredmusic boxes.","[unused0] races enchanted woods, coming upon mauricestipped wagon. sees broken chest scatteredmusic boxes.",[unused0],-1,mauricestipped|enchanted|sees|coming
75,39,"belle dismounts philippe. finding thick branch, wields like club, bravely crosses castle enters.","[unused0] dismounts philippe. finding thick branch, wields like club, bravely crosses castle enters.",[unused0],1,philippe|crosses|finding|bravely
76,40,"club held high, ready defend herself, belle cautiously eases door open peeks inside.","club held high, ready defend herself, [unused0] cautiously eases door open peeks inside.",[unused0],1,defend|held|herself|eases|cautiously
77,40,belle reacts.quickly moves towards voices,[unused0] reacts.quickly moves towards voices,[unused0],0,
78,40,"belle reaches spot heard voices. one there. clock candelabra. suddenly, cough echoesthrough castle. belle grabs candelabra climbs along staircase. clock shudders dread.","[unused0] reaches spot heard voices. one there. clock candelabra. suddenly, cough echoesthrough castle. [unused0] grabs candelabra climbs along staircase. clock shudders dread.",[unused0],-1,suddenly|dread|reaches|there|spot
79,41,belle follows cough labyrinth stairs reaches dark prison tower grated iron door.,[unused0] follows cough labyrinth stairs reaches dark prison tower grated iron door.,[unused0],-1,reaches|grated|follows
80,41,"belle sees maurice grate door.he looksterribly pale sick, coughing.","[unused0] sees maurice grate door.he looksterribly pale sick, coughing.",[unused0],-1,looksterribly|coughing|maurice
81,41,belle puts candelabra clutches hands.,[unused0] puts candelabra clutches hands.,[unused0],0,puts
82,41,"oh, hands ice.we need get home. maurice belle, must leave once. castle alive go, finds","oh, hands ice.we need get home. maurice [unused0], must leave once. castle alive go, finds",[unused0],1,castle|get|leave|once|hands
83,41,"beast roars. belle spins quickly, swinging club strike, figure jumps onto another staircase. belle searches shadows. voice circles her.","beast roars. [unused0] spins quickly, swinging club strike, figure jumps onto another staircase. [unused0] searches shadows. voice circles her.",[unused0],-1,her|shadows|quickly|circles|swinging
84,41,ive come father.,ive come father.,[unused0],0,
85,41,father thief.,father thief.,[unused1],-1,father
86,41,stole rose.,stole rose.,[unused1],0,rose
87,41,"belle asked rose.punish me, nothim","[unused0] asked rose.punish me, nothim",[unused0],0,asked|nothim
88,41,life sentence rose,life sentence rose,[unused0],1,rose
89,41,beast received eternal damnation one. im merely locking away. now... doyou still wish take fathers place,beast received eternal damnation one. im merely locking away. now... doyou still wish take fathers place,[unused1],-1,still|received|away|now|merely|take|place|locking
90,41,come light.,come light.,[unused0],0,
91,41,"figure remains still. belle grabs hold lumiere thrusts candle forward, illuminating hideous horned face. belles eyes go wide clearly sees beast. part seems human eyes. blue. deep. soulful.and flicked pain sees belles revulsion.","figure remains still. [unused0] grabs hold lumiere thrusts candle forward, illuminating hideous horned face. [unused0]s eyes go wide clearly sees beast. part seems human eyes. blue. deep. soulful.and flicked pain sees [unused0]s revulsion.",[unused0],-1,illuminating|clearly|still|flicked|beast|seems|remains|forward|candle|horned
92,41,"alright, papa. belle leave. beast belle need minute alone him.","alright, papa. [unused0] leave. beast [unused0] need minute alone him.",[unused0],-1,need|leave|him|alone|minute
93,41,"intrigued defiance, beast moves toward her, reaching massive paw. belle closes eyes, bracing retaliation. instead, hearsclang.","intrigued defiance, beast moves toward her, reaching massive paw. [unused0] closes eyes, bracing retaliation. instead, hearsclang.",[unused0],1,intrigued|bracing|closes|her|instead|reaching
94,41,"belle opens eyes find eye eye beasts chest. reached high head pull iron lever, unlocking door.","[unused0] opens eyes find eye eye beasts chest. reached high head pull iron lever, unlocking door.",[unused0],1,opens|beasts|find|reached
95,41,"door closes, open again.","door closes, open again.",[unused1],0,again
96,42,belle rushes embraces father.,[unused0] rushes embraces father.,[unused0],0,embraces
97,42,belle you.,[unused0] you.,[unused0],0,you
98,42,forget everything belleam becauseof you.,forget everything [unused0]am becauseof you.,[unused0],-1,forget|you
99,42,took place.,took place.,[unused1],0,took
100,42,hes fool. you.,hes fool. you.,[unused1],-1,fool|you
101,42,"alone, belle cannot help herself. slumps floor tears come. fade out.","alone, [unused0] cannot help herself. slumps floor tears come. fade out.",[unused0],-1,fade|herself|help|come|out|alone|not
102,43,belle huddles corner. cell door swings opens.,[unused0] huddles corner. cell door swings opens.,[unused0],0,opens|corner
103,43,roombut belle thought,roombut [unused0] thought,[unused0],0,thought
104,43,"belle bounds cell, raising stool hit grown man. instead, sees... candelabra wave her.","[unused0] bounds cell, raising stool hit grown man. instead, sees... candelabra wave her.",[unused0],0,her|raising|wave|hit|instead
105,43,"like seeing mouse, belle bashes candelabra. grunts clatters stone floor. candles extinguished.","like seeing mouse, [unused0] bashes candelabra. grunts clatters stone floor. candles extinguished.",[unused0],1,extinguished|candelabra|stone|seeing
106,43,"whooshthe first candle relights. whooshthe second.illuminated two arm candles, belle makes eyes rudimentary face design.","whooshthe first candle relights. whooshthe second.illuminated two arm candles, [unused0] makes eyes rudimentary face design.",[unused0],0,makes|first
107,44,"holding lumi�re, belle follows cogsworth across stone walkway high grounds. eyes dart, looking escape route. instead, sees vast castle woods are.","holding lumi�re, [unused0] follows cogsworth across stone walkway high grounds. eyes dart, looking escape route. instead, sees vast castle woods are.",[unused0],1,looking|walkway|follows|are|instead|holding|vast
108,44,would belle startledim talking candle.,would [unused0] startledim talking candle.,[unused0],0,startledim|talking
109,44,"why, whats west wing","why, whats west wing",[unused0],0,wing|whats|why
110,44,belle looks back spooky tower west wing.,[unused0] looks back spooky tower west wing.,[unused0],0,looks|back
111,46,its... beautiful.,its... beautiful.,[unused0],1,its
112,46,"everything alive picks hair brushhello, whats name","everything alive picks hair brushhello, whats name",[unused0],1,name
113,46,"belle hears loud snore behind her, turns see thedresser bursting open operatic laaaaaa belle shrieks steps back.","[unused0] hears loud snore behind her, turns see thedresser bursting open operatic laaaaaa [unused0] shrieks steps back.",[unused0],0,see|bursting|shrieks|back|her|loud|turns
114,46,garderobes gilded arms stroke belles shoulder face.,garderobes gilded arms stroke [unused0]s shoulder face.,[unused0],0,stroke|shoulder|gilded
115,46,im princess.,im princess.,[unused0],0,
116,46,"garderobe places large hoop belles head, proceedsto create outfit using fabric pinking shear hands.froufrou, piano stool, runs in, barking like dog.come here, froufrou. come help mama","garderobe places large hoop [unused0]s head, proceedsto create outfit using fabric pinking shear hands.froufrou, piano stool, runs in, barking like dog.come here, froufrou. come help mama",[unused0],1,barking|using|come|mama|head|froufrou|pinking|runs|here
117,46,belle looks around room one thing mind. escape. quickly moves window. opens it. looks downat foot drop leading grounds.,[unused0] looks around room one thing mind. escape. quickly moves window. opens it. looks downat foot drop leading grounds.,[unused0],-1,moves|opens|leading|quickly|looks
118,46,"belle turns back room, gazes dress.an idea taking shape.","[unused0] turns back room, gazes dress.an idea taking shape.",[unused0],0,turns|gazes|taking|back
119,48,"picture it, lefoua rustic cabin. latest kill roasting fire. adorable children running around us love rubs tired feet. belle say gaston nevermarry you, gaston.","picture it, lefoua rustic cabin. latest kill roasting fire. adorable children running around us love rubs tired feet. [unused0] say [unused2] nevermarry you, [unused2].",[unused2],-1,lefoua|running|roasting|you|around|love
120,48,"ones slick gaston ones quick gaston ones necks incredibly thick gaston theres man town half manly perfect, pure paragon ask tom, dick stanley theyll tell whose team prefer","ones slick [unused2] ones quick [unused2] ones necks incredibly thick [unused2] theres man town half manly perfect, pure paragon ask tom, dick stanley theyll tell whose team prefer",[unused2],1,incredibly|slick|manly|thick
121,48,"confidence growing specimen, yes, im intimidating","confidence growing specimen, yes, im intimidating",[unused2],1,growing
122,48,"gaston stands, clasps lefou gratitude...","[unused2] stands, clasps lefou gratitude...",[unused2],0,stands
123,48,"gaston needed encouragement. thank you, lefou lefou well, theres one easy bolster","[unused2] needed encouragement. thank you, lefou lefou well, theres one easy bolster",[unused2],1,theres|well|lefou|you|needed
124,48,"gastonhunt, gastonsneak quiver beasts field say prayer first gastoncarefully aim liver gastonshoot behind","[unused2]hunt, [unused2]sneak quiver beasts field say prayer first [unused2]carefully aim liver [unused2]shoot behind",[unused2],0,gastoncarefully|first
125,48,"gaston leaps onto bar, handed huge blunderbuss, mimes shooting lefou.","[unused2] leaps onto bar, handed huge blunderbuss, mimes shooting lefou.",[unused2],1,shooting|leaps|handed
126,48,gaston dont care,[unused2] dont care,[unused2],-1,
127,48,gaston fires rifle ceilingplaster rains down.,[unused2] fires rifle ceilingplaster rains down.,[unused2],0,rifle|down
128,48,im especially good expectorating,im especially good expectorating,[unused2],1,especially
129,48,"gaston spits big gloppy mess spittoon. bullseyethen, moves around inn, holding court.","[unused2] spits big gloppy mess spittoon. bullseyethen, moves around inn, holding court.",[unused2],-1,spits|holding
130,48,"one shoulder, gaston lifts pretty village girl.on other, lifts lefou.","one shoulder, [unused2] lifts pretty village girl.on other, lifts lefou.",[unused2],1,village|pretty
131,48,make endless refrains like gaston,make endless refrains like [unused2],[unused2],1,make
132,48,gaston tromps table.he arrives wall animal heads antlers.,[unused2] tromps table.he arrives wall animal heads antlers.,[unused2],0,arrives
133,48,villagers cheer gaston returns seat.gaston slaps,villagers cheer [unused2] returns seat.[unused2] slaps,[unused2],1,cheer
134,48,"ah lefou, youre best. girl snatched yet lefou ive told im clingy, gaston really dont get it...","ah lefou, youre best. girl snatched yet lefou ive told im clingy, [unused2] really dont get it...",[unused2],1,yet|get|snatched|told|really
135,48,"ever opportunist gaston help you, maurice","ever opportunist [unused2] help you, maurice",[unused2],1,ever|you|maurice
136,48,winks lefou everyone stop making fun man,winks lefou everyone stop making fun man,[unused2],1,lefou
137,48,"maurice exits.gaston follows, gesturing lefou.","maurice exits.[unused2] follows, gesturing lefou.",[unused2],0,follows|gesturing
138,51,youre making dinner,youre making dinner,[unused1],0,
139,51,gave bedroom,gave bedroom,[unused1],0,gave
140,51,thats ridiculous idea ive ever heard charm prisoner.,thats ridiculous idea ive ever heard charm prisoner.,[unused1],-1,ever|heard
141,51,shes daughter common thief.what kind person think makes,shes daughter common thief.what kind person think makes,[unused1],1,daughter|makes|think
142,52,knock. knock. beast stands belles door servants stand side play cyrano.,knock. knock. beast stands [unused0]s door servants stand side play cyrano.,[unused0],1,beast|door|stand
143,52,join dinner thats request.,join dinner thats request.,[unused1],1,request
144,53,"actually, belle actively planning escape. makeshift rope fabric hangs feet window. knock. knock.","actually, [unused0] actively planning escape. makeshift rope fabric hangs feet window. knock. knock.",[unused0],1,actually|planning|actively|window
145,54,join dinner,join dinner,[unused1],1,
146,55,youve taken prisoner youwant dinner youinsane,youve taken prisoner youwant dinner youinsane,[unused0],-1,youve|taken
147,55,beast told come dinner.,beast told come dinner.,[unused1],0,told
148,55,belle hits back.whamwhamwham,[unused0] hits back.whamwhamwham,[unused0],0,
149,55,belle told,[unused0] told,[unused0],0,told
150,55,id starve belle ever ate,id starve [unused0] ever ate,[unused0],-1,ever|ate
151,55,"well guest go ahead starve leaves doesnt eat me, doesnt eat","well guest go ahead starve leaves doesnt eat me, doesnt eat",[unused1],-1,starve|well|ahead|eat|doesnt
152,56,show girl.,show girl.,[unused1],0,
153,59,belle throws makeshift rope bedroom window.,[unused0] throws makeshift rope bedroom window.,[unused0],0,throws|makeshift
154,60,belle looks downthe rope feet ground. almost there. knock door.,[unused0] looks downthe rope feet ground. almost there. knock door.,[unused0],0,there|looks|knock|almost
155,60,belle told go away.,[unused0] told go away.,[unused0],0,away|told
156,60,"belle tries block view escape rope, mrs. potts sharp.its long journey. let fix go. narrator found troubles seem less troubling bracing cup tea.","[unused0] tries block view escape rope, mrs. potts sharp.its long journey. let fix go. narrator found troubles seem less troubling bracing cup tea.",[unused0],-1,found|seem|bracing|troubling|less|let|block
157,60,belle picks chip brings mouth. little chip finds face face beautiful girl ever seen. takes sip.,[unused0] picks chip brings mouth. little chip finds face face beautiful girl ever seen. takes sip.,[unused0],1,ever|seen|finds|brings|takes
158,60,im worried him. hes never own.,im worried him. hes never own.,[unused0],-1,never|him|worried|own
159,60,"said, doesnt eat me, doesnt eat all.","said, doesnt eat me, doesnt eat all.",[unused0],0,said|doesnt
160,62,"belle reaches try it, gone can.","[unused0] reaches try it, gone can.",[unused0],1,reaches|try|gone
161,62,"small guillotine table drops, slicing baguette. menus fly overhead, buzzing disgruntled cogsworth. belle reaches grabs one.","small guillotine table drops, slicing baguette. menus fly overhead, buzzing disgruntled cogsworth. [unused0] reaches grabs one.",[unused0],1,disgruntled|slicing|reaches|buzzing
162,62,belle reaches food stopped lumi�res melodramatic histrionics. wraps napkin full martha graham effect.,[unused0] reaches food stopped lumi�res melodramatic histrionics. wraps napkin full martha graham effect.,[unused0],-1,reaches|stopped
163,62,"belle tries stab bite food moves past her, conveyer belt. sliding past her, cogsworth wobbles.","[unused0] tries stab bite food moves past her, conveyer belt. sliding past her, cogsworth wobbles.",[unused0],-1,sliding|stab|bite|her
164,64,"table clears itself, whooshing back kitchen,lumi�re whirls toward belle, finally presenting","table clears itself, whooshing back kitchen,lumi�re whirls toward [unused0], finally presenting",[unused0],1,itself|presenting|back|clears|whooshing|finally
165,65,surely youre trapped belleam.dont ever want escape,surely youre trapped [unused0]am.dont ever want escape,[unused0],1,surely|ever|want|trapped
166,65,lumiere mentioned something west wing...,lumiere mentioned something west wing...,[unused0],0,lumiere|mentioned
167,65,good night.,good night.,[unused0],1,
168,66,belle sticks shadows.she walks massive wooden doorslightly ajar.,[unused0] sticks shadows.she walks massive wooden doorslightly ajar.,[unused0],0,ajar|doorslightly
169,67,"start, belle wheels findthe eyes belong royal portrait. subject seems teenage boy face slashed beyond recognition.","start, [unused0] wheels findthe eyes belong royal portrait. subject seems teenage boy face slashed beyond recognition.",[unused0],-1,seems|findthe|slashed
170,67,belle leans study painting. royal family stands bythe castle. fathers image slashed. queen remains pristine. kind. beautiful.,[unused0] leans study painting. royal family stands bythe castle. fathers image slashed. queen remains pristine. kind. beautiful.,[unused0],1,stands|study|slashed|remains|painting
171,67,belle turns sees glow coming glass jar open window leading balcony. inside jarthe enchanted rose.,[unused0] turns sees glow coming glass jar open window leading balcony. inside jarthe enchanted rose.,[unused0],1,enchanted|rose|leading|turns|coming
172,67,"mesmerized, belle approaches rose. lifts jar, leaving rose unprotected. reaches touch rose. shadow cuts across belles face. beast herewhat","mesmerized, [unused0] approaches rose. lifts jar, leaving rose unprotected. reaches touch rose. shadow cuts across [unused0]s face. beast herewhat",[unused0],-1,face|touch|leaving|rose|mesmerized
173,67,"beast bears belle, backing up.she puts bell jar.","beast bears [unused0], backing up.she puts bell jar.",[unused0],1,backing|bell
174,67,realize could done could damned us get go,realize could done could damned us get go,[unused1],-1,done|get|damned
175,68,"belle appears, racing west wing staircase.","[unused0] appears, racing west wing staircase.",[unused0],0,wing|racing|appears
176,68,"belle snatches cloak bewildered chapeau, andshimmies doggie door.","[unused0] snatches cloak bewildered chapeau, andshimmies doggie door.",[unused0],0,cloak|doggie|bewildered
177,70,"belle forges onthe wolves bothering hide anymore, theyve emerged trees take preyclosing fast","[unused0] forges onthe wolves bothering hide anymore, theyve emerged trees take preyclosing fast",[unused0],-1,anymore|forges|fast|emerged|bothering|take|preyclosing|onthe
178,70,"belle pushes undergrowth find reacheda frozen pond. philippe doesnt hesitate. gallops onto theice, across pond. sound ice cracking hishooves deep low. increasing.","[unused0] pushes undergrowth find reacheda frozen pond. philippe doesnt hesitate. gallops onto theice, across pond. sound ice cracking hishooves deep low. increasing.",[unused0],-1,cracking|deep|find|increasing
179,70,"wolfs jaws snap philippes thigh. another. thehorse bucks wildlycausing belle makes controlledleap onto snow bank. seizes thick branch wields clubas wolves surround her, jaws slavering","wolfs jaws snap philippes thigh. another. thehorse bucks wildlycausing [unused0] makes controlledleap onto snow bank. seizes thick branch wields clubas wolves surround her, jaws slavering",[unused0],0,jaws|thigh|seizes|her|surround|controlledleap|slavering|makes|snap|clubas|wildlycausing
180,70,"belle swings club one wolf lunges her, bared teeth like razors. beats away. turns confront anotherit bites branch clean hands.","[unused0] swings club one wolf lunges her, bared teeth like razors. beats away. turns confront anotherit bites branch clean hands.",[unused0],1,lunges|her|away|beats|turns|bared|club
181,70,"belle turns, looks upon rock promontory, scarred alpha wolf take diving leap onto her. jumps, flinchesbut wolf makes horrible landing","[unused0] turns, looks upon rock promontory, scarred alpha wolf take diving leap onto her. jumps, flinchesbut wolf makes horrible landing",[unused0],-1,landing|diving|scarred|her|take|looks|makes
