,chapter,text,mask_sent,char,sentiment,keywords
45,57,"andy fights like hell, soon overpoweellis forced knees. bogs steps andy, pulls awl vicious eight inch spike, gives good long look it.","[unused0] fights like hell, soon overpoweellis forced knees. bogs steps [unused0], pulls awl vicious eight inch spike, gives good long look it.",[unused0],-1,overpoweellis|long|gives|look|soon|awl|forced
46,57,"bogs didnt put anything andys mouth, neither friends. beat within inch life...","bogs didnt put anything [unused0]s mouth, neither friends. beat within inch life...",[unused0],-1,put|didnt
47,58,andy lies wrapped bandages.,[unused0] lies wrapped bandages.,[unused0],-1,lies|wrapped
48,63,"...and week andy due back, enough rocks saved keep busy till rapture.","...and week [unused0] due back, enough rocks saved keep busy till rapture.",[unused0],1,keep|saved|back
49,64,"andy, limping bit, returns infirmary. ellis watches cell andy brought locked away.","[unused0], limping bit, returns infirmary. ellis watches cell [unused0] brought locked away.",[unused0],0,returns|brought|limping|away|cell|locked
50,65,"lights go off. andy opens tube pulls large rolled poster. lets uncurl floor. small scrap paper flutters out, landing feet. poster famous rita hayworth pin one hand behind head, eyes half closed, sulky lips parted. andy picks scrap paper. reads. charge. welcome back. alone dark, andy smiles.","lights go off. [unused0] opens tube pulls large rolled poster. lets uncurl floor. small scrap paper flutters out, landing feet. poster famous rita hayworth pin one hand behind head, eyes half closed, sulky lips parted. [unused0] picks scrap paper. reads. charge. welcome back. alone dark, [unused0] smiles.",[unused0],1,rolled|landing|parted|picks|off|closed|back|opens|out|eyes|alone|welcome
51,66,sees rita new place honor andys wall. sunlight casts harsh barellis shadow across lovely face.,sees rita new place honor [unused0]s wall. sunlight casts harsh bar[unused1] shadow across lovely face.,[unused0],1,rita|harsh
52,67,man taken away. nortons gaze goes up.,man taken away. [unused2]s gaze goes up.,[unused2],0,goes|away|taken
53,67,"norton gives curt nod. hadley trout start tossing cell thorough search. norton keeps eyes andy, looking wrong glance nervous blink. takes bible andys hand.","[unused2] gives curt nod. hadley trout start tossing cell thorough search. [unused2] keeps eyes [unused0], looking wrong glance nervous blink. takes bible [unused0]s hand.",[unused2],-1,looking|gives|tossing|keeps|takes
54,67,"norton exits, guards follow. cell door slammed locked. norton pauses, turns back.","[unused2] exits, guards follow. cell door slammed locked. [unused2] pauses, turns back.",[unused2],0,pauses|back|turns|follow|slammed|locked
55,68,"andy working line. hadley enters confers briefly bob. bob nods, crosses andy, taps him. andy turns, removes earplug. bob shouts machine noise.","[unused0] working line. hadley enters confers briefly bob. bob nods, crosses [unused0], taps him. [unused0] turns, removes earplug. bob shouts machine noise.",[unused0],0,working|briefly|crosses|removes|him|turns|taps|bob|shouts
56,69,andy led in. norton desk paperwork. andys eyes go framed needle point sampler wall behind reads. judgment cometh right soon.,[unused0] led in. [unused2] desk paperwork. [unused0]s eyes go framed needle point sampler wall behind reads. judgment cometh right soon.,[unused0],0,andys|led|right|framed|soon
57,72,andy covers surprise. glances brooks. brooks smiles.,[unused0] covers surprise. glances brooks. brooks smiles.,[unused0],1,brooks|surprise
58,72,"andy dekins grab desk standing end tilt floor. find chairs settle in. brooks returns tablet paper pen, slides andy.","[unused0] dekins grab desk standing end tilt floor. find chairs settle in. brooks returns tablet paper pen, slides [unused0].",[unused0],0,find|standing|tablet|slides|dekins
59,74,dollying norton andy hall.,dollying [unused2] [unused0] hall.,[unused2],0,dollying
60,75,"andy bunk, writing letter.","[unused0] bunk, writing letter.",[unused0],0,writing
61,76,"like norton said, andy got answers. still kept on.","like [unused2] said, andy got answers. still kept on.",[unused2],1,said|kept|got|still
62,77,andy taxes. mert entwhistle seated across him. duty guards waiting turn.,[unused0] taxes. mert entwhistle seated across him. duty guards waiting turn.,[unused0],0,seated|waiting|him
63,80,guards opposing teams remembeellis bring s.,guards opposing teams remembe[unused1] bring s.,[unused1],0,opposing|bring|remembeellis
64,80,"yes sir, andy regular hr block. fact, got busy tax time, allowed staff. andy say ellis, could hand stack","yes sir, [unused0] regular hr block. fact, got busy tax time, allowed staff. [unused0] say [unused1], could hand stack",[unused0],1,got|yes|allowed|stack
65,82,"dark. andys bunk, polishing four inch length quartz. beautifully crafted chess piece shape horses head, poise nobility captuellis gleaming stone.","dark. [unused0]s bunk, polishing four inch length quartz. beautifully crafted chess piece shape horses head, poise nobility captu[unused1] gleaming stone.",[unused1],1,polishing|beautifully|head|gleaming
66,83,"floyd runs yard, scaellis winded. finds andy ellis bleachers.","floyd runs yard, sca[unused1] winded. finds andy [unused1] bleachers.",[unused1],0,runs|yard|winded
67,84,"brooks bursts tears. storm over. heywood staggers free, gasping air. andy takes knife, passes ellis. brooks dissolves andys arms great heaving sobs.","brooks bursts tears. storm over. heywood staggers free, gasping air. andy takes knife, passes [unused1]. brooks dissolves andys arms great heaving sobs.",[unused1],1,passes|gasping|brooks|heaving|takes
68,84,"ellis andy exchange surprised look. andy wants understand. ellis motions let now. puts arm around brooks, sobs inconsolably. softly.","[unused1] [unused0] exchange surprised look. [unused0] wants understand. [unused1] motions let now. puts arm around brooks, sobs inconsolably. softly.",[unused0],-1,softly|now|let|inconsolably|surprised|wants|arm
69,97,"narrator trouble sleeping night. bed big. narrator bad dreams, like im falling. narrator wake scaellis. sometimes takes remember narrator am.","narrator trouble sleeping night. bed big. narrator bad dreams, like im falling. narrator wake sca[unused1]. sometimes takes remember narrator am.",[unused1],-1,sometimes|sleeping|falling|remember|takes
70,100,narrator dont like here. im tiellis afraid time. ive decided stay.,narrator dont like here. im ti[unused1] afraid time. ive decided stay.,[unused1],-1,decided|here
71,102,"andy sorting books cart. replaces stack shelf pauses, noticing line ants crawling wood. glances up. ants disappear top. pulls chair stands it, peers cautiously over.","[unused0] sorting books cart. replaces stack shelf pauses, noticing line ants crawling wood. glances up. ants disappear top. pulls chair stands it, peers cautiously over.",[unused0],-1,sorting|glances|crawling|stands|peers|noticing|cautiously|stack
72,102,"ellis steps armload files. andy gingerly reaches in, grabs black featheellis wing, pulls dead crow.","[unused1] steps armload files. andy gingerly reaches in, grabs black feathe[unused1] wing, pulls dead crow.",[unused1],-1,
73,103,"ellis making something bench, sanding planing.","[unused1] making something bench, sanding planing.",[unused1],0,making|sanding
74,103,"never would occurellis us, andy. idea. agreed right thing do...","never would occur[unused1] us, [unused0]. idea. agreed right thing do...",[unused0],1,agreed|occurellis|never
75,104,"jigger floyd start swinging picks soft earth, quickly ripping hole. ellis reaches jacket pulls beautiful wooden box, carefully stained varnished. shows around nods approval.","jigger floyd start swinging picks soft earth, quickly ripping hole. [unused1] reaches jacket pulls beautiful wooden box, carefully stained varnished. shows around nods approval.",[unused1],1,quickly|reaches|stained|varnished|carefully|ripping|swinging
76,104,mutteellis amens around. boys shovel dirt onto small grave tamp down.,mutte[unused1] amens around. boys shovel dirt onto small grave tamp down.,[unused1],-1,around|tamp|down|amens
77,106,"andy shoots worried look ellis, heads off.","andy shoots worried look [unused1], heads off.",[unused1],-1,heads|worried|off
78,107,wiley thrusts envelope andy. andy stares it.,wiley thrusts envelope [unused0]. [unused0] stares it.,[unused0],0,envelope|stares
79,107,"andy takes envelope, pulls letter, reads.","[unused0] takes envelope, pulls letter, reads.",[unused0],0,takes
80,107,andy gazes around boxes. riches world lay feet. eyes mist emotion sight.,[unused0] gazes around boxes. riches world lay feet. eyes mist emotion sight.,[unused0],1,lay|gazes
81,109,"andy wrestles phonograph player onto guards desk, sweeping things onto floor haste. plugs machine in. ellis light warms up. platter starts spinning.","[unused0] wrestles phonograph player onto guards desk, sweeping things onto floor haste. plugs machine in. ellis light warms up. platter starts spinning.",[unused0],1,spinning|starts|warms|phonograph
82,115,"andy reclined chair, transported, arms fluidly conducting music. ecstasy rapture. shawshank longer exists. banished mind men.","[unused0] reclined chair, transported, arms fluidly conducting music. ecstasy rapture. shawshank longer exists. banished mind men.",[unused0],1,longer|reclined|conducting|transported|fluidly|banished
83,117,fast dolly norton striding hallway hadley.,fast dolly [unused2] striding hallway hadley.,[unused2],0,fast|dolly|striding
84,118,norton hadley break door in. andy looks sublime smile. hear wiley pounding bathroom door.,[unused2] hadley break door in. [unused0] looks sublime smile. hear wiley pounding bathroom door.,[unused0],1,looks|pounding|hadley
85,123,ellis emerges fading daylight. andys waiting him.,[unused1] emerges fading daylight. [unused0]s waiting him.,[unused1],0,waiting|him|emerges|fading
86,123,"ellis nods, solemn. settle bleachers. andy pulls small box sweater, hands ellis.","[unused1] nods, solemn. settle bleachers. [unused0] pulls small box sweater, hands [unused1].",[unused0],-1,hands
87,123,"ellis does. inside box, thin layer cotton, shiny new harmonica, bright aluminum circus ellis.","[unused1] does. inside box, thin layer cotton, shiny new harmonica, bright aluminum circus [unused1].",[unused1],1,does|inside
88,123,"ellis considers it, shakes head. softly.","[unused1] considers it, shakes head. softly.",[unused1],0,softly|shakes
89,124,men line tiers evening count completed. convicts step cells. master switch thrown doors slam shut ka thump andy finds cardboard tube bunk. note reads. new girl year anniversary. pal. ellis.,men line tiers evening count completed. convicts step cells. master switch thrown doors slam shut ka thump [unused0] finds cardboard tube bunk. note reads. new girl year anniversary. pal. ellis.,[unused0],-1,evening|completed|slam|finds|switch|thrown
90,126,hold blackness thumping sounds grow louder... andy good word. kept writing state senate. two letters week instead one.,hold blackness thumping sounds grow louder... [unused0] good word. kept writing state senate. two letters week instead one.,[unused0],1,writing|hold|instead|kept|thumping
91,127,"tracking construction. walls knocked down. men painting, plastering, hammering. lots shelves going up. ellis head carpenter. find discussing plans andy.","tracking construction. walls knocked down. men painting, plastering, hammering. lots shelves going up. [unused1] head carpenter. find discussing plans andy.",[unused1],0,tracking|knocked|find|down|plastering|head|painting|hammering|going
92,129,"ellis making sign, carefully routing letters long plank wood. turns","[unused1] making sign, carefully routing letters long plank wood. turns",[unused1],1,long|routing|plank|carefully|making
93,131,flashbulbs pop norton addresses members press.,flashbulbs pop [unused2] addresses members press.,[unused2],0,pop
94,131,also year warden norton instituted famous inside program. may remember reading it. made papers got picture life magazine.,also year warden [unused2] instituted famous inside program. may remember reading it. made papers got picture life magazine.,[unused2],0,also|got|instituted|made|remember|reading
95,134,norton opens box. alongside pie envelope. runs thumb across thick stack cash contains.,[unused2] opens box. alongside pie envelope. runs thumb across thick stack cash contains.,[unused2],0,opens|runs
96,134,"background, winch cable snaps whips air, damn near severing mans leg. goes down, screaming mud blood, pinned fallen tree stump. men rush help him. norton barely takes notice.","background, winch cable snaps whips air, damn near severing mans leg. goes down, screaming mud blood, pinned fallen tree stump. men rush help him. [unused2] barely takes notice.",[unused2],-1,leg|rush|fallen|him|goes|barely|pinned|screaming|down|severing|takes
97,135,"...there andy, keeping books.","...there [unused0], keeping books.",[unused0],0,keeping
98,135,"norton pockets envelopes. andy crosses wall safe shoves ledger sundry files inside. norton locks safe, swings wifes framed sampler back place. cocks thumb laundry two suits corner.","[unused2] pockets envelopes. andy crosses wall safe shoves ledger sundry files inside. [unused2] locks safe, swings wifes framed sampler back place. cocks thumb laundry two suits corner.",[unused2],1,corner|crosses|wifes|back|framed|thumb|ledger|locks
99,141,"tommy others marched naked shivering, coveellis delousing powder, greeted taunts jeers.","tommy others marched naked shivering, cove[unused1] delousing powder, greeted taunts jeers.",[unused1],1,greeted|marched|delousing
100,148,"tommy enters, strut gone step. little scaellis. finds andy filing library cards.","tommy enters, strut gone step. little sca[unused1]. finds andy filing library cards.",[unused1],0,finds|filing|gone|strut
101,149,"andy slaps book shut, immensely pleased himself.","[unused0] slaps book shut, immensely pleased himself.",[unused0],1,immensely|himself|pleased
102,150,andy shakes head. exactly.,[unused0] shakes head. exactly.,[unused0],0,exactly|head
103,152,track table tommy andy. discussing book.,track table tommy [unused0]. discussing book.,[unused0],0,discussing
104,156,fellas collect stamps. others build matchstick houses. andy built library. needed new project. tommy it. reason spent years shaping polishing rocks. reason hung fantasy girlies wall...,fellas collect stamps. others build matchstick houses. [unused0] built library. needed new project. tommy it. reason spent years shaping polishing rocks. reason hung fantasy girlies wall...,[unused0],0,polishing|tommy|wall|built|collect|shaping|needed|build
105,157,"tommys taking big test. andys monitoring time. deep silence, save tommys pencil scribbling. old timers browsing shelves, sneaking looks way. tommy tries ignore them. concentrate.","tommys taking big test. [unused0]s monitoring time. deep silence, save tommys pencil scribbling. old timers browsing shelves, sneaking looks way. tommy tries ignore them. concentrate.",[unused0],1,sneaking|them|scribbling|taking|ignore|browsing|save|tommys
106,158,smash ellis turns back. tommys coke slipped hand shatteellis floor. kids gone white sheet.,smash [unused1] turns back. tommys coke slipped hand shatte[unused1] floor. kids gone white sheet.,[unused1],1,turns|slipped|gone|back
107,160,silence. tommy finished story. ellis stunned...but andy looks like hes smacked two four.,silence. tommy finished story. [unused1] stunned...but andy looks like hes smacked two four.,[unused1],1,stunned|smacked|tommy
108,160,andy says nothing. walks stiffly away. doesnt look back.,[unused0] says nothing. walks stiffly away. doesnt look back.,[unused0],0,away|says|back|stiffly
109,162,gets hemmed older men. ellis snatches letter.,gets hemmed older men. [unused1] snatches letter.,[unused1],0,hemmed|older|gets
110,167,"norton pulls pack cigarettes, offers tommy smoke. tommy takes one. norton lights cigarettes, pockets lighter.","[unused2] pulls pack cigarettes, offers tommy smoke. tommy takes one. [unused2] lights cigarettes, pockets lighter.",[unused2],0,lighter|tommy|pulls|takes
111,167,norton drops cigarette. crushes toe shoe. glances toward plate shop roof,[unused2] drops cigarette. crushes toe shoe. glances toward plate shop roof,[unused2],-1,drops
112,169,andy marched along. convicts stop stare.,[unused0] marched along. convicts stop stare.,[unused0],-1,marched
113,170,"andy led in. door closed. alone norton. softly,","[unused0] led in. door closed. alone norton. softly,",[unused0],-1,softly|alone|led|closed
114,170,"norton lunges feet, eyes sparkling rage.","[unused2] lunges feet, eyes sparkling rage.",[unused2],-1,lunges|sparkling
115,171,"ellis finds andy sitting shadow high stone wall, poking listlessly dust small pebbles. ellis waits acknowledgment. andy doesnt even look up. ellis hunkers joins him. nothing said longest time. then, softly.","[unused1] finds andy sitting shadow high stone wall, poking listlessly dust small pebbles. [unused1] waits acknowledgment. andy doesnt even look up. [unused1] hunkers joins him. nothing said longest time. then, softly.",[unused1],0,softly|even|then|listlessly|him|look|sitting|poking|finds|said|joins|dust
116,171,"andy finally glances ellis, seeking reaction. silence.","andy finally glances [unused1], seeking reaction. silence.",[unused1],0,seeking|finally
117,171,"ellis stares andy, laughs.","[unused1] stares [unused0], laughs.",[unused0],1,laughs|stares
118,171,ellis snaps look. hell mean andy rises walks away. ellis lunges feet.,[unused1] snaps look. hell mean andy rises walks away. [unused1] lunges feet.,[unused1],-1,walks|lunges|away|rises|look
119,171,andy turns walks away.,[unused0] turns walks away.,[unused0],0,turns|away|walks
120,174,andys working away. norton pokes head in.,[unused0]s working away. norton pokes head in.,[unused0],0,working|away
121,174,"follow norton wifes sampler. swings aside, works combination dial, opens wall safe. andy moves up, shoves black ledger files. norton shuts safe.","follow [unused2] wifes sampler. swings aside, works combination dial, opens wall safe. [unused0] moves up, shoves black ledger files. [unused2] shuts safe.",[unused0],1,works|moves|opens|shuts|shoves|aside
122,174,"norton exits. andy turns laundry. opens shoebox. nice pair dress shoes inside. sighs, glances old ragged pair work shoes feet.","[unused2] exits. [unused0] turns laundry. opens shoebox. nice pair dress shoes inside. sighs, glances old ragged pair work shoes feet.",[unused0],1,turns|opens|ragged
123,175,andy diligently shining nortons shoes.,[unused0] diligently shining nortons shoes.,[unused0],0,shining|diligently
124,178,"andy gazes directly ellis. beat eye contact. ellis shakes head. dont it. andy smiles, eerily calm...and enters cell. door closes. ka thump hold elliss face.","[unused0] gazes directly [unused1]. beat eye contact. [unused1] shakes head. dont it. [unused0] smiles, eerily calm...and enters cell. door closes. ka thump hold [unused1]s face.",[unused0],1,gazes|directly|cell|eerily
125,179,andy polishing chess piece.,[unused0] polishing chess piece.,[unused0],0,polishing
126,180,flash lightning outside window sends harsh barellis shadows jittering across cell. storm breaking.,flash lightning outside window sends harsh bar[unused1] shadows jittering across cell. storm breaking.,[unused1],-1,shadows|jittering|lightning
127,181,ka thump master lock thrown. cons emerge cells headcount begins. ellis looks back see andys line. hes not. suddenly count stalls.,ka thump master lock thrown. cons emerge cells headcount begins. [unused1] looks back see [unused0]s line. hes not. suddenly count stalls.,[unused1],0,begins|emerge|back|suddenly|looks|thump|not
128,182,"norton kicking back morning paper. notices ha dingy shoes are. glances shoebox desk. kicks shoes off, opens box gulls andys grimy work shoes. stares blankly. fuck indeed.","[unused2] kicking back morning paper. notices ha dingy shoes are. glances shoebox desk. kicks shoes off, opens box gulls andys grimy work shoes. stares blankly. fuck indeed.",[unused2],-1,off|back|andys|opens|are|kicking|blankly|shoes|indeed
129,184,ellis watches norton storms entourage guards.norton him.,ellis watches [unused2] storms entourage guards.[unused2] him.,[unused2],0,him|entourage
130,185,norton grabs clipboard thrusts hadley.,[unused2] grabs clipboard thrusts hadley.,[unused2],0,hadley|clipboard
131,185,"haig scurries out, gathering men. norton spins ellis.","haig scurries out, gathering men. [unused2] spins ellis.",[unused2],0,gathering|out|spins
132,185,"norton spreads arms evangelist style, spins slowly around.","[unused2] spreads arms evangelist style, spins slowly around.",[unused2],0,around|spins|slowly
133,185,"ellis exchanges looks guards. even theyre nervous. norton scoops handful rocks sill. hurls wall one time, shattering them, punctuating words.","ellis exchanges looks guards. even theyre nervous. [unused2] scoops handful rocks sill. hurls wall one time, shattering them, punctuating words.",[unused2],-1,even|them|theyre|hurls|shattering|punctuating|looks|sill
134,185,"could hear pin drop. norton reaches up, sinks finger hole. keeps pushing...and entire hand disappears wall.","could hear pin drop. [unused2] reaches up, sinks finger hole. keeps pushing...and entire hand disappears wall.",[unused2],-1,pushing|disappears|hear|reaches|finger
135,189,"thats ellis. starts laughing. laughing, hell, hes bellowing laughter, laughing hard hold himself, laughing hard tears pouring cheeks. look rage nortons face makes laugh harder.","thats [unused1]. starts laughing. laughing, hell, hes bellowing laughter, laughing hard hold himself, laughing hard tears pouring cheeks. look rage [unused2]s face makes laugh harder.",[unused1],1,face|pouring|himself|laughing|look|makes|bellowing
136,191,andy talked easy time hole. narrator knew meant.,[unused0] talked easy time hole. narrator knew meant.,[unused0],1,knew|talked
137,195,"andy lies dark, studying chunk concrete hands. considering possibilities. wrestling hope.","[unused0] lies dark, studying chunk concrete hands. considering possibilities. wrestling hope.",[unused0],1,wrestling|considering|studying|lies
