,chapter,text,mask_sent,char,sentiment,keywords
22,3,besides dorothy white dorothy 's frock witch sorceress wear white.my dress blue white check say dorothy smooth wrinkle one dress.it kind dorothy wear one dress say rich munchkin whose name boq,besides [unused0] white [unused0] 's frock [unused2] sorceress wear white.my dress blue white check say [unused0] smooth wrinkle one dress.it kind [unused0] wear one dress say rich munchkin whose name boq,[unused0],1,wear
23,3,know dorothy friendly witch.dorothy know say people seem think dorothy witch dorothy know well dorothy ordinary little girl come chance cyclone strange land.when dorothy tired watch dancing rich munchkin whose name boq lead dorothy housea room pretty bed,know [unused0] friendly [unused2].[unused0] know say people seem think [unused0] [unused2] [unused0] know well [unused0] ordinary little girl come chance cyclone strange land.when [unused0] tired watch dancing rich munchkin whose name boq lead [unused0] housea room pretty bed,[unused0],1,bed|seem|come|tired|know|well|pretty|dancing|think
24,3,country rich pleasant dorothy must pass rough dangerous place dorothy reach end dorothy 's journey.this worry dorothy little dorothy know great oz could help dorothy get kansas dorothy bravely resolve turn back.dorothy bade dorothy 's friend goodbye start along road yellow brick,country rich pleasant [unused0] must pass rough dangerous place [unused0] reach end [unused0] 's journey.this worry [unused0] little [unused0] know great oz could help [unused0] get kansas [unused0] bravely resolve turn back.[unused0] bade [unused0] 's friend goodbye start along road yellow brick,[unused0],1,reach|help|get|know|pass|bade|resolve|end|bravely
25,3,dorothy go several mile dorothy think dorothy would stop rest climb top fence beside road yellow brick sit,[unused0] go several mile [unused0] think [unused0] would stop rest climb top fence beside road yellow brick sit,[unused0],-1,mile|stop|think
26,3,foot old boot blue top every man wear country east scarecrow place high pole keep bird ripe corn raise stalk corn mean pole stick scarecrow place high pole keep bird ripe corn 's back.while dorothy look earnestly queer paint face scarecrow place high pole keep bird ripe corn dorothy surprised see one eye slowly wink dorothy,foot old boot blue top every man wear country east [unused1] place high pole keep bird ripe corn raise stalk corn mean pole stick [unused1] place high pole keep bird ripe corn 's back.while [unused0] look earnestly queer paint face [unused1] place high pole keep bird ripe corn [unused0] surprised see one eye slowly wink [unused0],[unused0],-1,east|wink|see|surprised|slowly|earnestly|keep|queer
27,3,dorothy please take away pole stick back scarecrow place high pole keep bird ripe corn shall greatly oblige dorothy.dorothy reach arm lift scarecrow place high pole keep bird ripe corn pole stick back stuff straw scarecrow place high pole keep bird ripe corn quite light.thank dorothy much say scarecrow place high pole keep bird ripe corn scarecrow place high pole keep bird ripe corn set ground,[unused0] please take away pole stick back [unused1] place high pole keep bird ripe corn shall greatly oblige [unused0].[unused0] reach arm lift [unused1] place high pole keep bird ripe corn pole stick back stuff straw [unused1] place high pole keep bird ripe corn quite light.thank [unused0] much say [unused1] place high pole keep bird ripe corn [unused1] place high pole keep bird ripe corn set ground,[unused0],-1,take|greatly|set|away|quite|keep|back|oblige
28,4,scarecrow brain scarecrow walk straight ahead step hole fall full length yellow brick uneven,[unused1] brain [unused1] walk straight ahead step hole fall full length yellow brick uneven,[unused1],-1,step|walk|ahead|straight
29,4,never hurt scarecrow however dorothy would pick scarecrow set scarecrow upon scarecrow 's foot scarecrow join dorothy laugh merrily scarecrow 's mishap.the farm nearly well care farm far back,never hurt [unused1] however [unused0] would pick [unused1] set [unused1] upon [unused1] 's foot [unused1] join [unused0] laugh merrily [unused1] 's mishap.the farm nearly well care farm far back,[unused0],1,pick|care|far|however|never|set|well|nearly|back|merrily|hurt
30,4,dorothy offer piece scarecrow scarecrow refused.the scarecrow never hungry scarecrow say lucky thing scarecrow scarecrow 's mouth paint scarecrow cut hole mouth scarecrow could eat straw scarecrow stuff would come straw stuff would spoil shape scarecrow 's head.dorothy see true dorothy nod go eat bread.tell scarecrow something dorothy country dorothy come say scarecrow dorothy finish dorothy 's dinner,[unused0] offer piece [unused1] [unused1] refused.the [unused1] never hungry [unused1] say lucky thing [unused1] [unused1] 's mouth paint [unused1] cut hole mouth [unused1] could eat straw [unused1] stuff would come straw stuff would spoil shape [unused1] 's head.[unused0] see true [unused0] nod go eat bread.tell [unused1] something [unused0] country [unused0] come say [unused1] [unused0] finish [unused0] 's dinner,[unused0],-1,spoil|come|never|offer|eat
31,4,dorothy tell scarecrow country come gray everything cyclone carry dorothy queer land oz.the scarecrow listen carefully say scarecrow understand dorothy wish leave beautiful country go back country come from.that scarecrow brain answer dorothy,[unused0] tell [unused1] country come gray everything cyclone carry [unused0] queer land oz.the [unused1] listen carefully say [unused1] understand [unused0] wish leave beautiful country go back country come from.that [unused1] brain answer [unused0],[unused1],1,understand|come|leave|listen|carefully|back|carry
32,4,place like home.the scarecrow sighed.of course scarecrow understand scarecrow say,place like home.the [unused1] sighed.of course [unused1] understand [unused1] say,[unused1],-1,
33,4,dorothy 's head stuff straw like scarecrow dorothy would probably live beautiful place country come would people,[unused0] 's head stuff straw like [unused1] [unused0] would probably live beautiful place country come would people,[unused0],1,live|probably|come
34,4,fortunate kansas scarecrow brains.won’t scarecrow tell scarecrow story rest ask scarecrow.the scarecrow look scarecrow reproachfully answered.the scarecrow life short scarecrow really know nothing whatever,fortunate kansas [unused1] brains.won’t [unused1] tell [unused1] story rest ask [unused1].the [unused1] look [unused1] reproachfully answered.the [unused1] life short [unused1] really know nothing whatever,[unused1],-1,reproachfully|know|tell|really
35,4,scarecrow make day yesterday,[unused1] make day yesterday,[unused1],-1,make
36,4,luckily farmer make head one first thing farmer paint scarecrow 's ear scarecrow hear go,luckily farmer make head one first thing farmer paint [unused1] 's ear [unused1] hear go,[unused1],1,make|luckily
37,4,another munchkin farmer first thing scarecrow hear farmer say another munchkin like ears’‘they straight answer another munchkin ‘never mind say farmer,another munchkin farmer first thing [unused1] hear farmer say another munchkin like ears’‘they straight answer another munchkin ‘never mind say farmer,[unused1],1,mind|they|never|straight
38,4,farmer paint scarecrow 's right eye soon right eye finish scarecrow find scarecrow look farmer everything around scarecrow great deal curiosity scarecrow 's first glimpse world ‘that ’s rather pretty eye remark another munchkin,farmer paint [unused1] 's right eye soon right eye finish [unused1] find [unused1] look farmer everything around [unused1] great deal curiosity [unused1] 's first glimpse world ‘that ’s rather pretty eye remark another munchkin,[unused1],1,soon|look|pretty|rather|find
39,4,scarecrow could see much well,[unused1] could see much well,[unused1],1,well|see|much
40,4,scarecrow speak time scarecrow know mouth,[unused1] speak time [unused1] know mouth,[unused1],-1,know
41,4,scarecrow fun watch make scarecrow 's body scarecrow 's arm leg,[unused1] fun watch make [unused1] 's body [unused1] 's arm leg,[unused1],-1,make
42,4,fasten scarecrow 's head last scarecrow feel proud scarecrow think scarecrow good man anyone ‘this fellow scare crow fast enough say farmer,fasten [unused1] 's head last [unused1] feel proud [unused1] think [unused1] good man anyone ‘this fellow scare crow fast enough say farmer,[unused1],-1,enough|fast|think
43,4,scarecrow look like man ’‘why scarecrow man say another munchkin scarecrow quite agree farmer,[unused1] look like man ’‘why [unused1] man say another munchkin [unused1] quite agree farmer,[unused1],1,why|quite
44,4,farmer carry scarecrow farmer 's arm cornfield set scarecrow tall stick scarecrow find scarecrow,farmer carry [unused1] farmer 's arm cornfield set [unused1] tall stick [unused1] find [unused1],[unused1],-1,find|set
45,4,farmer another munchkin soon walk away leave scarecrow alone.the scarecrow like desert way,farmer another munchkin soon walk away leave [unused1] alone.the [unused1] like desert way,[unused1],-1,away|walk|soon
46,4,scarecrow try walk friend,[unused1] try walk friend,[unused1],1,
47,4,scarecrow 's foot would touch ground scarecrow force stay tall stick find,[unused1] 's foot would touch ground [unused1] force stay tall stick find,[unused1],-1,touch
48,4,tall stick find lonely life lead scarecrow nothing think make little,tall stick find lonely life lead [unused1] nothing think make little,[unused1],-1,find|make|think
49,4,many crow bird fly cornfield soon many crow bird see scarecrow many crow bird fly away think scarecrow munchkin,many crow bird fly cornfield soon many crow bird see [unused1] many crow bird fly away think [unused1] munchkin,[unused1],-1,bird|see|crow|soon|fly|away|think
50,4,please scarecrow make scarecrow feel scarecrow quite important person,please [unused1] make [unused1] feel [unused1] quite important person,[unused1],-1,make|quite
51,4,crow sense could see scarecrow stuff straw old crow hop foot eat corn old crow want,crow sense could see [unused1] stuff straw old crow hop foot eat corn old crow want,[unused1],-1,see|want
52,4,bird see old crow harm scarecrow come eat corn want short time great flock scarecrow.the scarecrow feel sad show scarecrow good scarecrow,bird see old crow harm [unused1] come eat corn want short time great flock [unused1].the [unused1] feel sad show [unused1] good [unused1],[unused1],-1,want|come|see|feel|eat
53,4,old crow comfort scarecrow say scarecrow brain scarecrow 's head scarecrow would good man well man,old crow comfort [unused1] say [unused1] brain [unused1] 's head [unused1] would good man well man,[unused1],1,well|good
54,4,brain thing worth world matter whether one crow man ’after go scarecrow think decide scarecrow would try hard get brain,brain thing worth world matter whether one crow man ’after go [unused1] think decide [unused1] would try hard get brain,[unused1],-1,try|think
55,4,good luck scarecrow come along pull scarecrow stake scarecrow say scarecrow sure great oz give scarecrow brain soon get emerald city.dorothy hope say dorothy earnestly since scarecrow seem anxious brains.oh yes,good luck [unused1] come along pull [unused1] stake [unused1] say [unused1] sure great oz give [unused1] brain soon get emerald city.dorothy hope say dorothy earnestly since [unused1] seem anxious brains.oh yes,[unused1],1,seem|come|get|soon|earnestly
56,4,scarecrow anxious return scarecrow,[unused1] anxious return [unused1],[unused1],-1,
57,4,scarecrow know return scarecrow,[unused1] know return [unused1],[unused1],-1,know
58,4,require brain figure scarecrow never say that.after hour light fade away find stumble along darkness,require brain figure [unused1] never say that.after hour light fade away find stumble along darkness,[unused1],-1,away|find|never|fade
59,4,dorothy could see toto could dog see well dark,[unused0] could see toto could dog see well dark,[unused0],1,well|see|dog|dark
60,4,scarecrow declare scarecrow could see well day,[unused1] declare [unused1] could see well day,[unused1],-1,well|see
61,4,dorothy take hold scarecrow 's arm manage get along fairly well.if scarecrow see house place pass night dorothy say scarecrow must tell dorothy,dorothy take hold [unused1] 's arm manage get along fairly well.if [unused1] see house place pass night dorothy say [unused1] must tell dorothy,[unused1],-1,take|see|get|tell|fairly
62,4,uncomfortable walking dark.soon scarecrow stopped.i see little cottage right scarecrow say build log branch,uncomfortable walking dark.soon [unused1] stopped.i see little cottage right [unused1] say build log branch,[unused1],-1,walking
63,4,scarecrow tired out.so scarecrow lead dorothy tree reach little cottage right dorothy enter find bed dry leave one corner,[unused1] tired out.so [unused1] lead dorothy tree reach little cottage right dorothy enter find bed dry leave one corner,[unused1],-1,right|find|leave|tired
64,4,scarecrow stand another corner wait patiently morning come,[unused1] stand another corner wait patiently morning come,[unused1],-1,patiently|stand
65,5,dorothy sit look around dorothy,[unused0] sit look around [unused0],[unused0],0,
66,5,scarecrow still stand patiently scarecrow 's corner wait dorothy.we must go search water dorothy say scarecrow.why dorothy want water scarecrow asked.to wash dorothy 's face clean dust road drink dry bread stick dorothy 's throat.it must inconvenient make flesh say scarecrow thoughtfully dorothy must sleep eat drink,[unused1] still stand patiently [unused1] 's corner wait [unused0].we must go search water [unused0] say [unused1].why [unused0] want water [unused1] asked.to wash [unused0] 's face clean dust road drink dry bread stick [unused0] 's throat.it must inconvenient make flesh say [unused1] thoughtfully [unused0] must sleep eat drink,[unused1],-1,sleep|want|stand|wash|patiently|still|stick|inconvenient|thoughtfully|make
67,5,however dorothy brain worth lot bother able think properly.they leave cottage walk tree find little spring clear water dorothy drink bathe eat dorothy 's breakfast,however [unused0] brain worth lot bother able think properly.they leave cottage walk tree find little spring clear water [unused0] drink bathe eat [unused0] 's breakfast,[unused0],1,however|leave|drink|bother|find
68,5,dorothy saw much bread leave basket dorothy thankful scarecrow eat anything scarcely enough dorothy toto day.when dorothy finish dorothy 's meal go back road dorothy startled hear deep groan near by.what deep groan dorothy ask timidly.the scarecrow imagine reply scarecrow,[unused0] saw much bread leave basket [unused0] thankful [unused1] eat anything scarcely enough [unused0] toto day.when [unused0] finish [unused0] 's meal go back road [unused0] startled hear deep groan near by.what deep groan [unused0] ask timidly.the [unused1] imagine reply [unused1],[unused0],-1,saw|scarcely|startled|leave|enough|back
69,5,dorothy find oilcan shelf cottage.dorothy run back cottage find oilcan dorothy return ask anxiously 's jointsoil 's neck first reply,[unused0] find oilcan shelf cottage.[unused0] run back cottage find oilcan [unused0] return ask anxiously 's jointsoil 's neck first reply,[unused0],-1,reply|anxiously|ask|first|run|find|back
70,5,dorothy oil neck neck quite badly rust scarecrow take hold tin head move tin head gently side side tin head work freely could turn tin head his.now oil joint 's arm say,dorothy oil neck neck quite badly rust [unused1] take hold tin head move tin head gently side side tin head work freely could turn tin head his.now oil joint 's arm say,[unused1],1,turn|take|gently|tin|badly|quite|freely
71,5,dorothy oil joint arm scarecrow bent joint arm carefully joint arm quite free rust good new.his give sigh satisfaction lower uplifted axe.this great comfort say,dorothy oil joint arm [unused1] bent joint arm carefully joint arm quite free rust good new.his give sigh satisfaction lower uplifted axe.this great comfort say,[unused1],1,carefully|lower|quite|give
72,5,thank dorothy 's release seem polite creature grateful.his might stand always dorothy come along say,thank [unused0] 's release seem polite creature grateful.his might stand always [unused0] come along say,[unused0],1,always|stand|seem|come
73,5,dorothy happen herewe way emerald city see great oz dorothy answer stop cottage pass night.why dorothy wish see great oz asked.dorothy want great oz send dorothy back kansas scarecrow want scarecrow put brain scarecrow 's head dorothy replied.his appear think deeply moment,dorothy happen herewe way emerald city see great oz dorothy answer stop cottage pass night.why dorothy wish see great oz asked.dorothy want great oz send dorothy back kansas [unused1] want [unused1] put brain [unused1] 's head dorothy replied.his appear think deeply moment,[unused1],1,put|want|see|deeply|happen|back|think
74,5,allow join 's party also go emerald city ask oz help his.come along say scarecrow heartily dorothy add dorothy would pleased scarecrow 's company,allow join 's party also go emerald city ask oz help his.come along say [unused1] heartily [unused0] add [unused0] would pleased [unused1] 's company,[unused0],1,also|pleased|help|heartily
75,5,set work axe chop well soon clear passage party.dorothy think earnestly walk along dorothy notice scarecrow stumble hole roll side road,set work axe chop well soon clear passage party.[unused0] think earnestly walk along [unused0] notice [unused1] stumble hole roll side road,[unused0],1,walk|soon|set|well|earnestly|think
76,5,indeed scarecrow oblige call dorothy help scarecrow again.why scarecrow walk around hole ask his.the scarecrow know enough reply scarecrow cheerfully,indeed [unused1] oblige call [unused0] help [unused1] again.why [unused1] walk around hole ask his.the [unused1] know enough reply [unused1] cheerfully,[unused1],-1,cheerfully|walk|indeed|know|enough
77,5,scarecrow 's head stuff straw know scarecrow go oz ask oz brains.oh see say,[unused1] 's head stuff straw know [unused1] go oz ask oz brains.oh see say,[unused1],-1,see|know
78,5,try brain heart also much rather heart.and ask scarecrow.his tell scarecrow 's story scarecrow know.so walk forest tell story.i bear son woodman chop tree forest sell wood living,try brain heart also much rather heart.and ask [unused1].his tell [unused1] 's story [unused1] know.so walk forest tell story.i bear son woodman chop tree forest sell wood living,[unused1],-1,also|ask|walk|much|rather|tree
79,5,oz go back one munchkin girl beautiful soon grow love heart marry one munchkin girl beautiful soon grow love heart.both dorothy scarecrow greatly interested story dorothy scarecrow know anxious get new heart.all say scarecrow scarecrow shall ask brain instead heart,oz go back one munchkin girl beautiful soon grow love heart marry one munchkin girl beautiful soon grow love heart.both [unused0] [unused1] greatly interested story [unused0] [unused1] know anxious get new heart.all say [unused1] [unused1] shall ask brain instead heart,[unused1],1,ask|greatly|soon|get|grow|know|instead|love|back
80,5,brain make one happy happiness good thing world.dorothy say anything dorothy puzzle know dorothy scarecrow right dorothy decide dorothy could get back kansas aunt em matter much whether brain scarecrow heart get wanted.what worry dorothy bread nearly go another meal toto would empty basket,brain make one happy happiness good thing world.[unused0] say anything [unused0] puzzle know [unused0] [unused1] right [unused0] decide [unused0] could get back kansas aunt em matter much whether brain [unused1] heart get wanted.what worry [unused0] bread nearly go another meal toto would empty basket,[unused1],-1,empty|decide|bread|get|matter|know|nearly|right|worry|back|make
81,5,sure neither scarecrow ever eat anything dorothy make tin straw could live unless dorothy feed,sure neither [unused1] ever eat anything dorothy make tin straw could live unless dorothy feed,[unused1],1,live|ever|eat|make
82,6,tin woodman afraid long tin woodman tin woodman 's oilcan nothing hurt scarecrow dorothy bear upon dorothy 's forehead mark good witch ’s kiss mark good witch ’s kiss protect dorothy harm.but toto say dorothy anxiously,tin woodman afraid long tin woodman tin woodman 's oilcan nothing hurt [unused1] [unused0] bear upon [unused0] 's forehead mark good [unused2] ’s kiss mark good [unused2] ’s kiss protect [unused0] harm.but toto say [unused0] anxiously,[unused1],1,anxiously|kiss|afraid|protect
83,6,great lion 's surprise great lion could make impression tin woodman although tin woodman fall road lie still.toto toto enemy face run bark toward great lion great lion open great lion 's mouth bite toto dorothy fear toto would kill heedless danger rush forward slap great lion upon great lion 's nose hard dorothy could dorothy cry out.don’t great lion dare bite toto great lion ought ashamed great lion big beast like great lion bite poor little dogi bite scarecrow say great lion great lion rub great lion 's nose great lion 's paw dorothy hit nose.no great lion try dorothy retort,great lion 's surprise great lion could make impression tin woodman although tin woodman fall road lie still.toto toto enemy face run bark toward great lion great lion open great lion 's mouth bite toto [unused0] fear toto would kill heedless danger rush forward slap great lion upon great lion 's nose hard [unused0] could [unused0] cry out.don’t great lion dare bite toto great lion ought ashamed great lion big beast like great lion bite poor little dogi bite [unused1] say great lion great lion rub great lion 's nose great lion 's paw [unused0] hit nose.no great lion try [unused0] retort,[unused1],1,hit|kill|run|slap|bark|forward|ashamed|make
84,6,think great lion 's strike stuff man like poor scarecrowis scarecrow stuff ask great lion surprise great lion watch dorothy pick scarecrow set scarecrow upon scarecrow 's foot dorothy pat scarecrow shape again.of course scarecrow ’s stuff reply dorothy.that ’s scarecrow go easily remark great lion,think great lion 's strike stuff man like poor [unused1]is [unused1] stuff ask great lion surprise great lion watch dorothy pick [unused1] set [unused1] upon [unused1] 's foot dorothy pat [unused1] shape again.of course [unused1] ’s stuff reply dorothy.that ’s [unused1] go easily remark great lion,[unused1],1,easily|remark|think|set
85,6,one stuff alsono say dorothy one ’s make tin dorothy help tin woodman again.that scarecrow nearly blunt great lion 's claws say great lion,one stuff alsono say dorothy one ’s make tin dorothy help tin woodman again.that [unused1] nearly blunt great lion 's claws say great lion,[unused1],1,nearly|make|tin
86,6,little animal dorothy tender ofhe dorothy 's dog toto answer dorothy.is toto make tin stuff ask great lion.neither,little animal [unused0] tender ofhe [unused0] 's dog toto answer [unused0].is toto make tin stuff ask great lion.neither,[unused0],1,make
87,6,dorothy 's part dorothy heart,[unused0] 's part [unused0] heart,[unused0],-1,
88,6,great lion’ve never look see reply great lion.i go great oz ask great oz give scarecrow remark scarecrow scarecrow 's head stuff straw.and dorothy go ask great oz give dorothy heart say tin woodman.and dorothy go ask great oz send toto dorothy back kansas add dorothy.do dorothy think great oz could give great lion courage ask great lion.just easily great oz could give scarecrow brain say scarecrow.or give dorothy heart say tin woodman.or send dorothy back kansas say dorothy.then dorothy mind great lion’ll go dorothy say great lion great lion 's life simply unbearable without bit courage.you welcome answer dorothy great lion help keep away wild beast,great lion’ve never look see reply great lion.i go great oz ask great oz give [unused1] remark [unused1] [unused1] 's head stuff straw.and [unused0] go ask great oz give [unused0] heart say tin woodman.and [unused0] go ask great oz send toto [unused0] back kansas add [unused0].do [unused0] think great oz could give great lion courage ask great lion.just easily great oz could give [unused1] brain say [unused1].or give [unused0] heart say tin woodman.or send [unused0] back kansas say [unused0].then [unused0] mind great lion’ll go [unused0] say great lion great lion 's life simply unbearable without bit courage.you welcome answer [unused0] great lion help keep away wild beast,[unused1],1,reply|think|ask|easily|see|never|look|away|simply|keep|back|give
89,6,dorothy presently ask tin woodman question tin woodman could open jaw jaw tightly rusted together,[unused0] presently ask tin woodman question tin woodman could open jaw jaw tightly rusted together,[unused0],0,rusted|ask|together|open|presently|tightly
90,6,tin woodman become greatly frightened make many motion dorothy relieve tin woodman dorothy could understand,tin woodman become greatly frightened make many motion [unused0] relieve tin woodman [unused0] could understand,[unused0],-1,understand|greatly|relieve|make|become
91,6,scarecrow seize oilcan dorothy basket oil jaw moment tin woodman could talk well before.this serve tin woodman lesson say tin woodman look tin woodman step,[unused1] seize oilcan dorothy basket oil jaw moment tin woodman could talk well before.this serve tin woodman lesson say tin woodman look tin woodman step,[unused1],1,seize|well|serve|talk
92,7,large tree forest make good thick covering protect dew tin woodman chop great pile wood tin woodman 's axe dorothy build splendid fire warm dorothy make dorothy feel less lonely,large tree forest make good thick covering protect dew tin woodman chop great pile wood tin woodman 's axe [unused0] build splendid fire warm [unused0] make [unused0] feel less lonely,[unused0],1,less|chop|covering|lonely|make
93,7,dorothy eat last bread dorothy know would breakfast.if dorothy wish say lion lion go forest kill deer dorothy,[unused0] eat last bread [unused0] know would breakfast.if [unused0] wish say lion lion go forest kill deer [unused0],[unused0],-1,
94,7,dorothy roast deer fire since dorothy 's taste peculiar dorothy prefer cook food dorothy good breakfast.don’t please beg tin woodman,[unused0] roast deer fire since [unused0] 's taste peculiar [unused0] prefer cook food [unused0] good breakfast.don’t please beg tin woodman,[unused0],1,peculiar
95,7,scarecrow find tree full nut fill dorothy basket nut dorothy would hungry long time,[unused1] find tree full nut fill [unused0] basket nut [unused0] would hungry long time,[unused1],-1,find|hungry
96,7,dorothy thought kind thoughtful scarecrow dorothy laugh heartily awkward way scarecrow pick nut,dorothy thought kind thoughtful [unused1] dorothy laugh heartily awkward way [unused1] pick nut,[unused1],1,thought|heartily
97,7,scarecrow 's padded hand clumsy nut small scarecrow drop almost many scarecrow put dorothy ’s basket,[unused1] 's padded hand clumsy nut small [unused1] drop almost many [unused1] put dorothy ’s basket,[unused1],-1,almost|put|nut
98,7,scarecrow mind long take scarecrow fill dorothy ’s basket enable scarecrow keep away fire scarecrow fear spark might get scarecrow 's straw burn scarecrow,[unused1] mind long take [unused1] fill dorothy ’s basket enable [unused1] keep away fire [unused1] fear spark might get [unused1] 's straw burn [unused1],[unused1],-1,away|keep|get|fear
99,7,scarecrow keep good distance away flame come near cover dorothy dry leave dorothy lie sleep,[unused1] keep good distance away flame come near cover dorothy dry leave dorothy lie sleep,[unused1],1,away|keep|leave|come
