,chapter,text,mask_sent,char,sentiment,keywords
13,31,"batman cant free turns dial forearm piston explosive bolts blow, freeing gauntlet mangle rolls free van scrapes column barrels circular exit ramp.","[unused0] cant free turns dial forearm piston explosive bolts blow, freeing gauntlet mangle rolls free van scrapes column barrels circular exit ramp.",[unused0],-1,turns|freeing
14,31,"batman rises. phony batman lying ground watches batman climbs edge ten story corkscrew ramp stands there, waiting something.","[unused0] rises. phony [unused0] lying ground watches [unused0] climbs edge ten story corkscrew ramp stands there, waiting something.",[unused0],-1,waiting|stands|rises|lying|edge|there
15,32,"chechens men lined wall, bound zip ties. fake batmen. batman dumps scarecrow next three batmen, rips mask off.","chechens men lined wall, bound zip ties. fake batmen. [unused0] dumps scarecrow next three batmen, rips mask off.",[unused0],-1,mask|dumps|lined|off
16,32,trying help,trying help,[unused0],1,trying
17,32,batman dont need help.,[unused0] dont need help.,[unused0],-1,
18,32,batman silences scarecrow boot. turns batman,[unused0] silences scarecrow boot. turns [unused0],[unused0],-1,turns|scarecrow
19,32,dont let find again.,dont let find again.,[unused0],0,again|find
20,32,batman moves towards batmobile.,[unused0] moves towards batmobile.,[unused0],0,moves
21,32,need us theres one war,need us theres one war,[unused0],-1,theres|need
22,32,im wearing hockey pads.,im wearing hockey pads.,[unused0],0,wearing
23,32,batman looks makeshift costume batmobile roars past.,[unused0] looks makeshift costume batmobile roars past.,[unused0],0,looks
24,33,lieutenant gordon ducks barrage shouted questions press picks way lobby bank.,lieutenant [unused1] ducks barrage shouted questions press picks way lobby bank.,[unused1],1,shouted|picks
25,35,"gordon looks grainy blow jokers face. sweating clown makeup plastered thick around mouth.gordon put out, morning put big top central holding sell tickets. whats hiding makeup","[unused1] looks grainy blow [unused2]s face. sweating clown makeup plastered thick around mouth.[unused1] put out, morning put big top central holding sell tickets. whats hiding makeup",[unused1],-1,face|hiding|put|sweating|looks|out|holding|plastered
26,35,gordon approaches forensic photographer shooting grumpys body. gordon crouches look clown mask. batman steps shadows. gordon nods ramirez.,[unused1] approaches forensic photographer shooting grumpys body. [unused1] crouches look clown mask. batman steps shadows. [unused1] nods ramirez.,[unused1],0,shooting|photographer|forensic|look
27,35,again. others,again. others,[unused0],0,again
28,35,another bunch small timers.,another bunch small timers.,[unused1],0,
29,35,batman pulls device belt moves bundles cash scattered near clowns body. device pings.,[unused0] pulls device belt moves bundles cash scattered near clowns body. device pings.,[unused0],0,device|pulls|scattered
30,35,batman picks bundle. hands gordon.,[unused0] picks bundle. hands gordon.,[unused0],0,picks
31,35,marked bills batman gave you.,marked bills [unused0] gave you.,[unused0],0,marked|you|gave
32,35,detectives making drug buys weeks. bank another drop mob. makes five banks weve found bulk dirty cash.,detectives making drug buys weeks. bank another drop mob. makes five banks weve found bulk dirty cash.,[unused1],-1,making|makes|found|weve
33,35,time move in.,time move in.,[unused0],0,
34,35,gordon waves photo.,[unused1] waves photo.,[unused1],0,
35,35,joker guy,[unused2] guy,[unused1],1,
36,35,one man entire mob wait.,one man entire mob wait.,[unused0],0,
37,35,"well hit banks simultaneously. swat teams, backup.","well hit banks simultaneously. swat teams, backup.",[unused1],1,simultaneously|well
38,35,"gordon holds bundle banknotes.when new d.a. gets wind this, hell want in.","[unused1] holds bundle banknotes.when new d.a. gets wind this, hell want in.",[unused1],-1,want|gets|holds|bundle
39,35,hard keep out.,hard keep out.,[unused1],-1,keep|hard|out
40,35,gordon bags cash.,[unused1] bags cash.,[unused1],0,
41,35,batman already gone.,[unused0] already gone.,[unused0],0,already|gone
42,39,"alfred places cup coffee front batman, stitching cut arm.takes needle stitch make bloody mess.","alfred places cup coffee front [unused0], stitching cut arm.takes needle stitch make bloody mess.",[unused0],-1,stitching|make|needle|cup
43,39,batman learn mistakes.,[unused0] learn mistakes.,[unused0],-1,
44,39,armor... im carrying much weight batman need faster.,armor... im carrying much weight [unused0] need faster.,[unused0],0,faster|need|carrying
45,39,"dog. look big dog. copycats last night, alfred. guns.","dog. look big dog. copycats last night, alfred. guns.",[unused0],0,alfred|look
46,39,wasnt exactly batman mind batman said batman wanted inspire people.,wasnt exactly [unused0] mind [unused0] said [unused0] wanted inspire people.,[unused0],1,exactly|wanted|said
47,39,batman indicates monitor. handsome man suit.,[unused0] indicates monitor. handsome man suit.,[unused0],1,indicates
48,39,batman am. closely. batman need know trusted.,[unused0] am. closely. [unused0] need know trusted.,[unused0],1,closely|know|trusted
49,39,"ever took one, batman might.","ever took one, [unused0] might.",[unused0],0,ever|took
50,39,batman limits.,[unused0] limits.,[unused0],-1,
51,39,batman cant afford know them.,[unused0] cant afford know them.,[unused0],0,know|them
52,39,know much like say batman told so.,know much like say [unused0] told so.,[unused0],1,know|told
53,43,gordon stands dent enters. two men shake.,[unused1] stands dent enters. two men shake.,[unused1],-1,stands|shake
54,43,word youve got hell right cross. shame sals going walk.,word youve got hell right cross. shame sals going walk.,[unused1],-1,got|going|hell
55,43,liaise various agencies,liaise various agencies,[unused1],0,liaise
56,43,official policy arrest vigilante known batman sight.,official policy arrest vigilante known [unused0] sight.,[unused1],-1,known
57,43,"town, fewer people know something, safer operation.","town, fewer people know something, safer operation.",[unused1],1,fewer|safer|know
58,43,gordon didnt work cops youd investigated making name i.a. id working alone. gordon dont get political points idealist gordon best gordon gordon have.,[unused1] didnt work cops youd investigated making name i.a. id working alone. [unused1] dont get political points idealist [unused1] best [unused1] [unused1] have.,[unused1],1,working|get|investigated|have|youd|making|alone
59,43,dent looks gordon. considering proceed.,dent looks [unused1]. considering proceed.,[unused1],0,considering|looks
60,43,gordon give names banks.,[unused1] give names banks.,[unused1],0,give
61,43,"rises dont sell me, dent. know youre gothams white knight.dent grins gordon hear theyve got different nickname m.c.u..","rises dont sell me, dent. know youre gothams white knight.dent grins [unused1] hear theyve got different nickname m.c.u..",[unused1],1,got|know|dont|sell
62,46,batman standing window.,[unused0] standing window.,[unused0],0,standing
63,46,ok. cancel deal.,ok. cancel deal.,[unused0],1,
64,46,batman needed closer look books.,[unused0] needed closer look books.,[unused0],0,closer|needed
65,46,batman need new suit.,[unused0] need new suit.,[unused0],0,need
66,46,"im talking fashion, mr.fox, much function.","im talking fashion, mr.fox, much function.",[unused0],0,talking
67,46,batman pulls diagrams. fox looks over.,[unused0] pulls diagrams. fox looks over.,[unused0],0,looks|pulls|over
68,46,sure make backing driveway easier.fox batman see batman do.,sure make backing driveway easier.fox [unused0] see [unused0] do.,[unused0],1,backing|see|make
69,47,rachel fancy that.,rachel fancy that.,[unused0],0,
70,47,"rachel, natascha. natascha, rachel.","rachel, natascha. natascha, rachel.",[unused0],0,natascha
71,47,batman certainly hope not.,[unused0] certainly hope not.,[unused0],1,not|certainly|hope
72,47,lets put couple tables together.,lets put couple tables together.,[unused0],0,put|together
73,47,prima ballerina moscow ballet.,prima ballerina moscow ballet.,[unused0],0,ballerina
74,47,"youre ballet, dent","youre ballet, dent",[unused0],0,
75,48,batman raised here. batman turned ok.,[unused0] raised here. [unused0] turned ok.,[unused0],1,raised|here|turned
76,48,"palisades sure. know, new d.a. might want figure jurisdiction ends.","palisades sure. know, new d.a. might want figure jurisdiction ends.",[unused0],1,ends|know|want
77,48,exactly. appointed batman,exactly. appointed [unused0],[unused0],0,exactly|appointed
78,48,batman watches dent. sees passion.,[unused0] watches dent. sees passion.,[unused0],1,sees
79,48,"well, youve sold me, dent. im gonna throw fundraiser.","well, youve sold me, dent. im gonna throw fundraiser.",[unused0],1,youve|well|sold|throw
80,48,"batman dont think understand. one fundraiser pals, youll never need another cent.","[unused0] dont think understand. one fundraiser pals, youll never need another cent.",[unused0],0,need|youll|think|never|dont
81,53,"joker. sweaty clown makeup obscuring awful scars widen mouth permanent, ghoulish smile.","[unused2]. sweaty clown makeup obscuring awful scars widen mouth permanent, ghoulish smile.",[unused2],0,widen|sweaty|obscuring
82,53,joker thought joker told bad jokes.,[unused2] thought [unused2] told bad jokes.,[unused2],-1,thought|told
83,53,joker pulls freshly sharpened pencil.,[unused2] pulls freshly sharpened pencil.,[unused2],1,sharpened|freshly|pulls
84,53,magic trick,magic trick,[unused2],-1,trick
85,53,"joker slams pencil table, leaving upright.","[unused2] slams pencil table, leaving upright.",[unused2],1,pencil|leaving
86,53,"gambol nods. bodyguard moves joker sidesteps grips head slams it, face down, onto table...","gambol nods. bodyguard moves [unused2] sidesteps grips head slams it, face down, onto table...",[unused2],1,face|moves|down|head
87,53,bodyguard goes limp slides table. pencil gone. magic. joker bows. grins gambol.,bodyguard goes limp slides table. pencil gone. magic. [unused2] bows. grins gambol.,[unused2],1,goes|limp|bows|gone
88,53,laughs. joker tries ignore.,laughs. [unused2] tries ignore.,[unused2],1,ignore|tries
89,53,guy like me... joker know youre holding little group therapy session broad daylight. joker know youre afraid go night. batman. hes shown gotham true colors. dents beginning. indicates lau called plan batman jurisdiction. hell find make squeal. smiles lau joker tell squealers every time.,guy like me... [unused2] know youre holding little group therapy session broad daylight. [unused2] know youre afraid go night. [unused0]. hes shown gotham true colors. dents beginning. indicates lau called plan [unused0] jurisdiction. hell find make squeal. smiles lau [unused2] tell squealers every time.,[unused2],1,beginning|find|shown|holding|called|lau|indicates
90,53,simple. kill batman.,simple. kill [unused0].,[unused2],-1,kill
91,53,"like mother used tell youre good something, never free.","like mother used tell youre good something, never free.",[unused2],1,youre|never|used
92,53,"gambol gets up, moving joker, casually opens coat, revealing explosives wired chest. gambol stops.","gambol gets up, moving [unused2], casually opens coat, revealing explosives wired chest. gambol stops.",[unused2],1,gets|revealing|opens|wired|casually|moving
93,53,lets blow proportion.,lets blow proportion.,[unused2],0,
94,53,let know change minds.,let know change minds.,[unused2],0,change|know
95,53,joker strolls out. maroni turns lau.,[unused2] strolls out. maroni turns lau.,[unused2],1,turns|out|strolls
96,54,gordon hurries steps bank. swat teams rush various banks.,[unused1] hurries steps bank. swat teams rush various banks.,[unused1],0,rush
97,56,gordon stands almost empty bank vault. furious.,[unused1] stands almost empty bank vault. furious.,[unused1],-1,stands|almost
98,58,batman emerges shadows. man next glowing spotlight turns. dent.,[unused0] emerges shadows. man next glowing spotlight turns. dent.,[unused0],0,glowing|emerges
99,58,"yeah left vaults marked bills knew coming soon office got involved, theres leak","yeah left vaults marked bills knew coming soon office got involved, theres leak",[unused1],-1,theres|involved|marked|left|got|soon|coming|knew
100,58,"dont try cloud fact clearly maronis got people office, dent.","dont try cloud fact clearly maronis got people office, dent.",[unused1],1,clearly|try|got
101,58,"batman get you, get talk","[unused0] get you, get talk",[unused0],0,get|you
102,58,"batman gone. dent looks around, startled. gordon smirks.","[unused0] gone. dent looks around, startled. gordon smirks.",[unused0],-1,startled|looks|gone
103,59,im sure youve always wanted go hong kong.,im sure youve always wanted go hong kong.,[unused0],1,wanted|always
104,60,batman think mr. lau deserves personal touch.,[unused0] think mr. lau deserves personal touch.,[unused0],0,think|deserves
105,61,without landing.,without landing.,[unused0],0,
106,61,fox opens cabinet reveal components new bat suit. armored plating secured mesh. batman lifts arm.,fox opens cabinet reveal components new bat suit. armored plating secured mesh. [unused0] lifts arm.,[unused0],1,opens|secured|armored
107,61,batman examines double blade scallops gauntlet...,[unused0] examines double blade scallops gauntlet...,[unused0],0,examines
108,62,batman examines parachute harness. alfred unfolds diagram navy cargo plane giant mounted front.,[unused0] examines parachute harness. alfred unfolds diagram navy cargo plane giant mounted front.,[unused0],0,examines|mounted
109,62,"south korean smugglers. run flights pyongyang, radar whole way. think alibi","south korean smugglers. run flights pyongyang, radar whole way. think alibi",[unused0],-1,think|run
110,64,batman looks newspaper. alfred points seaplane gently touching across bay.,[unused0] looks newspaper. alfred points seaplane gently touching across bay.,[unused0],1,seaplane|looks|touching|gently
111,64,"batman tosses large, waterproof kit bag water jumps it. begins swimming sea plane.","[unused0] tosses large, waterproof kit bag water jumps it. begins swimming sea plane.",[unused0],0,tosses|begins|swimming|jumps
112,65,"bodyguards flop body wrapped garbage bags onto table. bounty hunters wait corner. gambol pulls back one garbage bags, revealing jokers bloodied face. gambol spits. turns face bounty hunters.","bodyguards flop body wrapped garbage bags onto table. bounty hunters wait corner. gambol pulls back one garbage bags, revealing [unused2]s bloodied face. gambol spits. turns face bounty hunters.",[unused2],-1,pulls|back|revealing|flop|turns|wait|bloodied
113,65,"behind gambol, joker sits thrusts knives bodyguards chests. gambol spins see crazy grin jokers spit dribbled face","behind gambol, [unused2] sits thrusts knives bodyguards chests. gambol spins see crazy grin [unused2]s spit dribbled face",[unused2],1,spit|see|thrusts
114,65,joker gets switchblade gambols mouth sharp metal pulling cheek taut. bounty hunters subdue remaining bodyguards.,[unused2] gets switchblade gambols mouth sharp metal pulling cheek taut. bounty hunters subdue remaining bodyguards.,[unused2],1,remaining|pulling|gets|mouth
115,65,joker tugs gambols cheek blade.,[unused2] tugs gambols cheek blade.,[unused2],1,
116,65,joker looks ashen faces remaining body guards. smiles.,[unused2] looks ashen faces remaining body guards. smiles.,[unused2],1,faces|looks|remaining
117,65,joker flicks wrist body guards flinch gambol goes down. joker turns them.,[unused2] flicks wrist body guards flinch gambol goes down. [unused2] turns them.,[unused2],1,them|wrist|turns|goes|down
118,65,three bodyguards nod. joker snaps pool cue.,three bodyguards nod. [unused2] snaps pool cue.,[unused2],1,nod|snaps
119,65,joker drops broken cue middle men.,[unused2] drops broken cue middle men.,[unused2],-1,broken|drops
120,70,"two smugglers steal glances batman, crouched rear balaclava flight suit. copilot signals batman, pulls oxygen mask stands up. rear plane opens. batman steps edge, jumps.","two smugglers steal glances [unused0], crouched rear balaclava flight suit. copilot signals [unused0], pulls oxygen mask stands up. rear plane opens. [unused0] steps edge, jumps.",[unused0],-1,rear|crouched|stands|pulls
121,71,"speeding past highest floors skyscrapers, seconds impact. batman pulls chute drops water...","speeding past highest floors skyscrapers, seconds impact. [unused0] pulls chute drops water...",[unused0],0,speeding|impact|pulls
122,72,"batman pulls water, dragging pack.","[unused0] pulls water, dragging pack.",[unused0],0,dragging|pulls
123,73,batman stops halfway crowded commuter escalator. takes camera lines shot like tourist.,[unused0] stops halfway crowded commuter escalator. takes camera lines shot like tourist.,[unused0],1,shot|stops|halfway|crowded|takes
124,73,"batman turns find fox standing there, street map out.","[unused0] turns find fox standing there, street map out.",[unused0],0,find|turns|there|standing|out
125,73,hows view l.s.i. holdings,hows view l.s.i. holdings,[unused0],0,view
126,73,"fox shows batman phone. display. map laus office suite. batman takes phone, impressed.","fox shows [unused0] phone. display. map laus office suite. [unused0] takes phone, impressed.",[unused0],1,map|shows|takes
127,73,smiles sonar. like,smiles sonar. like,[unused0],1,sonar
128,73,"batman nods, moves away.","[unused0] nods, moves away.",[unused0],0,moves|away
129,73,mr. batman batman turns good luck.,mr. [unused0] [unused0] turns good luck.,[unused0],1,turns
130,74,"moving towards tallest building glittering skyline find batman, crouched roof. blades gauntlets click place. dons helmet like cowl.his cape form hard faceted pack.","moving towards tallest building glittering skyline find [unused0], crouched roof. blades gauntlets click place. dons helmet like cowl.his cape form hard faceted pack.",[unused0],1,helmet|crouched|form|glittering|hard|moving
131,74,"stands pulls two black boxes belt, clicks together unfolds rifle like device. batman scopes second, lower building. adjust setting fires four times...","stands pulls two black boxes belt, clicks together unfolds rifle like device. [unused0] scopes second, lower building. adjust setting fires four times...",[unused0],1,clicks|lower|pulls|scopes|belt|together|setting
132,76,"batman launches glittering night, dropping tall tower... pack bursts open, becoming bat wings glides lower building, streaking around it, banking hard line window rear...","[unused0] launches glittering night, dropping tall tower... pack bursts open, becoming bat wings glides lower building, streaking around it, banking hard line window rear...",[unused0],-1,becoming|lower|streaking|dropping|open|glittering|banking|launches
133,85,"muzzle flash. batman, bearing like demon.","muzzle flash. [unused0], bearing like demon.",[unused0],1,bearing
134,85,"lau fires, fires batman tackles him. batman pulls small pack straps onto lau","lau fires, fires [unused0] tackles him. [unused0] pulls small pack straps onto lau",[unused0],0,him|pulls|tackles
135,85,"detective looks around hears low rumble...batman jerks ripcord laus pack. cops cower weather balloon explodes pack, unreeling high test nylon. cops cock weapons.","detective looks around hears low rumble...[unused0] jerks ripcord laus pack. cops cower weather balloon explodes pack, unreeling high test nylon. cops cock weapons.",[unused0],-1,cower|jerks|looks|cock
136,85,"suddenly, massive roars over. large front plane snags line lau batman yanked hole ceiling","suddenly, massive roars over. large front plane snags line lau [unused0] yanked hole ceiling",[unused0],0,lau|suddenly|yanked
137,87,gordon looking case files. ramirez walks in.,[unused1] looking case files. ramirez walks in.,[unused1],0,looking
138,88,"gordon follows ramirez crowd excited cops. ground, trussed like chicken lau. sign taped chest. please deliver lieutenant gordon.","[unused1] follows ramirez crowd excited cops. ground, trussed like chicken lau. sign taped chest. please deliver lieutenant [unused1].",[unused1],1,excited|trussed|follows|ramirez|please|taped
139,92,cant go county. gordon keep holding cells.,cant go county. [unused1] keep holding cells.,[unused1],0,holding
140,92,trust county,trust county,[unused1],1,
141,92,lau stays.,lau stays.,[unused1],0,
142,92,"gordon am, counselor.","[unused1] am, counselor.",[unused1],0,
143,94,maroni shakes head. spots gordon walking dangling,maroni shakes head. spots [unused1] walking dangling,[unused1],0,dangling|head|walking
144,94,boy looks good tube.,boy looks good tube.,[unused1],1,looks
145,94,"dont worry, theyre coming, too.","dont worry, theyre coming, too.",[unused1],1,too|coming
146,96,"judge surrillo turns page. playing card sits there. joker. glances it, curious, puts one side.","judge surrillo turns page. playing card sits there. [unused2]. glances it, curious, puts one side.",[unused2],1,turns|playing|puts|there
147,97,"mayor, commissioner loeb, gordon look dent enters.","mayor, commissioner loeb, [unused1] look dent enters.",[unused1],0,look
148,97,"forty nine, sir.","forty nine, sir.",[unused1],0,
149,97,mayor waves gordon loeb out.,mayor waves [unused1] loeb out.,[unused1],0,out|loeb
150,99,"batman lowered flagpole. fake batman saw earlier. pinned chest knife, playing card. joker. gordon moves closer body. card writing it. real batman please stand","[unused0] lowered flagpole. fake [unused0] saw earlier. pinned chest knife, playing card. [unused2]. [unused1] moves closer body. card writing it. real [unused0] please stand",[unused0],0,lowered|earlier|fake|closer|writing|playing|pinned|stand
151,100,"batman comes living room, excited. alfred supervising party arrangements.","[unused0] comes living room, excited. alfred supervising party arrangements.",[unused0],1,excited|comes|supervising|alfred
152,100,hows going,hows going,[unused0],0,going
153,100,think batman wanted hold party dent,think [unused0] wanted hold party dent,[unused0],1,wanted|think
154,100,droll. wrong. actually dent. see,droll. wrong. actually dent. see,[unused0],-1,actually|see
155,100,"crazy batmans made gotham. want order gotham batman go. so... leans batman must take mask, turn in. every day doesnt... people die. starting tonight. im man word.","crazy [unused0]s made gotham. want order gotham [unused0] go. so... leans [unused0] must take mask, turn in. every day doesnt... people die. starting tonight. im man word.",[unused2],-1,die|take|starting|made|leans|doesnt
156,100,batman turns alfred. silent.,[unused0] turns alfred. silent.,[unused0],0,turns|alfred
157,102,batmans chopper touches down. spills clutch,[unused0]s chopper touches down. spills clutch,[unused0],0,chopper|down|clutch
158,104,"ramirez catches gordon, holding paperwork.","ramirez catches [unused1], holding paperwork.",[unused1],0,holding
159,104,"d.n.a. belongs judge surrillo, dent commissioner loeb.gordon jokers telling us hes targeting get unit surrillos house, tell wuertz find dent get protective custody. wheres commissioner","d.n.a. belongs judge surrillo, dent commissioner loeb.gordon [unused2]s telling us hes targeting get unit surrillos house, tell wuertz find dent get protective custody. wheres commissioner",[unused2],0,telling|get|tell|commissioner|find|targeting
160,104,seal building. one till gordon get there.,seal building. one till [unused1] get there.,[unused1],-1,there|get
161,105,batman walks edge balcony looks gotham. hears someone behind rachel.,[unused0] walks edge balcony looks gotham. hears someone behind rachel.,[unused0],0,gotham|edge
162,105,shakes head batman meant every word.,shakes head [unused0] meant every word.,[unused0],0,head
163,105,batman moves closer rachel. takes arm.,[unused0] moves closer rachel. takes arm.,[unused0],0,moves|closer|takes
164,105,"day told about, day gotham longer needs batman. coming.","day told about, day gotham longer needs [unused0]. coming.",[unused0],-1,longer|coming|gotham|told|about
165,105,rachel looks batman. conflicted. moves closer.,rachel looks [unused0]. conflicted. moves closer.,[unused0],0,looks|conflicted|closer
166,105,"batman takes rachels arms, looking her, excited.","[unused0] takes rachels arms, looking her, excited.",[unused0],1,her|excited|looking|takes
167,105,"happening dent hero. locked half citys criminals, without wearing mask. gotham needs hero face.","happening dent hero. locked half citys criminals, without wearing mask. gotham needs hero face.",[unused0],1,wearing|happening|needs|locked
168,108,"gordon enters find loeb, flanked armed cops.","[unused1] enters find loeb, flanked armed cops.",[unused1],0,flanked|find
169,108,gordon checks window. turns men.,[unused1] checks window. turns men.,[unused1],0,window
170,108,"secure. gordon want floor floor search entire building. turns loeb im sorry, sir. believe joker made threat life.","secure. [unused1] want floor floor search entire building. turns loeb im sorry, sir. believe [unused2] made threat life.",[unused1],-1,turns|believe|made
171,110,"sir, joker card trace d.n.a.","sir, [unused2] card trace d.n.a.",[unused1],1,
172,110,"bang door. gordon pulls weapon, opens it.","bang door. [unused1] pulls weapon, opens it.",[unused1],-1,opens|weapon
173,110,gordon looks stephenss list.,[unused1] looks stephenss list.,[unused1],0,looks
174,110,somebody access house office mustve lifted tissue glass...,somebody access house office mustve lifted tissue glass...,[unused1],0,lifted
175,110,"gordon, realizing, spins around","[unused1], realizing, spins around",[unused1],0,spins|realizing
176,112,"joker purple suit, make up. friends. joker smashes wuertz head steps him, racking shotgun.","[unused2] purple suit, make up. friends. [unused2] smashes wuertz head steps him, racking shotgun.",[unused2],1,racking|make|smashes|him
177,112,good evening. entertainment.,good evening. entertainment.,[unused2],1,
178,113,batman moving behind him. fast,[unused0] moving behind him. fast,[unused0],0,him|moving
179,113,rachels eyes go wide batman puts dent sleeper hold,rachels eyes go wide [unused0] puts dent sleeper hold,[unused0],0,puts
180,113,theyve come him.,theyve come him.,[unused0],0,come|him
181,115,"thug appears front batman, toting shotgun.","thug appears front [unused0], toting shotgun.",[unused0],0,appears|toting
182,115,"batman flips shotgun around mans hands uses fulcrum snap forearm smashes jaw stock without breaking step, field stripping shotgun tossing pieces different directions.","[unused0] flips shotgun around mans hands uses fulcrum snap forearm smashes jaw stock without breaking step, field stripping shotgun tossing pieces different directions.",[unused0],0,flips|breaking|tossing|hands|jaw|stripping|uses
183,116,joker one question. dent silence joker settle loved ones...,[unused2] one question. dent silence [unused2] settle loved ones...,[unused2],1,settle
184,116,distinguished gentleman steps jokers path.,distinguished gentleman steps [unused2]s path.,[unused2],0,distinguished|path
185,116,"know, remind father. grabs joker hated father.","know, remind father. grabs [unused2] hated father.",[unused2],-1,remind|hated
186,116,joker blade gentlemans mouth.,[unused2] blade gentlemans mouth.,[unused2],1,mouth
187,116,joker drops gentleman. turns rachel.,[unused2] drops gentleman. turns rachel.,[unused2],1,turns|drops
188,116,"hello, beautiful. must dents squeeze. runs knife across cheek beautiful. look nervous scars isnt wanna know joker got joker wife, beautiful like you. tells joker worry much. says joker need smile more. gambles. gets deep sharks. one day carve face, weve got money surgeries. cant take it. presses knife cheek joker want see smile again. joker want know joker dont care scars. joker put razor mouth myself... know starts laughing cant stand sight me... crying leaves see, joker see funny side. im always smiling.","hello, beautiful. must dents squeeze. runs knife across cheek beautiful. look nervous scars isnt wanna know [unused2] got [unused2] wife, beautiful like you. tells [unused2] worry much. says [unused2] need smile more. gambles. gets deep sharks. one day carve face, weve got money surgeries. cant take it. presses knife cheek [unused2] want see smile again. [unused2] want know [unused2] dont care scars. [unused2] put razor mouth myself... know starts laughing cant stand sight me... crying leaves see, [unused2] see funny side. im always smiling.",[unused2],1,put|know|tells|much|look|presses|want|dont|sight|gets|carve|take|smiling|runs|myself|see|always|says|laughing|squeeze|more|starts|crying|again|got|you|isnt|weve|smile
189,117,batman doesnt answer. walks closet pulls false wall. batman steps safe room.,[unused0] doesnt answer. walks closet pulls false wall. [unused0] steps safe room.,[unused0],1,closet
190,118,joker raises knife rachels cheek. slugs him. smiles.,[unused2] raises knife rachels cheek. slugs him. smiles.,[unused2],1,him|raises|cheek
191,118,little fight you. joker like that.,little fight you. [unused2] like that.,[unused2],1,you
192,118,youre going love me.,youre going love me.,[unused0],1,going
193,118,"joker turns. batman catches blow, spins disarms jokers men jump batman takes two time disarming thugs breaking forearms joker clicks blade toe shoe kicks jabbing plates armor covering batmans ribcage batman hurls joker across room. one jokers men lunges batman lays cold.","[unused2] turns. [unused0] catches blow, spins disarms [unused2]s men jump [unused0] takes two time disarming thugs breaking forearms [unused2] clicks blade toe shoe kicks jabbing plates armor covering [unused0]s ribcage [unused0] hurls [unused2] across room. one [unused2]s men lunges [unused0] lays cold.",[unused2],1,blade|covering|lays|jump|disarming|breaking|jabbing|ribcage|spins|turns|takes
194,118,joker another knife pressed rachels neck.,[unused2] another knife pressed rachels neck.,[unused2],1,pressed
195,118,sure. take mask show us are...,sure. take mask show us are...,[unused2],1,take|are
196,118,rachel shakes head batman. joker raises shotgun side blows pane glass next him. joker dangles rachel window.,rachel shakes head [unused0]. [unused2] raises shotgun side blows pane glass next him. [unused2] dangles rachel window.,[unused2],1,dangles|raises|him|head|blows
197,118,laughs poor choice words...,laughs poor choice words...,[unused2],-1,
198,118,lets drop rachel falls onto sloping glass roof sliding towards edge. batman dives,lets drop rachel falls onto sloping glass roof sliding towards edge. [unused0] dives,[unused0],-1,sliding|sloping|falls
