,chapter,text,mask_sent,char,mfd2,mfd_word
27,20,momma said backs crooked like question mark. going make straight arrow. theyre magic shoes.,momma said backs crooked like question mark. going make straight arrow. theyre magic shoes.,[unused0],fairness.vice,crooked
28,20,stupid something.,stupid something.,[unused1],X,X
29,20,mommy says stupid stupid does.,mommy says stupid stupid does.,[unused0],care.virtue,mommy
30,20,jenny puts hand toward forrest. forrest reaches shakes hand.,[unused1] puts hand toward forrest. forrest reaches shakes hand.,[unused1],X,X
31,20,im jenny.,im [unused1].,[unused1],X,X
32,20,im forrest. forrest.,im [unused0]. [unused0].,[unused0],X,X
33,20,"day on, always together. jenny like peas carrots.","day on, always together. [unused1] like peas carrots.",[unused1],X,X
34,21,young jenny forrest run toward large oak tree.,young [unused1] forrest run toward large oak tree.,[unused1],X,X
35,21,"come on, forrest, it.","come on, [unused0], it.",[unused1],X,X
36,21,...a good little monkey and...,...a good little monkey and...,[unused0],X,X
37,21,forrest hangs upside branch swings back forth. forrests braces wedged tree.,[unused0] hangs upside branch swings back forth. [unused0]s braces wedged tree.,[unused0],X,X
38,22,"silhouete oak tree, jenny forrest sit branch.","silhouete oak tree, [unused1] forrest sit branch.",[unused1],X,X
39,22,mommas gonna worry me.,mommas gonna worry me.,[unused0],X,X
40,22,jenny puts hand forrests hand.,[unused1] puts hand forrests hand.,[unused1],X,X
41,22,stay little longer.,stay little longer.,[unused1],X,X
42,22,"reason, jenny didnt never want go home.","reason, [unused1] didnt never want go home.",[unused1],X,X
43,22,"okay, jenny. forrest stay.","okay, [unused1]. [unused0] stay.",[unused0],X,X
44,23,"now, momma always told miracles happen every day. people dont think so, do.","now, momma always told miracles happen every day. people dont think so, do.",[unused0],X,X
45,24,jenny forrest walk. dirt clod hits forrest back head. jenny looks forrest rubs head. three young boys get bikes pick rocks.,[unused1] [unused0] walk. dirt clod hits [unused0] back head. [unused1] looks [unused0] rubs head. three young boys get bikes pick rocks.,[unused0],sanctity.vice,dirt
46,24,forrest hit eye another dirt clod. forrest falls backward onto ground boys glare him.,[unused0] hit eye another dirt clod. [unused0] falls backward onto ground boys glare him.,[unused0],sanctity.vice,dirt
47,24,jenny helps forrest back up. boy boy throw dirt clods forrest.,[unused1] helps forrest back up. boy boy throw dirt clods forrest.,[unused1],"sanctity.vice,care.virtue","dirt,helps"
48,24,"run away, forrest.","run away, [unused0].",[unused1],X,X
49,24,"run, forrest","run, [unused0]",[unused1],X,X
50,24,run away hurry,run away hurry,[unused1],X,X
51,24,"run, forrest run","run, [unused0] run",[unused1],X,X
52,24,"run, forrest","run, [unused0]",[unused1],X,X
53,24,"run, forrest run","run, [unused0] run",[unused1],X,X
54,25,forrest run like wind blows.,[unused0] run like wind blows.,[unused0],X,X
55,25,"day on, forrest going somewhere, forrest running","day on, [unused0] going somewhere, [unused0] running",[unused0],X,X
56,29,"remember narrator told jenny never seemed want go home well, lived house old alabama. momma gone heaven five daddy kind farmer.","remember narrator told [unused1] never seemed want go home well, lived house old alabama. momma gone heaven five daddy kind farmer.",[unused1],sanctity.virtue,"heavens,heaven"
57,29,jenny jenny,[unused1] [unused1],[unused0],X,X
58,29,forrest look around field left. notices jenny runs toward her.,forrest look around field left. notices [unused1] runs toward her.,[unused1],X,X
59,29,"jenny, didnt come school today","[unused1], didnt come school today",[unused0],X,X
60,29,hsh daddys takin nap.,hsh daddys takin nap.,[unused1],X,X
61,29,"jenny grabs forrests hand runs field. jennys dad drunk, steps onto porch shouts.","[unused1] grabs [unused0]s hand runs field. [unused1]s dad drunk, steps onto porch shouts.",[unused0],X,X
62,29,jennys dad steps toward field. jenny leads forrest thick tobacco field. jennys dad runs field searching jenny liquor bottle hand.,[unused1]s dad steps toward field. [unused1] leads forrest thick tobacco field. [unused1]s dad runs field searching [unused1] liquor bottle hand.,[unused1],X,X
63,29,jenny forrest run corn field jennys dad tries chase her.,[unused1] forrest run corn field [unused1]s dad tries chase her.,[unused1],X,X
64,29,"pray me, forrest. pray me.","pray me, [unused0]. pray me.",[unused1],sanctity.virtue,pray
65,29,"dear god, make bird jenny fly far, far, far away here. dear god, make bird jenny fly far, far, far away here.","dear god, make bird [unused1] fly far, far, far away here. dear god, make bird [unused1] fly far, far, far away here.",[unused1],X,X
66,30,"...he police say jenny didnt stay house more. went live grandma creekmore avenue, made happy cause close.","...he police say [unused1] didnt stay house more. went live grandma creekmore avenue, made happy cause close.",[unused1],authority.virtue,police
67,31,jenny climbs second floor railing enters house.,[unused1] climbs second floor railing enters house.,[unused1],X,X
68,31,"nights, jennyd sneak come house, cause said scared. scared what, narrator dont know...","nights, [unused1]d sneak come house, cause said scared. scared what, narrator dont know...",[unused1],X,X
69,32,jenny lies bed next young forrest. hugs him.,[unused1] lies bed next young [unused0]. hugs him.,[unused1],care.virtue,hugs
70,32,"...but narrator think grandmas dog. mean dog. anyway, jenny best friends...","...but narrator think grandmas dog. mean dog. anyway, [unused1] best friends...",[unused1],X,X
71,33,forrest jenny teenagers now. walk along oaklined road.,forrest [unused1] teenagers now. walk along oaklined road.,[unused1],X,X
72,33,teenage boy throws another rock pickup truck pulls behind him. jenny turns looks forrest.,teenage boy throws another rock pickup truck pulls behind him. [unused1] turns looks forrest.,[unused1],X,X
73,33,"run, forrest, run","run, [unused0], run",[unused1],X,X
74,33,"run, forrest","run, [unused0]",[unused1],X,X
75,33,"run, forrest run","run, [unused0] run",[unused1],X,X
76,34,"run, forrest","run, [unused0]",[unused1],X,X
77,35,"now, used be, forrest ran get forrest goin. forrest never thought would take anywhere.","now, used be, [unused0] ran get [unused0] goin. [unused0] never thought would take anywhere.",[unused0],X,X
78,36,truck speeds past forrest turns road runs onto high school football field. forrest runs across field football scrimmage.,truck speeds past [unused0] turns road runs onto high school football field. [unused0] runs across field football scrimmage.,[unused0],X,X
79,37,forrest university alabama football uniform. looks cheering crowd teammate fields kickoff. teammate runs forrest hands ball.,[unused0] university alabama football uniform. looks cheering crowd teammate fields kickoff. teammate runs [unused0] hands ball.,[unused0],X,X
80,37,"forrest cuts runs toward sidelines. two opposing players collide. football coach, assistants players motion forrest run toward end zone.","[unused0] cuts runs toward sidelines. two opposing players collide. football coach, assistants players motion [unused0] run toward end zone.",[unused0],X,X
81,37,forrest turns sidelines runs toward end zone.,[unused0] turns sidelines runs toward end zone.,[unused0],X,X
82,41,"earl, whats going","earl, whats going",[unused0],X,X
83,41,"coons raccoons try get back porch, momma chase em broom.","coons raccoons try get back porch, momma chase em broom.",[unused0],X,X
84,43,"maam, dropped book. maam.","maam, dropped book. maam.",[unused0],X,X
85,45,didnt die.,didnt die.,[unused0],X,X
86,45,nice talkin you.,nice talkin you.,[unused0],X,X
87,45,"go girls college, girls boys together college","go girls college, girls boys together college",[unused0],loyalty.virtue,together
88,45,cause jenny went college forrest couldnt go to. college girls.,cause [unused1] went college [unused0] couldnt go to. college girls.,[unused0],X,X
89,46,"car pulls up. song heard radio. forrest, holding box chocolates, looks car. two people inside car begins kiss embrace other. jenny inside car boy. leans back passenger side door struggle get comfortable.","car pulls up. song heard radio. forrest, holding box chocolates, looks car. two people inside car begins kiss embrace other. [unused1] inside car boy. leans back passenger side door struggle get comfortable.",[unused1],X,X
90,46,ouch hurts.,ouch hurts.,[unused1],X,X
91,46,"forrest forrest forrest, stop stop","[unused0] [unused0] [unused0], stop stop",[unused1],X,X
92,46,hurtin you.,hurtin you.,[unused0],X,X
93,46,"jennys date, named billy, gets car angrily.","[unused1]s date, named billy, gets car angrily.",[unused1],X,X
94,46,jenny turns looks billy. shoves jennys hands away him.,[unused1] turns looks billy. shoves [unused1]s hands away him.,[unused1],X,X
95,46,"billy, im sorry.","billy, im sorry.",[unused1],X,X
96,46,dont... wait second,dont... wait second,[unused1],X,X
97,46,"dont go billy, wait second","dont go billy, wait second",[unused1],X,X
98,46,doesnt know better,doesnt know better,[unused1],X,X
99,46,"forrest, whyd","[unused0], whyd",[unused1],X,X
100,46,forrest brought chocolates. im sorry. forrest go back college now.,[unused0] brought chocolates. im sorry. [unused0] go back college now.,[unused0],X,X
101,46,"forrest, look come on. come on.","[unused0], look come on. come on.",[unused1],X,X
102,47,jenny unlocks door step inside.,[unused1] unlocks door step inside.,[unused1],X,X
103,48,"jenny pulls robe sleeping roommates bed. jenny hands robe forrest, sitting jennys bed.","[unused1] pulls robe sleeping roommates bed. [unused1] hands robe [unused0], sitting [unused1]s bed.",[unused1],X,X
104,48,"ever dream, forrest, youre gonna","ever dream, [unused0], youre gonna",[unused1],X,X
105,48,arent forrest going,arent [unused0] going,[unused0],X,X
106,48,"well, youll always you, another kind you. know jenny want famous.","well, youll always you, another kind you. know [unused1] want famous.",[unused1],X,X
107,48,"jenny picks towel, walks back toward forrest. jenny dries water hair.","[unused1] picks towel, walks back toward forrest. [unused1] dries water hair.",[unused1],X,X
108,48,"jenny want singer like joan baez. jenny want empty stage guitar, voice... me.","[unused1] want singer like joan baez. [unused1] want empty stage guitar, voice... me.",[unused1],X,X
109,48,jenny takes slip sits bed next him.,[unused1] takes slip sits bed next him.,[unused1],X,X
110,48,"jenny want reach people personal level. jenny want able say things, one one.","[unused1] want reach people personal level. [unused1] want able say things, one one.",[unused1],X,X
111,48,forrest looks jennys breasts. jenny realizes looking her.,forrest looks [unused1]s breasts. [unused1] realizes looking her.,[unused1],X,X
112,48,"ever girl, forrest","ever girl, [unused0]",[unused1],X,X
113,48,forrest sit next home economics class time.,[unused0] sit next home economics class time.,[unused0],X,X
114,48,"forrest looks jenny removes bra. forrest looks away, bit shamed. jenny takes hand guides breast.","forrest looks [unused1] removes bra. forrest looks away, bit shamed. [unused1] takes hand guides breast.",[unused1],authority.virtue,guides
115,48,ohh... oh... im sorry. sorry.,ohh... oh... im sorry. sorry.,[unused0],X,X
116,48,forrest breathes heavily. jenny puts bra back on.,forrest breathes heavily. [unused1] puts bra back on.,[unused1],X,X
117,48,jenny leans puts head forrests shoulder.,[unused1] leans puts head forrests shoulder.,[unused1],X,X
118,48,"oh, im dizzy.","oh, im dizzy.",[unused0],X,X
119,48,song coming radio. jenny hugs forrest.,song coming radio. [unused1] hugs forrest.,[unused1],care.virtue,hugs
120,48,jenny bet never happened home ec.,[unused1] bet never happened home ec.,[unused1],X,X
121,48,"jenny laughs kisses forrest cheek. forrest jenny hug bed jennys roommate pretends asleep, listening, horrified, eyes open.","[unused1] laughs kisses forrest cheek. forrest [unused1] hug bed [unused1]s roommate pretends asleep, listening, horrified, eyes open.",[unused1],care.virtue,"hugs,hug"
122,48,forrest think forrest ruined roommates bathrobe.,[unused0] think [unused0] ruined roommates bathrobe.,[unused0],X,X
123,48,"jenny dont care. jenny dont like her, anyway.","[unused1] dont care. [unused1] dont like her, anyway.",[unused1],X,X
124,50,forrest gotta pee.,[unused0] gotta pee.,[unused0],X,X
125,51,years that...,years that...,[unused0],X,X
126,52,must hard brothers. forrest wouldnt know.,must hard brothers. [unused0] wouldnt know.,[unused0],X,X
127,53,students caps gowns step forward podium receive diplomas. forrests name called. steps accepts diploma.,students caps gowns step forward podium receive diplomas. [unused0]s name called. steps accepts diploma.,[unused0],X,X
128,53,dean shakes forrests hand vigorously. forrest looks crowd.,dean shakes [unused0]s hand vigorously. [unused0] looks crowd.,[unused0],authority.virtue,dean
129,54,...forrest.,...[unused0].,[unused0],X,X
130,54,"forrest sit first available seat, recruit sitting refuses forrest.","[unused0] sit first available seat, recruit sitting refuses [unused0].",[unused0],authority.vice,refuses
131,54,"large black recruit strange look face, much like forrests, looks seat. name bubba.","large black recruit strange look face, much like [unused0]s, looks seat. name bubba.",[unused0],X,X
132,54,"bubba moves case over, making room forrest sit down.","bubba moves case over, making room [unused0] sit down.",[unused0],X,X
133,54,"no, forrest real big boat.","no, [unused0] real big boat.",[unused0],X,X
134,54,names forrest. people call forrest.,names [unused0]. people call [unused0].,[unused0],X,X
135,58,drill sergeant forrests face forrest stands line recruits.,drill sergeant [unused0]s face [unused0] stands line recruits.,[unused0],X,X
136,58,"whatever tell me, drill sergeant","whatever tell me, drill sergeant",[unused0],X,X
137,58,"done, drill sergeant","done, drill sergeant",[unused0],X,X
138,58,"told to, drill sergeant.","told to, drill sergeant.",[unused0],X,X
139,58,"forrest pick magazine turns page, revealing jenny poses school sweater on, thats all.","forrest pick magazine turns page, revealing [unused1] poses school sweater on, thats all.",[unused1],X,X
140,58,"turns out, jenny gotten trouble over... photos college sweater. thrown school.","turns out, [unused1] gotten trouble over... photos college sweater. thrown school.",[unused1],X,X
141,59,"emcee walks back stage curtain opens, revealing jenny sits stool stage. holds guitar begins play. topless.","emcee walks back stage curtain opens, revealing [unused1] sits stool stage. holds guitar begins play. topless.",[unused1],X,X
142,59,"sings yes, many seas must white dove said, sleeps sand.","sings yes, many seas must white dove said, sleeps sand.",[unused1],X,X
143,59,"sings yes, many times must cannonballs fly theyre forever banned.","sings yes, many times must cannonballs fly theyre forever banned.",[unused1],X,X
144,59,"sings answer, friend blowing wind. answer blowing in...","sings answer, friend blowing wind. answer blowing in...",[unused1],X,X
145,59,"jenny kicks hand. yells angrily sits back down, tosses drink her.","[unused1] kicks hand. yells angrily sits back down, tosses drink her.",[unused1],X,X
146,59,"hey hey stupid jerk im singing song here. polly, get","hey hey stupid jerk im singing song here. polly, get",[unused1],X,X
147,59,"shut oh, shut","shut oh, shut",[unused1],X,X
148,59,"forrest,","[unused0],",[unused1],X,X
149,59,"forrest, let","[unused0], let",[unused1],X,X
150,59,jenny struggles frees forrest. forrest steps back surprise. jenny shoves guitar forrest. jenny walks forrest holds guitar. follows her.,[unused1] struggles frees [unused0]. [unused0] steps back surprise. [unused1] shoves guitar [unused0]. [unused1] walks [unused0] holds guitar. follows her.,[unused1],X,X
151,60,"cant keep this, forrest. cant keep tryin rescue time.","cant keep this, [unused0]. cant keep tryin rescue time.",[unused1],care.virtue,"rescues,rescue"
152,60,tryin grab you.,tryin grab you.,[unused0],X,X
153,60,lot people try grab me. cant keep time,lot people try grab me. cant keep time,[unused1],X,X
154,60,forrest cant help it. forrest love you.,[unused0] cant help it. [unused0] love you.,[unused0],care.virtue,"help,loves,love,helps"
155,60,"forrest, dont know love is.","[unused0], dont know love is.",[unused1],care.virtue,"loves,love"
156,60,jenny turns looks bridge.,[unused1] turns looks bridge.,[unused1],X,X
157,60,"remember time prayed, forrest prayed god turn bird jenny could fly far, far away","remember time prayed, [unused0] prayed god turn bird [unused1] could fly far, far away",[unused1],sanctity.virtue,"gods,prayed,god"
158,60,"yes, forrest do.","yes, [unused0] do.",[unused0],X,X
159,60,think jenny fly bridge,think [unused1] fly bridge,[unused1],X,X
160,60,"mean, jenny","mean, [unused1]",[unused0],X,X
161,60,jenny turns looks light approaching vehicle.,[unused1] turns looks light approaching vehicle.,[unused1],X,X
162,60,jenny gotta get outta here.,[unused1] gotta get outta here.,[unused1],X,X
163,60,wait. jenny,wait. [unused1],[unused0],X,X
164,60,"forrest, stay away me, okay stay away me, please.","[unused0], stay away me, okay stay away me, please.",[unused1],X,X
165,60,jenny ride,[unused1] ride,[unused1],X,X
166,60,jenny dont care.,[unused1] dont care.,[unused1],X,X
167,60,"bye bye, jenny. sendin vietnam. whole country.","bye bye, [unused1]. sendin vietnam. whole country.",[unused0],X,X
168,60,hang minute.,hang minute.,[unused1],X,X
169,60,jenny walks forrest.,[unused1] walks forrest.,[unused1],X,X
170,60,"listen, promise something, okay youre ever trouble, dont try brave, run, okay run away.","listen, promise something, okay youre ever trouble, dont try brave, run, okay run away.",[unused1],X,X
171,60,"okay. jenny, forrest write time.","okay. [unused1], [unused0] write time.",[unused0],X,X
172,60,"jenny takes last look forrest, climbs truck. forrest watches jenny pickup drives away.","[unused1] takes last look forrest, climbs truck. forrest watches [unused1] pickup drives away.",[unused1],X,X
173,63,must f.n.g.s.,must f.n.g.s.,[unused2],X,X
174,63,ho get hands down. salute me. goddamned snipers around area would love grease officer. im lieutenant dan taylor. welcome fourth platoon.,ho get hands down. salute me. goddamned snipers around area would love grease officer. im lieutenant dan taylor. welcome fourth platoon.,[unused2],care.virtue,"loves,love"
175,63,whats wrong lips,whats wrong lips,[unused2],X,X
176,63,"yeah, well, better tuck in. gonna get caught trip wire. boys world","yeah, well, better tuck in. gonna get caught trip wire. boys world",[unused2],X,X
177,63,"no, relations, sir.","no, relations, sir.",[unused0],X,X
178,63,"look, pretty basic here.","look, pretty basic here.",[unused2],X,X
179,63,"stick me, learn guys country awhile, youll right. one item g.i. gear difference live grunt dead grunt.","stick me, learn guys country awhile, youll right. one item g.i. gear difference live grunt dead grunt.",[unused2],loyalty.virtue,"countries,country"
180,63,"socks, cushion, sole, o.d. green. try keep feet dry humpin. lt. dan want boys remember change socks wherever stop. mekong eat grunts feet right legs.","socks, cushion, sole, o.d. green. try keep feet dry humpin. [unused2] want boys remember change socks wherever stop. mekong eat grunts feet right legs.",[unused2],fairness.virtue,rights
181,63,"sergeant sims goddamnit, sling rope lt. dan told order.","sergeant sims goddamnit, sling rope [unused2] told order.",[unused2],X,X
182,63,"yeah, yeah, yeah, well call sonabitches again, call again. lt. dan dont care much takes...","yeah, yeah, yeah, well call sonabitches again, call again. [unused2] dont care much takes...",[unused2],care.virtue,"cares,care"
183,67,"goddamnit, kick ass","goddamnit, kick ass",[unused2],X,X
184,67,"so, boys arkansas, huh well, ive there. little rocks fine town. now, go shake gear, see platoon sergeant, draw need field.","so, boys arkansas, huh well, ive there. little rocks fine town. now, go shake gear, see platoon sergeant, draw need field.",[unused2],X,X
185,67,"boys hungry, got steaks burnin right here.","boys hungry, got steaks burnin right here.",[unused2],fairness.virtue,rights
186,67,"two standing orders platoon. one, take good care feet. two, try anything stupid, like gettin killed.","two standing orders platoon. one, take good care feet. two, try anything stupid, like gettin killed.",[unused2],"authority.vice,care.virtue","cares,care,orders"
187,67,forrest sure hope forrest dont let down.,[unused0] sure hope [unused0] dont let down.,[unused0],X,X
188,69,"ah, nothin. fourth platoon, feet still got ten clicks go river.","ah, nothin. fourth platoon, feet still got ten clicks go river.",[unused2],X,X
189,69,"right, move comin out. look alive there.","right, move comin out. look alive there.",[unused2],X,X
190,70,mount em up.,mount em up.,[unused2],X,X
191,72,hey bubba...,hey bubba...,[unused0],X,X
192,72,thats fine idea.,thats fine idea.,[unused0],X,X
193,72,"narrator even wrote jenny told it. narrator sent letters. every day, almost. narrator told narrator doin asked doing, narrator told narrator thought always.","narrator even wrote [unused1] told it. narrator sent letters. every day, almost. narrator told narrator doin asked doing, narrator told narrator thought always.",[unused1],X,X
194,75,forrest looks sun suddenly appears. forrests platoon attacked. bullet kills soldier standing next forrest. bombs explode around soldiers scramble ground.,[unused0] looks sun suddenly appears. [unused0]s platoon attacked. bullet kills soldier standing next [unused0]. bombs explode around soldiers scramble ground.,[unused0],care.vice,kills
195,75,take cover,take cover,[unused2],X,X
196,75,"get pig here, goddammit","get pig here, goddammit",[unused2],X,X
197,75,"...strongarm, please advised...","...strongarm, please advised...",[unused2],X,X
198,75,"strongarm, leg lima","strongarm, leg lima",[unused2],X,X
199,75,"roger, strongarm, advised incoming treeline point blue plus two. a.ks rockets...","roger, strongarm, advised incoming treeline point blue plus two. a.ks rockets...",[unused2],X,X
200,75,"goddammit, mac get pig unfucked get treeline","goddammit, mac get pig unfucked get treeline",[unused2],X,X
201,75,"radio ah, jesus unit hard hurting pulling back blue line, leg lima pull back pull back","radio ah, jesus unit hard hurting pulling back blue line, leg lima pull back pull back",[unused2],"sanctity.virtue,care.vice","hurting,jesus"
202,75,"run, goddammit, run","run, goddammit, run",[unused2],X,X
203,75,"narrator ran ran, like jenny told to.","narrator ran ran, like [unused1] told to.",[unused1],X,X
204,75,rockets explode jungle forrest runs toward clearing.,rockets explode jungle [unused0] runs toward clearing.,[unused0],X,X
205,75,"forrest reaches picks tex ground. forrest pulls tex shoulder, runs.","[unused0] reaches picks tex ground. [unused0] pulls tex shoulder, runs.",[unused0],X,X
206,75,"radio roger, strongarm, lt. dan know position danger close got charlie area lt. dan gotta fast movers","radio roger, strongarm, [unused2] know position danger close got charlie area [unused2] gotta fast movers",[unused2],X,X
207,75,"lieutenant dan, colemans dead","lieutenant dan, colemans dead",[unused0],X,X
208,75,lt. dan know hes dead whole goddamned platoon wiped,[unused2] know hes dead whole goddamned platoon wiped,[unused2],X,X
209,75,goddammit leave get away. leave get,goddammit leave get away. leave get,[unused2],X,X
210,75,"ah, something bit","ah, something bit",[unused0],X,X
211,75,"dink son bitch lt. dan cant leave platoon lt. dan told leave there, gump. forget me. get hear lt. dan said goddammit, pull get ass","dink son bitch [unused2] cant leave platoon [unused2] told leave there, gump. forget me. get hear [unused2] said goddammit, pull get ass",[unused2],X,X
212,75,"lt. dan didnt ask pull there, goddamn hell think youre going","[unused2] didnt ask pull there, goddamn hell think youre going",[unused2],sanctity.vice,hell
213,75,get bubba.,get bubba.,[unused0],X,X
214,75,lt. dan got air strike inbound right now. theyre gonna nape whole area.,[unused2] got air strike inbound right now. theyre gonna nape whole area.,[unused2],fairness.virtue,rights
215,75,"gump, stay here, goddammit thats order","gump, stay here, goddammit thats order",[unused2],"authority.virtue,authority.vice","order,orders"
216,75,forrest gotta find bubba,[unused0] gotta find bubba,[unused0],X,X
217,75,forrest runs jungle searching bubba. forrest slows looks around carefully.,[unused0] runs jungle searching bubba. [unused0] slows looks around carefully.,[unused0],X,X
218,75,"oh, bubba, no...","oh, bubba, no...",[unused0],X,X
219,75,come on. come on. come here...,come on. come on. come here...,[unused0],X,X
220,75,"helos inbound. pop smoke, get","helos inbound. pop smoke, get",[unused2],X,X
221,75,"hey, bubba...","hey, bubba...",[unused0],X,X
222,75,thats forrest say that.,thats [unused0] say that.,[unused0],X,X
223,75,"oh, yes sir. bit directly buttocks. said million dollar wound, army must keep money, cause forrest still aint seen nickel million dollars. good thing wounded buttocks...","oh, yes sir. bit directly buttocks. said million dollar wound, army must keep money, cause [unused0] still aint seen nickel million dollars. good thing wounded buttocks...",[unused0],care.vice,wounded
224,76,forrests butt sticks bandaged. forrest looks lt. dan lying bed. forrest holds ice cream cone lt. dan.,[unused0]s butt sticks bandaged. [unused0] looks lt. dan lying bed. [unused0] holds ice cream cone lt. dan.,[unused0],fairness.vice,lying
225,76,"lieutenant dan, forrest got ice cream. lieutenant dan, ice cream.","lieutenant dan, [unused0] got ice cream. lieutenant dan, ice cream.",[unused0],X,X
226,76,im forrest.,im [unused0].,[unused0],X,X
227,77,"now, listen me. destiny. nothing happens, part plan. lt. dan died men now, im nothing goddamned cripple legless freak. look look look see know like able use legs","now, listen me. destiny. nothing happens, part plan. [unused2] died men now, im nothing goddamned cripple legless freak. look look look see know like able use legs",[unused2],X,X
228,77,"well... yes, sir, forrest do.","well... yes, sir, [unused0] do.",[unused0],X,X
229,77,"hear lt. dan said cheated me. lt. dan destiny. lt. dan supposed die field honor destiny cheated understand im saying, gump wasnt supposed happen. me. lt. dan destiny. lt. dan lieutenant dan tyler.","hear [unused2] said cheated me. [unused2] destiny. [unused2] supposed die field honor destiny cheated understand im saying, gump wasnt supposed happen. me. [unused2] destiny. [unused2] lieutenant dan tyler.",[unused2],"fairness.vice,care.vice,authority.virtue","die,cheated,honors,honor"
230,77,yo youre still lieutenant dan.,yo youre still lieutenant dan.,[unused0],X,X
231,77,look me. lt. dan gonna lt. dan gonna,look me. [unused2] gonna [unused2] gonna,[unused2],X,X
232,79,"guess what, lieutenant dan, want give me...","guess what, lieutenant dan, want give me...",[unused0],X,X
233,79,"maam, whatd lieutenant dan","maam, whatd lieutenant dan",[unused0],X,X
234,80,color footage revealing president johnson places award around forrests neck shakes hands.,color footage revealing president johnson places award around [unused0]s neck shakes hands.,[unused0],authority.virtue,"presidents,president"
235,80,"buttocks, sir.","buttocks, sir.",[unused0],X,X
236,80,president johnson leans whispers forrests ear.,president johnson leans whispers [unused0]s ear.,[unused0],authority.virtue,"presidents,president"
237,82,war vietnam,war vietnam,[unused0],loyalty.virtue,war
238,82,...there one thing forrest could say war vietnam.,...there one thing [unused0] could say war vietnam.,[unused0],loyalty.virtue,war
239,82,vietnam war...,vietnam war...,[unused0],X,X
240,82,"forrests amplified voice becomes inaudible. forrest continues speak microphone, even though one hear saying. hilary looks notices policeman. hilary rushes toward audio board, pushes policeman away grabs night stick. another protester grabs policeman pulls away.","[unused0]s amplified voice becomes inaudible. [unused0] continues speak microphone, even though one hear saying. hilary looks notices policeman. hilary rushes toward audio board, pushes policeman away grabs night stick. another protester grabs policeman pulls away.",[unused0],X,X
241,82,...and thats forrest say that.,...and thats [unused0] say that.,[unused0],X,X
