,chapter,text,mask_sent,char,sentiment,keywords
26,22,"snow white rush towards father chamber see ravenna end corridor. relieve, hurry towards stepmother suddenly notice father lifeless body lie bed. finn knight appear beside ravenna. take moment betrayal sink in, tear shock well snow white eye, turn flee","snow white rush towards father chamber see [unused2] end corridor. relieve, hurry towards stepmother suddenly notice father lifeless body lie bed. finn knight appear beside [unused2]. take moment betrayal sink in, tear shock well snow white eye, turn flee",[unused2],-1,turn|stepmother|see|notice|well|father|suddenly|knight|relieve|take|hurry
27,24,"ravenna walk statue paint urn, topple tear wall. clean house. ravenna soldier deliver large object, leave alone. beautiful mirror rest wall. ravenna stare it.","[unused2] walk statue paint urn, topple tear wall. clean house. [unused2] soldier deliver large object, leave alone. beautiful mirror rest wall. [unused2] stare it.",[unused2],1,soldier|leave|deliver|alone
28,24,"mirror, mirror, wall fair there.s brief silence, surface mirror ripple. liquid spill onto floor reform shape mirror man. body veil reflective bronze face distorted version ravenna own.","mirror, mirror, wall fair there.s brief silence, surface mirror ripple. liquid spill onto floor reform shape mirror man. body veil reflective bronze face distorted version [unused2] own.",[unused2],-1,distorted
29,25,"ravenna scream rip mother arm. finn throw mix backhand ground. ravennas mother move forward, ready attack. guard hold ravenna pull dagger put ravennas throat, stop mother. ravenna drag away toss back horse","[unused2] scream rip mother arm. finn throw mix backhand ground. [unused2]s mother move forward, ready attack. guard hold [unused2] pull dagger put [unused2]s throat, stop mother. [unused2] drag away toss back horse",[unused2],-1,put|back|away|drag|forward|stop|ravennas
30,26,kind stay over.,kind stay over.,[unused2],0,
31,26,"sword. gasp scream guard move guest away. ravenna notice finn, one side, dagger neck snow white, stare defiantly ravenna.","sword. gasp scream guard move guest away. [unused2] notice finn, one side, dagger neck [unused0], stare defiantly [unused2].",[unused2],-1,away|defiantly
32,26,"finn finn stop exit snow white, turn. ravenna stare little girl, sure stand one. then,...","finn finn stop exit [unused0], turn. [unused2] stare little girl, sure stand one. then,...",[unused2],-1,then|stand
33,26,lock away. one never know royal blood may value.,lock away. one never know royal blood may value.,[unused2],1,away|know|never
34,27,"time, keep snow white cell north tower. ravenna, shadow, sit perfectly still. though year look same. object gaze snow white, change. woman, lie darken cell. asleep. around corner, finn secretly eye sister, notice he. ravenna, outside cell, blink, entrance snow white. strange. snow white open eye see ravenna. first time happen. eye lock. then...","time, keep snow white cell north tower. [unused2], shadow, sit perfectly still. though year look same. object gaze snow white, change. woman, lie darken cell. asleep. around corner, finn secretly eye sister, notice he. [unused2], outside cell, blink, entrance snow white. strange. snow white open eye see [unused2]. first time happen. eye lock. then...",[unused2],1,happen|perfectly|finn|see|still|lie|then|object|north|secretly|keep
35,27,"why... ravenna answer, stand walk away.a","why... [unused2] answer, stand walk away.a",[unused0],0,stand|why
36,28,chill wind whip wood. lie sprawl ground see man eric look like dead.,chill wind whip wood. lie sprawl ground see man [unused1] look like dead.,[unused1],-1,see|look|lie|wind
37,29,lie hand eric take head broch turn see eric hatchet raise.,lie hand [unused1] take head broch turn see [unused1] hatchet raise.,[unused1],1,turn|take|see
38,29,take much courage split skull here.,take much courage split skull here.,[unused1],-1,take|skull|here|split
39,29,"tree. corner oak swing axe eric duck last moment blade bury deep tree, stuck. realize eric dark smile lure broch trap. draw second hatchet, instead use blade, crack broch head handle, knock out. rise look admiration eric go broch pocket.","tree. corner oak swing axe [unused1] duck last moment blade bury deep tree, stuck. realize [unused1] dark smile lure broch trap. draw second hatchet, instead use blade, crack broch head handle, knock out. rise look admiration [unused1] go broch pocket.",[unused1],1,swing|blade|knock|rise|instead|out|realize
40,29,"worry, somebody else will.","worry, somebody else will.",[unused1],1,else
41,30,business together rise curse behind gag eric pull away.,business together rise curse behind gag [unused1] pull away.,[unused1],-1,away|together
42,30,"eric peddle ware elsewhere, thank you. slave merchant see prize disappear call out.","[unused1] peddle ware elsewhere, thank you. slave merchant see prize disappear call out.",[unused1],1,slave|prize|elsewhere|you|out
43,32,"hello... name rise, sit dark corner, go cell bar look out.","hello... name rise, sit dark corner, go cell bar look out.",[unused0],0,
44,33,"ravenna stand, attend maid, black gown, open front. appropriate private ravenna general finn stand across she. general avert eye, make uncomfortable near nakedness. general use pointer make presentation another hold map.","[unused2] stand, attend maid, black gown, open front. appropriate private [unused2] general finn stand across she. general avert eye, make uncomfortable near nakedness. general use pointer make presentation another hold map.",[unused2],-1,she|make
45,33,lie siege it.,lie siege it.,[unused2],0,
46,33,lure burn every village support he. poison well. still resist put head pike decorate road,lure burn every village support he. poison well. still resist put head pike decorate road,[unused2],1,put|well|still
47,33,"ravenna wish interrogate myself. drop robe walk step bath. lower white liquid. face disappear beneath viscous liquid, rise, like porcelain statue.","[unused2] wish interrogate myself. drop robe walk step bath. lower white liquid. face disappear beneath viscous liquid, rise, like porcelain statue.",[unused2],0,walk|lower|myself
48,34,"finn, remember child, beg scrap like wretch","finn, remember child, beg scrap like wretch",[unused2],1,remember
49,34,ravenna kind,[unused2] kind,[unused2],-1,
50,35,"duke alive still fight father name rise stare feral girl now, realize be.","duke alive still fight father name rise stare feral girl now, realize be.",[unused0],0,now|still|fight
51,35,william william duke son alive,william william duke son alive,[unused0],1,
52,36,"leave home, family, bosom protection, aid enemy","leave home, family, bosom protection, aid enemy",[unused2],-1,
53,36,lose everything,lose everything,[unused2],-1,lose
54,36,"time ravenna would lose heart face like would doubt break mine. flash iain grab guard dagger ram ravennas chest. make pained face, look dagger, iain.","time [unused2] would lose heart face like would doubt break mine. flash iain grab guard dagger ram [unused2]s chest. make pained face, look dagger, iain.",[unused2],-1,lose|break|make|doubt
55,36,"would kill queen pull dagger nowound, blood drop ground. iain thomas shocked.","would kill queen pull dagger nowound, blood drop ground. iain thomas shocked.",[unused2],-1,shocked|kill|iain
56,36,"admire. iain beauty. courage. strong heart smile, almost regrettably, place hand chest. hear heart start hammer louder louder. grimace pain squeeze hammering fill ear heart finally burst drop dead. thomas fall knee horror, try revive son. finn draw sword behead ravenna raise hand.","admire. iain beauty. courage. strong heart smile, almost regrettably, place hand chest. hear heart start hammer louder louder. grimace pain squeeze hammering fill ear heart finally burst drop dead. thomas fall knee horror, try revive son. finn draw sword behead [unused2] raise hand.",[unused2],-1,almost|start|thomas|regrettably|try|iain|finally
57,36,"no. let return duke speak generosity queen. sweep out, follow finn. see line face. finn take arm falter.","no. let return duke speak generosity queen. sweep out, follow finn. see line face. finn take arm falter.",[unused2],1,see|return|let|take|out|sweep
58,36,expense grow.,expense grow.,[unused2],0,
59,36,power... fade. much ravenna confess. finn watch walk stair mirror chamber. turn clap hand twice. guard appear finn nod.,power... fade. much [unused2] confess. finn watch walk stair mirror chamber. turn clap hand twice. guard appear finn nod.,[unused2],1,turn|appear|twice
60,38,rise... guard clang cell door shut walk away. snow white peer shadow. quite make out.,rise... guard clang cell door shut walk away. [unused0] peer shadow. quite make out.,[unused0],0,make|away|quite|out|walk
61,39,"mirror, mirror, wall, fair bronze ripple. mirror man pour reform.","mirror, mirror, wall, fair bronze ripple. mirror man pour reform.",[unused2],1,pour
62,39,"beautiful,","beautiful,",[unused2],1,
63,39,live see tomorrow. give name,live see tomorrow. give name,[unused2],0,give
64,40,never come before.,never come before.,[unused0],0,come|before|never
65,40,afraid she.,afraid she.,[unused0],0,she
66,40,"no. help himself, reach touch arm.","no. help himself, reach touch arm.",[unused0],-1,reach|himself
67,40,"want finger move hair cheek, stroke gently, chest. free hand reach back dagger.","want finger move hair cheek, stroke gently, chest. free hand reach back dagger.",[unused0],1,reach|back|gently|move|stroke
68,56,"innocent girl make fool brother arm nail shed sword shed take whole castle front she, behind she, face, foot pick pace well volume","innocent girl make fool brother arm nail shed sword shed take whole castle front she, behind she, face, foot pick pace well volume",[unused2],1,well|make|she|take|shed
69,56,"swear protect understand what, girl mean future everything. everything","swear protect understand what, girl mean future everything. everything",[unused2],1,understand
70,56,"good there, lose. ravenna must heart fail finns enough, erupt","good there, lose. [unused2] must heart fail finns enough, erupt",[unused2],-1,fail|erupt|there|enough|lose
71,56,ravenna give all. raise finger touch face. wound heal instantly face grow calm. nod.,[unused2] give all. raise finger touch face. wound heal instantly face grow calm. nod.,[unused2],1,raise|give|instantly|face
72,56,"fail again, finn.","fail again, finn.",[unused2],1,again
73,58,"eric right pocket. help up. eric hold hand out. broch walk over, suspicious. close, eric grab arm kick foot brochs chest. broch fly back, stride eric kick side. hurt.","[unused1] right pocket. help up. [unused1] hold hand out. broch walk over, suspicious. close, [unused1] grab arm kick foot brochs chest. broch fly back, stride [unused1] kick side. hurt.",[unused1],0,help|out|close|back
74,58,"actually, eric seem drink all. welcome come again. broch haul back foot. take swing somehow drunken eric dodge blow, swinge back he. everyone come inn enjoy fight. eric land body blow broch, double over. eric come kill, wind swing miss broch hit horse ass. kick leg, send fly. land heap drop head back. hand lift drop horse trough. underwater second come lift head, eye still close.","actually, [unused1] seem drink all. welcome come again. broch haul back foot. take swing somehow drunken [unused1] dodge blow, swinge back he. everyone come inn enjoy fight. [unused1] land body blow broch, double over. [unused1] come kill, wind swing miss broch hit horse ass. kick leg, send fly. land heap drop head back. hand lift drop horse trough. underwater second come lift head, eye still close.",[unused1],-1,again|swing|drink|seem|still|back|actually|hit|take|double|kick|come|close|send|blow|somehow
75,58,royalty. explain it.,royalty. explain it.,[unused1],0,explain
76,59,"raven perch ledge lurcher scamper about. eric, still drunk, filthy, damp clothe, face bruise, enter room, eye raven, look ravenna throne. watch curiously. interested aged scullery maid, include rose, stare accusingly. idea wrong. finally come queen, size like tavern beauty.","raven perch ledge lurcher scamper about. [unused1], still drunk, filthy, damp clothe, face bruise, enter room, eye raven, look [unused2] throne. watch curiously. interested aged scullery maid, include rose, stare accusingly. idea wrong. finally come queen, size like tavern beauty.",[unused1],1,curiously|lurcher|still|rose|aged|look|accusingly|finally|wrong|come|include|raven|drunk
77,59,"brother tell widower, drunkard one venture dark forest. finn look on, stand nearby.","brother tell widower, drunkard one venture dark forest. finn look on, stand nearby.",[unused2],0,drunkard|nearby|stand
78,59,one prisoner escape there.,one prisoner escape there.,[unused2],-1,there
79,59,she. shoot finn pointed look look back eric.,she. shoot finn pointed look look back [unused1].,[unused2],-1,she|pointed|back
80,59,certainly dead.,certainly dead.,[unused1],-1,certainly
81,59,"find she. bring I. eric hold gaze, uneasy request.","find she. bring I. [unused1] hold gaze, uneasy request.",[unused2],-1,she|bring|find
82,59,dark forest enough time know go back.,dark forest enough time know go back.,[unused1],0,know|back
83,59,reward handsomely.,reward handsomely.,[unused2],1,handsomely
84,59,"coin good lie dead crow pick eye. ravenna step throne now, approach he.","coin good lie dead crow pick eye. [unused2] step throne now, approach he.",[unused1],-1,coin|throne|now
85,59,may gold offing.,may gold offing.,[unused2],0,gold
86,59,life value,life value,[unused1],1,
87,59,none concern.,none concern.,[unused2],0,
88,59,"eric determine concern I, thank you. smile, move even close he.","[unused1] determine concern I, thank you. smile, move even close he.",[unused1],1,move|even|you|close|smile
89,59,"I, eric.","I, [unused1].",[unused2],0,
90,59,"eric refuse ravenna nod guard, pull sword. die cut piece. eric eyes they, look and, complete honesty","[unused1] refuse [unused2] nod guard, pull sword. die cut piece. [unused1] eyes they, look and, complete honesty",[unused1],-1,nod|guard|die|they
91,59,favor. eric beg you.,favor. [unused1] beg you.,[unused1],1,you
92,59,"wish reunite beloved eric react instinctively, grab throat. courtier rise foot guard draw sword, ravenna hold hand.","wish reunite beloved [unused1] react instinctively, grab throat. courtier rise foot guard draw sword, [unused2] hold hand.",[unused2],1,beloved|courtier|instinctively
93,59,"wife none concern. something face, fact enjoy hand throat make eric queasy. release grip, stare right ravenna.","wife none concern. something face, fact enjoy hand throat make [unused1] queasy. release grip, stare right [unused2].",[unused1],1,make
94,59,condolence. ravenna hold gaze.,condolence. [unused2] hold gaze.,[unused2],0,
95,59,"miss eye say, yes, miss horribly.","miss eye say, yes, miss horribly.",[unused2],-1,horribly
96,59,would give bring back eric stare curiously.,would give bring back [unused1] stare curiously.,[unused2],0,curiously|give|bring|back
97,59,know power. bring girl ravenna bring back wife.,know power. bring girl [unused2] bring back wife.,[unused2],0,bring|back
98,59,"nothing bring back. ravenna move even close, look right eye. incredibly persuasive say","nothing bring back. [unused2] move even close, look right eye. incredibly persuasive say",[unused1],0,even|back|right|close|move|incredibly
99,59,"ravenna can. believe I, eric. eric eye say want believe. need believe.","[unused2] can. believe I, [unused1]. [unused1] eye say want believe. need believe.",[unused2],1,believe|need
100,59,life life.,life life.,[unused2],0,
101,60,death everywhere.,death everywhere.,[unused1],-1,everywhere
102,60,something eric count.,something [unused1] count.,[unused1],0,
103,60,bad. need one. stop horse nod.,bad. need one. stop horse nod.,[unused1],-1,need|stop
104,62,"exactly eric do. eric carefully place one foot next grassy stepping stone disappear bog soon full weight they. catch follow, step stone own. across bog onto dry land finn take step forward eric grab arm.","exactly [unused1] do. [unused1] carefully place one foot next grassy stepping stone disappear bog soon full weight they. catch follow, step stone own. across bog onto dry land finn take step forward [unused1] grab arm.",[unused1],-1,exactly|catch|stone|step|soon|take|forward|place|carefully|they|stepping
105,62,"exactly eric do. eric put cloth face, gesture finn guard move forward mushroom field pop pollen mist around they.","exactly [unused1] do. [unused1] put cloth face, gesture finn guard move forward mushroom field pop pollen mist around they.",[unused1],0,exactly|put|forward|they|move
106,65,"pay mind. one guard lean pool water drink see ghostly reflection gaze back he. stare surprise, lean close. suddenly barbed tail shoot water skewer drag depth. turn hear scream sign companion now, bubble water. finn look unconcerned. eric stop sense something, hold hand. dart ahead, leave flat footed. finn make decision follow wave guard go ahead he. reluctantly follow eric.","pay mind. one guard lean pool water drink see ghostly reflection gaze back he. stare surprise, lean close. suddenly barbed tail shoot water skewer drag depth. turn hear scream sign companion now, bubble water. finn look unconcerned. [unused1] stop sense something, hold hand. dart ahead, leave flat footed. finn make decision follow wave guard go ahead he. reluctantly follow [unused1].",[unused1],-1,turn|see|drink|ahead|make|back|leave|wave|reluctantly|suddenly|now|footed|barbed|ghostly|close
107,67,"go kill oueen ignore, keep move.","go kill oueen ignore, keep move.",[unused0],-1,keep|oueen|ignore
108,67,"believe brother try cut heart. stop, look she.","believe brother try cut heart. stop, look she.",[unused0],-1,believe|she|cut|look|stop
109,67,snow white swear it. somehow believe she. new game. then...,[unused0] swear it. somehow believe she. new game. then...,[unused0],-1,believe|she|then|somehow
110,67,"one come knife eric hold tight, one arm around neck.","one come knife [unused1] hold tight, one arm around neck.",[unused0],0,
111,67,hell betray,hell betray,[unused0],-1,
112,67,"eric say, shut put knife throat quiet she.","[unused1] say, shut put knife throat quiet she.",[unused1],0,she|put|knife|shut
113,67,"eric lunge flips finn onto back grove mushroom. eric cover nose arm look guard, look finn, daze, eric, hurt. finn struggle knee, shake head, hallucinate bit.","[unused1] lunge flips finn onto back grove mushroom. [unused1] cover nose arm look guard, look finn, daze, [unused1], hurt. finn struggle knee, shake head, hallucinate bit.",[unused1],-1,hurt|finn|shake|back
114,68,snow white crash wood. hand grab shoulder eric. slap palm mouth scream slide steep slope undergrowth.,snow white crash wood. hand grab shoulder [unused1]. slap palm mouth scream slide steep slope undergrowth.,[unused1],-1,
115,70,get hand I. draw dagger. back off. eyeball eyeball.,get hand I. draw dagger. back off. eyeball eyeball.,[unused0],1,get|back
116,70,get away I.,get away I.,[unused0],0,away|get
117,70,queen want dead,queen want dead,[unused1],-1,want
118,70,want dead.,want dead.,[unused0],-1,
119,70,make damn valuable,make damn valuable,[unused1],-1,make
120,70,know. one hunt I. back away. pace.,know. one hunt I. back away. pace.,[unused0],0,away|back
121,70,"away you, love. trouble.","away you, love. trouble.",[unused1],1,away|love|you
122,70,snow white need get duke castle. army there. snow white safe.,[unused0] need get duke castle. army there. [unused0] safe.,[unused0],1,there|snow|get
123,70,"duke see sheep fight they. desperate, take chance.","duke see sheep fight they. desperate, take chance.",[unused1],-1,desperate|take|see|they
124,70,"take I, reward. valuable.","take I, reward. valuable.",[unused0],1,reward
125,70,"dead return without I. dead leave I. turn, exasperate she.","dead return without I. dead leave I. turn, exasperate she.",[unused0],-1,leave|exasperate|she
126,70,wearily. argument sake. shake head much,wearily. argument sake. shake head much,[unused1],-1,wearily|shake
127,70,much enough eric reluctantly price job.,much enough [unused1] reluctantly price job.,[unused0],-1,enough|reluctantly
128,70,"well, long way, forest, that... dangerous road, eric could even consider less thirty gold piece...","well, long way, forest, that... dangerous road, [unused1] could even consider less thirty gold piece...",[unused1],-1,even|well|consider|less
129,70,hundred. deliver safe duke. snow white give word. deep quandary. still suspicious..,hundred. deliver safe duke. [unused0] give word. deep quandary. still suspicious..,[unused0],1,still|deliver|hundred
130,70,look levelly.,look levelly.,[unused1],0,levelly
131,70,maybe question ask queen. stand off.,maybe question ask queen. stand off.,[unused0],0,maybe|stand|off
132,70,eric trust billy goat.,[unused1] trust billy goat.,[unused1],-1,billy
133,70,give word. spit hand. put hand. shake it.,give word. spit hand. put hand. shake it.,[unused0],1,put|shake
134,70,eric still trust you.,[unused1] still trust you.,[unused1],-1,you|trust|still
135,70,"snow white trust either. wipe skirt. behind they, commotion. run off. omit","[unused0] trust either. wipe skirt. behind they, commotion. run off. omit",[unused0],-1,off|run|they
136,71,"tree root gleam eerie phosphorescent light. mist close in. snow white look around forest, unnerve haunt silence deep shadow. reluctantly focus eric, try take mind terror around she. sit log breath.","tree root gleam eerie phosphorescent light. mist close in. snow white look around forest, unnerve haunt silence deep shadow. reluctantly focus [unused1], try take mind terror around she. sit log breath.",[unused1],-1,reluctantly|she|take|try|close
137,71,well stay night here.,well stay night here.,[unused1],1,well|here|stay
138,71,eric recall question.,[unused1] recall question.,[unused1],0,
139,71,"go take stick, draw dirt.","go take stick, draw dirt.",[unused0],-1,take
140,71,"queen. mountain. dark forest. here. past. village. take stick, point different spot dirt.","queen. mountain. dark forest. here. past. village. take stick, point different spot dirt.",[unused1],-1,take|here
141,71,go duke castle. grab stick back.,go duke castle. grab stick back.,[unused0],0,back
142,71,go eric take you.,go [unused1] take you.,[unused1],0,you
143,71,take duke castle snow white go alone.,take duke castle [unused0] go alone.,[unused0],-1,alone|take
144,71,"rather demanding, endear, know","rather demanding, endear, know",[unused1],-1,know|rather
145,71,"reward await you. nobleman there, army.","reward await you. nobleman there, army.",[unused0],1,there|you
146,71,"much want eric consider this, sure negotiate.","much want [unused1] consider this, sure negotiate.",[unused0],-1,consider
147,71,"two hundred gold piece. deal more, lot more, expect.","two hundred gold piece. deal more, lot more, expect.",[unused0],0,more|expect|hundred|deal
148,71,eric deliver safety lady.,[unused1] deliver safety lady.,[unused1],1,
149,71,"eric swear beat. constantly. one well quality. sure make this, but...","[unused1] swear beat. constantly. one well quality. sure make this, but...",[unused1],-1,well|constantly|make
150,71,"fine. move spot lie gather leave. snow white seek spot come upon rib cage dead deer, host beautiful butterfly feed bone. shocked. eric notices...","fine. move spot lie gather leave. [unused0] seek spot come upon rib cage dead deer, host beautiful butterfly feed bone. shocked. [unused1] notices...",[unused0],-1,leave|feed|shocked|come|move
151,71,"see far strange thing here. sit, look eric. something bother she.","see far strange thing here. sit, look [unused1]. something bother she.",[unused1],-1,see|she|look|far|here
152,71,think... follow,think... follow,[unused0],0,follow
153,71,foolish to. survive. good newsbad news. look around.,foolish to. survive. good newsbad news. look around.,[unused1],1,survive
154,71,far travel dark forest,far travel dark forest,[unused0],0,far
155,71,pass mile back. open flask take healthy pull.,pass mile back. open flask take healthy pull.,[unused1],1,take|back
156,80,"eric would eric you. unless want bowel rip apart. turn. eric snooze rock, one eye open. release water, stand face eric, offer flask mead. reluctantly take sip, spit out, hand back. smell something, walk step, bend examine long brown pellet shape object ground.","[unused1] would [unused1] you. unless want bowel rip apart. turn. [unused1] snooze rock, one eye open. release water, stand face [unused1], offer flask mead. reluctantly take sip, spit out, hand back. smell something, walk step, bend examine long brown pellet shape object ground.",[unused1],1,long|rip|back|offer|reluctantly|bend|apart|object|take|you|out|stand
157,80,want call another name need to. animal dropping. snow white wince knead finger take long sniff. catch look fear eye gaze around wood.,want call another name need to. animal dropping. [unused0] wince knead finger take long sniff. catch look fear eye gaze around wood.,[unused1],-1,catch|take|dropping|want
158,80,"stay here. move away, though tree, track prey. hear wind call name...","stay here. move away, though tree, track prey. hear wind call name...",[unused1],0,move|away|here|hear
159,80,eric dreaming,[unused1] dreaming,[unused1],0,
160,80,"sara, sorry. forgive I, please forgive I. give peace. sara... take another step toward buckle thwack snow white hit behind knee piece wood. hit ground drag away. fight back jump top he, stare right face.","sara, sorry. forgive I, please forgive I. give peace. sara... take another step toward buckle thwack [unused0] hit behind knee piece wood. hit ground drag away. fight back jump top he, stare right face.",[unused1],1,back|away|hit|drag|please|take|give|stare
161,80,"real real hear calm. get sit up, fatigue experience. low point he. reach flask pour last single drop mouth. go. toss aside. lost soul. snow white watch compassion. catch look, get walk away.","real real hear calm. get sit up, fatigue experience. low point he. reach flask pour last single drop mouth. go. toss aside. lost soul. [unused0] watch compassion. catch look, get walk away.",[unused0],-1,reach|catch|get|away|lost|toss|aside|walk
162,81,one bargain for. one speak you. sara,one bargain for. one speak you. sara,[unused0],1,you|sara
163,81,name mention again. toss knife she. surprised catch it.,name mention again. toss knife she. surprised catch it.,[unused1],1,again|she|surprised
164,81,feel weight. one hand other. shake head so.,feel weight. one hand other. shake head so.,[unused1],1,shake
165,81,hold business end point I.,hold business end point I.,[unused1],0,
166,81,lunge raise blade.,lunge raise blade.,[unused0],0,
167,81,"mean jump put right foot forward, knife right hand point. start slowly move toward she. one step time.","mean jump put right foot forward, knife right hand point. start slowly move toward she. one step time.",[unused0],1,put|knife|she|start|forward|slowly
168,81,stay back. small attack. parry. use opponent strength he. raise oppose forearm. do. come close.,stay back. small attack. parry. use opponent strength he. raise oppose forearm. do. come close.,[unused1],1,raise|back|come|close|stay|use
169,81,block deflect opposing thrust. lose meat die it. wait close. step forward.,block deflect opposing thrust. lose meat die it. wait close. step forward.,[unused1],1,forward|opposing|wait|close
170,81,"yet. watch hand, eye. move even close.","yet. watch hand, eye. move even close.",[unused1],1,move|yet|close|even
171,81,yet. feel breath. move right she.,yet. feel breath. move right she.,[unused1],0,yet|feel|she|right|move
172,81,now. face inch apart.,now. face inch apart.,[unused1],0,apart|now
173,81,close. drive I. hilt. look eye.,close. drive I. hilt. look eye.,[unused1],0,close|look
174,81,snow white need learn kill look she.,[unused0] need learn kill look she.,[unused0],-1,she|kill|look
175,81,lot need learn lass. eric back away.,lot need learn lass. [unused1] back away.,[unused1],0,away|back|learn
176,81,"keep that. nod, focus way instructor. turn walk away.","keep that. nod, focus way instructor. turn walk away.",[unused1],0,keep|focus|away|walk
