,chapter,text,mask_sent,char,mfd2,mfd_word
31,13,gaston looks village lasses standing outside tavern. give eye. gaston saunters over.,[unused2] looks village lasses standing outside tavern. give eye. [unused2] saunters over.,[unused2],X,X
32,14,belle hears tinkle sweet music box tune wafting ofher fathers basement workshop.,[unused0] hears tinkle sweet music box tune wafting ofher fathers basement workshop.,[unused0],authority.virtue,fathers
33,15,belle descends fathers dusty work room. sunlightspotlights maurice hunched workspace. belle quietly watches sings along music box theme.,[unused0] descends fathers dusty work room. sunlightspotlights maurice hunched workspace. [unused0] quietly watches sings along music box theme.,[unused0],authority.virtue,fathers
34,15,"goes back tinkering. belle gazes music boxes, small work art, depicting famous landmarks around world.","goes back tinkering. [unused0] gazes music boxes, small work art, depicting famous landmarks around world.",[unused0],X,X
35,15,"papa, think im odd","papa, think im odd",[unused0],X,X
36,15,belle dont know. people talk.,[unused0] dont know. people talk.,[unused0],X,X
37,15,"tell one thing her.maurice turns music box change subject. looking back belles eagerness, relents.","tell one thing her.maurice turns music box change subject. looking back [unused0]s eagerness, relents.",[unused0],X,X
38,16,rose like one painting.,rose like one painting.,[unused0],X,X
39,16,"every year, bring it.","every year, bring it.",[unused0],X,X
40,16,bellewill see tomorrow,[unused0]will see tomorrow,[unused0],X,X
41,16,"maurice rides away, belles warmth gives way concern.","maurice rides away, [unused0]s warmth gives way concern.",[unused0],X,X
42,16,stay safe...,stay safe...,[unused0],X,X
43,17,"surrounded design sketches, belles workbench features small model washing machine prototype. belle placesthe miniature barrel position... fastens rope leather strap... shaves chips block soap... collectsthe soap chips small sack... rushes out.","surrounded design sketches, [unused0]s workbench features small model washing machine prototype. [unused0] placesthe miniature barrel position... fastens rope leather strap... shaves chips block soap... collectsthe soap chips small sack... rushes out.",[unused0],X,X
44,18,"smile, belle points rotating barrel, resembles early whirlpool washing machine. belle takesher book quietly begins read. moment, looksup find washer girl staring her, speechless.","smile, [unused0] points rotating barrel, resembles early whirlpool washing machine. [unused0] takesher book quietly begins read. moment, looksup find washer girl staring her, speechless.",[unused0],X,X
45,18,belle waves girl join her.,[unused0] waves girl join her.,[unused0],X,X
46,19,...over dark wood.,...over dark wood.,[unused0],X,X
47,19,"belle locks eyes headmaster, turns back girl. headmaster seethes.","[unused0] locks eyes headmaster, turns back girl. headmaster seethes.",[unused0],X,X
48,20,"belles washing machine hauled laverie anddumped onto ground. collects laundry dirt, trying remain poised gawking crowd.","[unused0]s washing machine hauled laverie anddumped onto ground. collects laundry dirt, trying remain poised gawking crowd.",[unused0],X,X
49,21,"gaston shakes head laughs, absolutely smitten.","[unused2] shakes head laughs, absolutely smitten.",[unused2],X,X
50,21,"wildest, beautiful thing ive ever seen. one deserves you, least gaston know children beautiful.","wildest, beautiful thing ive ever seen. one deserves you, least [unused2] know children beautiful.",[unused2],X,X
51,21,oh well. hero time. reflectionim done yet.,oh well. hero time. reflectionim done yet.,[unused2],X,X
52,22,gaston follows belle back cottage.,[unused2] follows belle back cottage.,[unused2],X,X
53,22,"belle heard little trouble headmaster. never likedme, either. gastongive littleadvice villagers, thoughtheyre never going trust kind change trying bring.","[unused0] heard little trouble headmaster. never likedme, either. [unused2]give littleadvice villagers, thoughtheyre never going trust kind change trying bring.",[unused2],fairness.virtue,"trust,trusts"
54,22,belle wanted teach child toread.,[unused0] wanted teach child toread.,[unused0],care.virtue,child
55,22,children concern are... own.,children concern are... own.,[unused2],X,X
56,22,belle looks way out.she doesnt like going. belle im ready children.,[unused0] looks way out.she doesnt like going. [unused0] im ready children.,[unused0],X,X
57,22,maybe havent met right man.,maybe havent met right man.,[unused2],fairness.virtue,rights
58,22,"small village, gaston. ive met all.","small village, [unused2]. ive met all.",[unused0],X,X
59,22,maybe take another look.some us changed.,maybe take another look.some us changed.,[unused2],X,X
60,22,climbs steps cottage door.gaston follows close behind.,climbs steps cottage door.[unused2] follows close behind.,[unused2],X,X
61,22,"gaston, could never make happy. one change much.","[unused2], could never make happy. one change much.",[unused0],X,X
62,22,"belle, know happens spinsters village theirfathers die","[unused0], know happens spinsters village theirfathers die",[unused2],care.vice,die
63,22,"gaston motions street, find agathe, aspinster, late s, dirty homeless, rattling cup.alms poor","[unused2] motions street, find agathe, aspinster, late s, dirty homeless, rattling cup.alms poor",[unused2],sanctity.vice,dirty
64,22,"belle might farm girl, im notsimple. im sorry, belle never marry you, gaston.","[unused0] might farm girl, im notsimple. im sorry, [unused0] never marry you, [unused2].",[unused0],sanctity.virtue,marry
65,22,gaston keeps gallant smile plastered shuts doorin face.,[unused2] keeps gallant smile plastered shuts doorin face.,[unused2],X,X
66,23,belle watches gaston leave.she opens door.,[unused0] watches [unused2] leave.she opens door.,[unused0],X,X
67,23,"imagine me, wife boorish, brainless...","imagine me, wife boorish, brainless...",[unused0],loyalty.virtue,wife
68,24,"belle races hills outskirts town. reaches highest point, circle around reveal town spread beneath her.","[unused0] races hills outskirts town. reaches highest point, circle around reveal town spread beneath her.",[unused0],X,X
69,24,belle want adventure great wide somewhere belle want belle tell might grand someone understand belle want much theyve got planned,[unused0] want adventure great wide somewhere [unused0] want [unused0] tell might grand someone understand [unused0] want much theyve got planned,[unused0],X,X
70,34,"cant go home empty handed... narrator promised belle rose, didnt narrator narrator think safe...","cant go home empty handed... narrator promised [unused0] rose, didnt narrator narrator think safe...",[unused0],X,X
71,36,"sun fresh horizon, belle already up. whinny disturbs her. looks find philippe, thirsty exhausted.","sun fresh horizon, [unused0] already up. whinny disturbs her. looks find philippe, thirsty exhausted.",[unused0],X,X
72,36,belle puts strokes horses neck drinks deeply trough.,[unused0] puts strokes horses neck drinks deeply trough.,[unused0],X,X
73,36,"belle goes still. notices philippes torn straps tattered reins. dread, gaze darts woods.","[unused0] goes still. notices philippes torn straps tattered reins. dread, gaze darts woods.",[unused0],X,X
74,38,"belle races enchanted woods, coming upon mauricestipped wagon. sees broken chest scatteredmusic boxes.","[unused0] races enchanted woods, coming upon mauricestipped wagon. sees broken chest scatteredmusic boxes.",[unused0],X,X
75,39,"belle dismounts philippe. finding thick branch, wields like club, bravely crosses castle enters.","[unused0] dismounts philippe. finding thick branch, wields like club, bravely crosses castle enters.",[unused0],X,X
76,40,"club held high, ready defend herself, belle cautiously eases door open peeks inside.","club held high, ready defend herself, [unused0] cautiously eases door open peeks inside.",[unused0],X,X
77,40,belle reacts.quickly moves towards voices,[unused0] reacts.quickly moves towards voices,[unused0],X,X
78,40,"belle reaches spot heard voices. one there. clock candelabra. suddenly, cough echoesthrough castle. belle grabs candelabra climbs along staircase. clock shudders dread.","[unused0] reaches spot heard voices. one there. clock candelabra. suddenly, cough echoesthrough castle. [unused0] grabs candelabra climbs along staircase. clock shudders dread.",[unused0],X,X
79,41,belle follows cough labyrinth stairs reaches dark prison tower grated iron door.,[unused0] follows cough labyrinth stairs reaches dark prison tower grated iron door.,[unused0],X,X
80,41,"belle sees maurice grate door.he looksterribly pale sick, coughing.","[unused0] sees maurice grate door.he looksterribly pale sick, coughing.",[unused0],X,X
81,41,belle puts candelabra clutches hands.,[unused0] puts candelabra clutches hands.,[unused0],X,X
82,41,"oh, hands ice.we need get home. maurice belle, must leave once. castle alive go, finds","oh, hands ice.we need get home. maurice [unused0], must leave once. castle alive go, finds",[unused0],X,X
83,41,"beast roars. belle spins quickly, swinging club strike, figure jumps onto another staircase. belle searches shadows. voice circles her.","beast roars. [unused0] spins quickly, swinging club strike, figure jumps onto another staircase. [unused0] searches shadows. voice circles her.",[unused0],X,X
84,41,ive come father.,ive come father.,[unused0],X,X
85,41,father thief.,father thief.,[unused1],authority.virtue,"fathers,father"
86,41,stole rose.,stole rose.,[unused1],fairness.vice,stole
87,41,"belle asked rose.punish me, nothim","[unused0] asked rose.punish me, nothim",[unused0],X,X
88,41,life sentence rose,life sentence rose,[unused0],X,X
89,41,beast received eternal damnation one. im merely locking away. now... doyou still wish take fathers place,beast received eternal damnation one. im merely locking away. now... doyou still wish take fathers place,[unused1],"sanctity.virtue,authority.virtue,sanctity.vice","fathers,eternal,damnation"
90,41,come light.,come light.,[unused0],X,X
91,41,"figure remains still. belle grabs hold lumiere thrusts candle forward, illuminating hideous horned face. belles eyes go wide clearly sees beast. part seems human eyes. blue. deep. soulful.and flicked pain sees belles revulsion.","figure remains still. [unused0] grabs hold lumiere thrusts candle forward, illuminating hideous horned face. [unused0]s eyes go wide clearly sees beast. part seems human eyes. blue. deep. soulful.and flicked pain sees [unused0]s revulsion.",[unused0],care.vice,"pain,pains"
92,41,"alright, papa. belle leave. beast belle need minute alone him.","alright, papa. [unused0] leave. beast [unused0] need minute alone him.",[unused0],X,X
93,41,"intrigued defiance, beast moves toward her, reaching massive paw. belle closes eyes, bracing retaliation. instead, hearsclang.","intrigued defiance, beast moves toward her, reaching massive paw. [unused0] closes eyes, bracing retaliation. instead, hearsclang.",[unused0],X,X
94,41,"belle opens eyes find eye eye beasts chest. reached high head pull iron lever, unlocking door.","[unused0] opens eyes find eye eye beasts chest. reached high head pull iron lever, unlocking door.",[unused0],X,X
95,41,"door closes, open again.","door closes, open again.",[unused1],X,X
96,42,belle rushes embraces father.,[unused0] rushes embraces father.,[unused0],X,X
97,42,belle you.,[unused0] you.,[unused0],X,X
98,42,forget everything belleam becauseof you.,forget everything [unused0]am becauseof you.,[unused0],X,X
99,42,took place.,took place.,[unused1],X,X
100,42,hes fool. you.,hes fool. you.,[unused1],X,X
101,42,"alone, belle cannot help herself. slumps floor tears come. fade out.","alone, [unused0] cannot help herself. slumps floor tears come. fade out.",[unused0],care.virtue,"help,helps"
102,43,belle huddles corner. cell door swings opens.,[unused0] huddles corner. cell door swings opens.,[unused0],X,X
103,43,roombut belle thought,roombut [unused0] thought,[unused0],X,X
104,43,"belle bounds cell, raising stool hit grown man. instead, sees... candelabra wave her.","[unused0] bounds cell, raising stool hit grown man. instead, sees... candelabra wave her.",[unused0],X,X
105,43,"like seeing mouse, belle bashes candelabra. grunts clatters stone floor. candles extinguished.","like seeing mouse, [unused0] bashes candelabra. grunts clatters stone floor. candles extinguished.",[unused0],X,X
106,43,"whooshthe first candle relights. whooshthe second.illuminated two arm candles, belle makes eyes rudimentary face design.","whooshthe first candle relights. whooshthe second.illuminated two arm candles, [unused0] makes eyes rudimentary face design.",[unused0],X,X
107,44,"holding lumi�re, belle follows cogsworth across stone walkway high grounds. eyes dart, looking escape route. instead, sees vast castle woods are.","holding lumi�re, [unused0] follows cogsworth across stone walkway high grounds. eyes dart, looking escape route. instead, sees vast castle woods are.",[unused0],X,X
108,44,would belle startledim talking candle.,would [unused0] startledim talking candle.,[unused0],X,X
109,44,"why, whats west wing","why, whats west wing",[unused0],X,X
110,44,belle looks back spooky tower west wing.,[unused0] looks back spooky tower west wing.,[unused0],X,X
111,46,its... beautiful.,its... beautiful.,[unused0],X,X
112,46,"everything alive picks hair brushhello, whats name","everything alive picks hair brushhello, whats name",[unused0],X,X
113,46,"belle hears loud snore behind her, turns see thedresser bursting open operatic laaaaaa belle shrieks steps back.","[unused0] hears loud snore behind her, turns see thedresser bursting open operatic laaaaaa [unused0] shrieks steps back.",[unused0],X,X
114,46,garderobes gilded arms stroke belles shoulder face.,garderobes gilded arms stroke [unused0]s shoulder face.,[unused0],X,X
115,46,im princess.,im princess.,[unused0],X,X
116,46,"garderobe places large hoop belles head, proceedsto create outfit using fabric pinking shear hands.froufrou, piano stool, runs in, barking like dog.come here, froufrou. come help mama","garderobe places large hoop [unused0]s head, proceedsto create outfit using fabric pinking shear hands.froufrou, piano stool, runs in, barking like dog.come here, froufrou. come help mama",[unused0],care.virtue,"help,helps"
117,46,belle looks around room one thing mind. escape. quickly moves window. opens it. looks downat foot drop leading grounds.,[unused0] looks around room one thing mind. escape. quickly moves window. opens it. looks downat foot drop leading grounds.,[unused0],X,X
118,46,"belle turns back room, gazes dress.an idea taking shape.","[unused0] turns back room, gazes dress.an idea taking shape.",[unused0],X,X
119,48,"picture it, lefoua rustic cabin. latest kill roasting fire. adorable children running around us love rubs tired feet. belle say gaston nevermarry you, gaston.","picture it, lefoua rustic cabin. latest kill roasting fire. adorable children running around us love rubs tired feet. [unused0] say [unused2] nevermarry you, [unused2].",[unused2],"care.vice,care.virtue","kill,loves,love,kills"
120,48,"ones slick gaston ones quick gaston ones necks incredibly thick gaston theres man town half manly perfect, pure paragon ask tom, dick stanley theyll tell whose team prefer","ones slick [unused2] ones quick [unused2] ones necks incredibly thick [unused2] theres man town half manly perfect, pure paragon ask tom, dick stanley theyll tell whose team prefer",[unused2],sanctity.virtue,pure
121,48,"confidence growing specimen, yes, im intimidating","confidence growing specimen, yes, im intimidating",[unused2],X,X
122,48,"gaston stands, clasps lefou gratitude...","[unused2] stands, clasps lefou gratitude...",[unused2],X,X
123,48,"gaston needed encouragement. thank you, lefou lefou well, theres one easy bolster","[unused2] needed encouragement. thank you, lefou lefou well, theres one easy bolster",[unused2],X,X
124,48,"gastonhunt, gastonsneak quiver beasts field say prayer first gastoncarefully aim liver gastonshoot behind","[unused2]hunt, [unused2]sneak quiver beasts field say prayer first [unused2]carefully aim liver [unused2]shoot behind",[unused2],sanctity.virtue,"prayers,prayer"
125,48,"gaston leaps onto bar, handed huge blunderbuss, mimes shooting lefou.","[unused2] leaps onto bar, handed huge blunderbuss, mimes shooting lefou.",[unused2],X,X
126,48,gaston dont care,[unused2] dont care,[unused2],care.virtue,"cares,care"
127,48,gaston fires rifle ceilingplaster rains down.,[unused2] fires rifle ceilingplaster rains down.,[unused2],X,X
128,48,im especially good expectorating,im especially good expectorating,[unused2],X,X
129,48,"gaston spits big gloppy mess spittoon. bullseyethen, moves around inn, holding court.","[unused2] spits big gloppy mess spittoon. bullseyethen, moves around inn, holding court.",[unused2],X,X
130,48,"one shoulder, gaston lifts pretty village girl.on other, lifts lefou.","one shoulder, [unused2] lifts pretty village girl.on other, lifts lefou.",[unused2],X,X
131,48,make endless refrains like gaston,make endless refrains like [unused2],[unused2],X,X
132,48,gaston tromps table.he arrives wall animal heads antlers.,[unused2] tromps table.he arrives wall animal heads antlers.,[unused2],X,X
133,48,villagers cheer gaston returns seat.gaston slaps,villagers cheer [unused2] returns seat.[unused2] slaps,[unused2],X,X
134,48,"ah lefou, youre best. girl snatched yet lefou ive told im clingy, gaston really dont get it...","ah lefou, youre best. girl snatched yet lefou ive told im clingy, [unused2] really dont get it...",[unused2],X,X
135,48,"ever opportunist gaston help you, maurice","ever opportunist [unused2] help you, maurice",[unused2],care.virtue,"help,helps"
136,48,winks lefou everyone stop making fun man,winks lefou everyone stop making fun man,[unused2],X,X
137,48,"maurice exits.gaston follows, gesturing lefou.","maurice exits.[unused2] follows, gesturing lefou.",[unused2],X,X
138,51,youre making dinner,youre making dinner,[unused1],X,X
139,51,gave bedroom,gave bedroom,[unused1],X,X
140,51,thats ridiculous idea ive ever heard charm prisoner.,thats ridiculous idea ive ever heard charm prisoner.,[unused1],X,X
141,51,shes daughter common thief.what kind person think makes,shes daughter common thief.what kind person think makes,[unused1],X,X
142,52,knock. knock. beast stands belles door servants stand side play cyrano.,knock. knock. beast stands [unused0]s door servants stand side play cyrano.,[unused0],authority.virtue,servants
143,52,join dinner thats request.,join dinner thats request.,[unused1],X,X
144,53,"actually, belle actively planning escape. makeshift rope fabric hangs feet window. knock. knock.","actually, [unused0] actively planning escape. makeshift rope fabric hangs feet window. knock. knock.",[unused0],X,X
145,54,join dinner,join dinner,[unused1],X,X
146,55,youve taken prisoner youwant dinner youinsane,youve taken prisoner youwant dinner youinsane,[unused0],X,X
147,55,beast told come dinner.,beast told come dinner.,[unused1],X,X
148,55,belle hits back.whamwhamwham,[unused0] hits back.whamwhamwham,[unused0],X,X
149,55,belle told,[unused0] told,[unused0],X,X
150,55,id starve belle ever ate,id starve [unused0] ever ate,[unused0],X,X
151,55,"well guest go ahead starve leaves doesnt eat me, doesnt eat","well guest go ahead starve leaves doesnt eat me, doesnt eat",[unused1],X,X
152,56,show girl.,show girl.,[unused1],X,X
153,59,belle throws makeshift rope bedroom window.,[unused0] throws makeshift rope bedroom window.,[unused0],X,X
154,60,belle looks downthe rope feet ground. almost there. knock door.,[unused0] looks downthe rope feet ground. almost there. knock door.,[unused0],X,X
155,60,belle told go away.,[unused0] told go away.,[unused0],X,X
156,60,"belle tries block view escape rope, mrs. potts sharp.its long journey. let fix go. narrator found troubles seem less troubling bracing cup tea.","[unused0] tries block view escape rope, mrs. potts sharp.its long journey. let fix go. narrator found troubles seem less troubling bracing cup tea.",[unused0],X,X
157,60,belle picks chip brings mouth. little chip finds face face beautiful girl ever seen. takes sip.,[unused0] picks chip brings mouth. little chip finds face face beautiful girl ever seen. takes sip.,[unused0],X,X
158,60,im worried him. hes never own.,im worried him. hes never own.,[unused0],X,X
159,60,"said, doesnt eat me, doesnt eat all.","said, doesnt eat me, doesnt eat all.",[unused0],X,X
160,62,"belle reaches try it, gone can.","[unused0] reaches try it, gone can.",[unused0],X,X
161,62,"small guillotine table drops, slicing baguette. menus fly overhead, buzzing disgruntled cogsworth. belle reaches grabs one.","small guillotine table drops, slicing baguette. menus fly overhead, buzzing disgruntled cogsworth. [unused0] reaches grabs one.",[unused0],X,X
162,62,belle reaches food stopped lumi�res melodramatic histrionics. wraps napkin full martha graham effect.,[unused0] reaches food stopped lumi�res melodramatic histrionics. wraps napkin full martha graham effect.,[unused0],sanctity.virtue,"foods,food"
163,62,"belle tries stab bite food moves past her, conveyer belt. sliding past her, cogsworth wobbles.","[unused0] tries stab bite food moves past her, conveyer belt. sliding past her, cogsworth wobbles.",[unused0],"sanctity.virtue,care.vice","foods,food,stabs"
164,64,"table clears itself, whooshing back kitchen,lumi�re whirls toward belle, finally presenting","table clears itself, whooshing back kitchen,lumi�re whirls toward [unused0], finally presenting",[unused0],X,X
165,65,surely youre trapped belleam.dont ever want escape,surely youre trapped [unused0]am.dont ever want escape,[unused0],X,X
166,65,lumiere mentioned something west wing...,lumiere mentioned something west wing...,[unused0],X,X
167,65,good night.,good night.,[unused0],X,X
168,66,belle sticks shadows.she walks massive wooden doorslightly ajar.,[unused0] sticks shadows.she walks massive wooden doorslightly ajar.,[unused0],X,X
169,67,"start, belle wheels findthe eyes belong royal portrait. subject seems teenage boy face slashed beyond recognition.","start, [unused0] wheels findthe eyes belong royal portrait. subject seems teenage boy face slashed beyond recognition.",[unused0],loyalty.virtue,belong
170,67,belle leans study painting. royal family stands bythe castle. fathers image slashed. queen remains pristine. kind. beautiful.,[unused0] leans study painting. royal family stands bythe castle. fathers image slashed. queen remains pristine. kind. beautiful.,[unused0],"authority.virtue,loyalty.virtue","family,fathers,queens,queen,families"
171,67,belle turns sees glow coming glass jar open window leading balcony. inside jarthe enchanted rose.,[unused0] turns sees glow coming glass jar open window leading balcony. inside jarthe enchanted rose.,[unused0],X,X
172,67,"mesmerized, belle approaches rose. lifts jar, leaving rose unprotected. reaches touch rose. shadow cuts across belles face. beast herewhat","mesmerized, [unused0] approaches rose. lifts jar, leaving rose unprotected. reaches touch rose. shadow cuts across [unused0]s face. beast herewhat",[unused0],X,X
173,67,"beast bears belle, backing up.she puts bell jar.","beast bears [unused0], backing up.she puts bell jar.",[unused0],X,X
174,67,realize could done could damned us get go,realize could done could damned us get go,[unused1],sanctity.vice,damned
175,68,"belle appears, racing west wing staircase.","[unused0] appears, racing west wing staircase.",[unused0],X,X
176,68,"belle snatches cloak bewildered chapeau, andshimmies doggie door.","[unused0] snatches cloak bewildered chapeau, andshimmies doggie door.",[unused0],X,X
177,70,"belle forges onthe wolves bothering hide anymore, theyve emerged trees take preyclosing fast","[unused0] forges onthe wolves bothering hide anymore, theyve emerged trees take preyclosing fast",[unused0],X,X
178,70,"belle pushes undergrowth find reacheda frozen pond. philippe doesnt hesitate. gallops onto theice, across pond. sound ice cracking hishooves deep low. increasing.","[unused0] pushes undergrowth find reacheda frozen pond. philippe doesnt hesitate. gallops onto theice, across pond. sound ice cracking hishooves deep low. increasing.",[unused0],X,X
179,70,"wolfs jaws snap philippes thigh. another. thehorse bucks wildlycausing belle makes controlledleap onto snow bank. seizes thick branch wields clubas wolves surround her, jaws slavering","wolfs jaws snap philippes thigh. another. thehorse bucks wildlycausing [unused0] makes controlledleap onto snow bank. seizes thick branch wields clubas wolves surround her, jaws slavering",[unused0],X,X
180,70,"belle swings club one wolf lunges her, bared teeth like razors. beats away. turns confront anotherit bites branch clean hands.","[unused0] swings club one wolf lunges her, bared teeth like razors. beats away. turns confront anotherit bites branch clean hands.",[unused0],sanctity.virtue,"clean,cleans"
181,70,"belle turns, looks upon rock promontory, scarred alpha wolf take diving leap onto her. jumps, flinchesbut wolf makes horrible landing","[unused0] turns, looks upon rock promontory, scarred alpha wolf take diving leap onto her. jumps, flinchesbut wolf makes horrible landing",[unused0],X,X
182,70,"tight bellewatching beast whimpers pain. shoulders slump. collapses snow. chance. belle could run. looks past philippe, woodstofreedom. turns back, slowly approaches wounded","tight [unused0]watching beast whimpers pain. shoulders slump. collapses snow. chance. [unused0] could run. looks past philippe, woodstofreedom. turns back, slowly approaches wounded",[unused0],care.vice,wounded
183,70,"belle covers beast blanket.he stirs.one eye opens. belle help me... stand...the beast slumped across philippes saddle. belle takesthe reins begins long walk back castle, rise sky, see border separates enchanted woods outside world, and...","[unused0] covers beast blanket.he stirs.one eye opens. [unused0] help me... stand...the beast slumped across philippes saddle. [unused0] takesthe reins begins long walk back castle, rise sky, see border separates enchanted woods outside world, and...",[unused0],care.virtue,"help,helps"
184,71,"wolves howl. gastons carriage moves scary woods, lefou squeezed back behind gaston maurice.","wolves howl. [unused2]s carriage moves scary woods, lefou squeezed back behind [unused2] maurice.",[unused2],X,X
185,71,"look, enough enough.we turnback.","look, enough enough.we turnback.",[unused2],X,X
186,71,angry gaston steps approaches maurice.,angry [unused2] steps approaches maurice.,[unused2],X,X
187,71,im done playing game yours. belle,im done playing game yours. [unused0],[unused2],X,X
188,71,"dont turn around go backto villeneuve im sure belle home, cooking lovely dinner...","dont turn around go backto villeneuve im sure [unused0] home, cooking lovely dinner...",[unused2],X,X
189,71,gaston want marry daughter lets go home.,[unused2] want marry daughter lets go home.,[unused2],sanctity.virtue,marry
190,71,"say beast one time, gaston feed wolves","say beast one time, [unused2] feed wolves",[unused2],care.virtue,"feeds,feed"
191,71,gaston holds fist strike maurice across face. lefou runs intervene.,[unused2] holds fist strike maurice across face. lefou runs intervene.,[unused2],X,X
192,71,"please, forgive me, old bean. thats way talk future father law,","please, forgive me, old bean. thats way talk future father law,",[unused2],authority.virtue,"fathers,father"
193,71,"beat.without word, gaston hits maurice, knocking out.","beat.without word, [unused2] hits maurice, knocking out.",[unused2],X,X
194,72,maurice tied tree. gaston secures knot walks carriage. darkness come gaston.,maurice tied tree. [unused2] secures knot walks carriage. darkness come [unused2].,[unused2],X,X
195,72,"maurice wont give blessing, way. wolves finished him, belle one take care me.","maurice wont give blessing, way. wolves finished him, [unused0] one take care me.",[unused2],care.virtue,"cares,care"
196,72,gaston climbs carriage.,[unused2] climbs carriage.,[unused2],X,X
197,72,"gaston lefou ride off, leaving maurice die.","[unused2] lefou ride off, leaving maurice die.",[unused2],X,X
198,73,rooooaarrrr ow hurts,rooooaarrrr ow hurts,[unused1],care.vice,hurts
