,chapter,text,mask_sent,char,mfd2,mfd_word
107,4,"yours sincerely, minerva mcgonagall, deputy headmistress questions exploded inside harry head like fireworks and harry couldnt decide which to ask first.","sincerely, minerva mcgonagall, deputy headmistress questions exploded inside [unused0] head like fireworks [unused0] couldnt decide ask first.",[unused0],X,X
108,4,"after a few minutes harry stammered, what does it mean, they await your owl gallopin gorgons, that reminds hagrid, said hagrid, clapping a hand to hagrid's forehead with enough force to knock over a cart horse, and from yet another pocket inside hagrid's overcoat hagrid pulled an owl a real, live, rather ruffledlooking owl a long quill, and a roll of parchment.","minutes [unused0] stammered, mean, await owl gallopin gorgons, reminds hagrid, said hagrid, clapping hand hagrid's forehead enough force knock cart horse, yet another pocket inside hagrid's overcoat hagrid pulled owl real, live, rather ruffledlooking owl long quill, roll parchment.",[unused0],X,X
109,4,with hagrid's tongue between hagrid's teeth hagrid scribbled a note that harry could read upside down.,hagrid's tongue hagrid's teeth hagrid scribbled note [unused0] could read upside down.,[unused0],X,X
110,4,taking harry to buy harry's things tomorrow.,taking [unused0] buy [unused0]'s things tomorrow.,[unused0],X,X
111,4,harry realized harry's mouth was open and closed his mouth quickly.,[unused0] realized [unused0]'s mouth open closed mouth quickly.,[unused0],X,X
112,4,"where was harry said hagrid, but at that moment, uncle vernon, still ashenfaced but looking very angry, moved into the firelight.","[unused0] said hagrid, moment, uncle vernon, still ashenfaced looking angry, moved firelight.",[unused0],X,X
113,4,"a what said harry, interested.","said [unused0], interested.",[unused0],X,X
114,4,"knew of course we knew how could harry not be, aunt petunia's dratted sister being what my dratted sister was oh, my dratted sister got a letter just like that and disappeared off to that that school and came home every vacation with my dratted sister's pockets full of frog spawn, turning teacups into rats.","knew course knew could [unused0] be, aunt petunia's dratted sister dratted sister oh, dratted sister got letter like disappeared school came home every vacation dratted sister's pockets full frog spawn, turning teacups rats.",[unused0],X,X
115,4,"then my dratted sister met that potter at school and they left and got married and had harry, and of course aunt petunia knew harryd be just the same, just as strange, just as as abnormal and then, if harry please, my dratted sister went and got my dratted sister blown up and we got landed with harry harry had gone very white.","dratted sister met potter school left got married [unused0], course aunt petunia knew [unused0]d same, strange, abnormal then, [unused0] please, dratted sister went got dratted sister blown got landed [unused0] [unused0] gone white.",[unused0],sanctity.virtue,married
116,4,"as soon as harry found harry's voice harry said, blown up we told harry they died in a car crash car crash roared hagrid, jumping up so angrily that the dursleys scuttled back to the dursleys's corner.","soon [unused0] found [unused0]'s voice [unused0] said, blown told [unused0] died car crash car crash roared hagrid, jumping angrily dursleys scuttled back dursleys's corner.",[unused0],X,X
117,4,how could a car crash kill they that potter that potter its an outrage a scandal that potter not knowin that potter's own story when every kid in our world knows that potter's name but why what happened harry asked urgently.,could car crash kill potter potter outrage scandal potter knowin potter's story every kid world knows potter's name happened [unused0] asked urgently.,[unused0],care.vice,"kill,kills"
118,4,could hagrid write his name down harry suggested.,could hagrid write name [unused0] suggested.,[unused0],X,X
119,4,"now, yeh mum an dad were as good a witch an wizard as harry ever knew.","now, yeh mum dad good witch wizard [unused0] ever knew.",[unused0],X,X
120,4,harry jumped.,[unused0] jumped.,[unused0],X,X
121,4,"harry snarled, uncle vernon.","[unused0] snarled, uncle vernon.",[unused0],X,X
122,4,"harry accept theres something strange about he, probably nothing a good beating wouldnt have cured and as for all this about yer's parents, well, your parents were weirdos, no denying were, and the worlds better off without your parents in uncle vernon.","[unused0] accept theres something strange he, probably nothing good beating wouldnt cured yer's parents, well, parents weirdos, denying were, worlds better without parents uncle vernon.",[unused0],X,X
123,4,"harry expected, always knew your parentsd come to a sticky end but at that moment, he leapt from the sofa and drew a battered pink umbrella from inside he's coat.","[unused0] expected, always knew parentsd come sticky end moment, leapt sofa drew battered pink umbrella inside he's coat.",[unused0],X,X
124,4,harry hem warning uncle vernon.,[unused0] hem warning uncle vernon.,[unused0],X,X
125,4,harry courage failed again.,[unused0] courage failed again.,[unused0],X,X
126,4,"harry, meanwhile, still had questions to ask, hundreds of them.","[unused0], meanwhile, still questions ask, hundreds them.",[unused0],X,X
127,4,harry wasnt going to give in without a fight.,[unused0] wasnt going give without fight.,[unused0],X,X
128,4,harry told he hes not going uncle vernon.,[unused0] told hes going uncle vernon.,[unused0],X,X
129,4,harry hissed.,[unused0] hissed.,[unused0],X,X
130,4,"when james potters son turned james potters son's back on them, harry saw a curly pigs tail poking through a hole in james potters son's trousers.","james potters son turned james potters son's back them, [unused0] saw curly pigs tail poking hole james potters son's trousers.",[unused0],X,X
131,5,harry woke early the next morning.,[unused0] woke early next morning.,[unused0],X,X
132,5,"although harry could tell it was daylight, harry kept harry's eyes shut tight.","although [unused0] could tell daylight, [unused0] kept [unused0]'s eyes shut tight.",[unused0],X,X
133,5,"it was a dream, harry told harry firmly.","dream, [unused0] told [unused0] firmly.",[unused0],X,X
134,5,i dreamed a giant called hagrid came to tell harry harry was going to a school for wizards.,dreamed giant called hagrid came tell [unused0] [unused0] going school wizards.,[unused0],X,X
135,5,"and theres aunt petunia knocking on the door, harry thought, harry's heart sinking.","theres aunt petunia knocking door, [unused0] thought, [unused0]'s heart sinking.",[unused0],X,X
136,5,but harry still didnt open harry's eyes.,[unused0] still didnt open [unused0]'s eyes.,[unused0],X,X
137,5,"all right, harry mumbled, harrym getting up. harry sat up and hagrids heavy coat fell off him.","right, [unused0] mumbled, [unused0]m getting up. [unused0] sat hagrids heavy coat fell him.",[unused0],X,X
138,5,"harry scrambled to harry's feet, so happy harry felt as though a large balloon was swelling inside him.","[unused0] scrambled [unused0]'s feet, happy [unused0] felt though large balloon swelling inside him.",[unused0],X,X
139,5,"dont do attack. harry tried to wave an owl out of the way, but an owl snapped an owl's beak fiercely at harry and carried on savaging the coat.","dont attack. [unused0] tried wave owl way, owl snapped owl's beak fiercely [unused0] carried savaging coat.",[unused0],X,X
140,5,hagrid said harry loudly.,hagrid said [unused0] loudly.,[unused0],X,X
141,5,"look in the pockets. hagrids heavy coat seemed to be made of nothing but pockets bunches of keys, slug pellets, balls of string, peppermint humbugs, teabags finally, harry pulled out a handful of strangelooking coins.","look pockets. hagrids heavy coat seemed made nothing pockets bunches keys, slug pellets, balls string, peppermint humbugs, teabags finally, [unused0] pulled handful strangelooking coins.",[unused0],X,X
142,5,"knuts the little bronze ones. harry counted out five knuts, and an owl held out an owl's leg so harry could put five knuts into a small leather pouch tied to it.","knuts little bronze ones. [unused0] counted five knuts, owl held owl's leg [unused0] could put five knuts small leather pouch tied it.",[unused0],X,X
143,5,"best be off, harry, lots ter do today, gotta get up ter london an buy all harry stuff fer school. harry was turning over five knuts and looking at them.","best off, [unused0], lots ter today, gotta get ter london buy [unused0] stuff fer school. [unused0] turning five knuts looking them.",[unused0],X,X
144,5,he had just thought of something that made harry feel as though the happy balloon inside harry had got a puncture.,thought something made [unused0] feel though happy balloon inside [unused0] got puncture.,[unused0],X,X
145,5,"i havent got any money and a giant called hagrid heard uncle vernon last night uncle vernon wont pay for harry to go and learn magic. dont worry about that, said a giant called hagrid, standing up and scratching a giant called hagrid's head.","havent got money giant called hagrid heard uncle vernon last night uncle vernon wont pay [unused0] go learn magic. dont worry that, said giant called hagrid, standing scratching giant called hagrid's head.",[unused0],X,X
146,5,"dyeh think harry's parents didnt leave harry anything but if yer parents's house was destroyed yer parents didn keep yer parents's gold in their house, harry nah, first stop fer us is gringotts.","dyeh think [unused0]'s parents didnt leave [unused0] anything yer parents's house destroyed yer parents keep yer parents's gold house, [unused0] nah, first stop fer us gringotts.",[unused0],care.vice,destroyed
147,5,run by goblins. harry dropped the bit of sausage harry was holding.,run goblins. [unused0] dropped bit sausage [unused0] holding.,[unused0],X,X
148,5,"got everythin come on, then. harry followed a giant called hagrid out onto the rock.","got everythin come on, then. [unused0] followed giant called hagrid onto rock.",[unused0],X,X
149,5,"how did a giant called hagrid get here harry asked, looking around for another boat.","giant called hagrid get [unused0] asked, looking around another boat.",[unused0],X,X
150,5,"not spposed ter use magic now a giant called hagridve got harry. us settled down in the boat, harry still staring at a giant called hagrid, trying to imagine a giant called hagrid flying.","spposed ter use magic giant called hagridve got [unused0]. us settled boat, [unused0] still staring giant called hagrid, trying imagine giant called hagrid flying.",[unused0],X,X
151,5,harry couldnt blame them.,[unused0] couldnt blame them.,[unused0],X,X
152,5,harry took yer letter out of i's pocket.,[unused0] took yer letter i's pocket.,[unused0],X,X
153,5,"in fact, harry had the most peculiar feeling that only harry and hagrid could see it.","fact, [unused0] peculiar feeling [unused0] hagrid could see it.",[unused0],X,X
154,5,"before harry could mention had, hagrid had steered harry inside.","[unused0] could mention had, hagrid steered [unused0] inside.",[unused0],X,X
155,5,"the, hagridm on hogwarts business, said hagrid, clapping hagrid's great hand on harry shoulder and making harry's knees buckle.","the, hagridm hogwarts business, said hagrid, clapping hagrid's great hand [unused0] shoulder making [unused0]'s knees buckle.",[unused0],X,X
156,5,"the, peering at harry, is this can this be the leaky cauld r_ron had suddenly gone completely still and silent.","the, peering [unused0], leaky cauld r_ron suddenly gone completely still silent.",[unused0],X,X
157,5,"the hurried out from behind the bar, rushed toward harry and seized harry's hand, tears in the old bartender, who was quite bald and looked like a toothless walnut.","hurried behind bar, rushed toward [unused0] seized [unused0]'s hand, tears old bartender, quite bald looked like toothless walnut.",[unused0],X,X
158,5,"welcome back, harry, welcome back. harry didnt know what to say.","welcome back, [unused0], welcome back. [unused0] didnt know say.",[unused0],X,X
159,5,"then there was a great scraping of chairs and the next moment, harry found harry shaking hands with everyone in the leaky cauldron.","great scraping chairs next moment, [unused0] found [unused0] shaking hands everyone leaky cauldron.",[unused0],X,X
160,5,"doris crockford, harry, cant believe the old bartender, who was quite bald and looked like a toothless walnut.","doris crockford, [unused0], cant believe old bartender, quite bald looked like toothless walnut.",[unused0],X,X
161,5,"them just so proud. always wanted to shake harry's hand harrym all of a flutter. delighted, harry, just cant tell harry, diggles the name, diggle. harryve seen diggle before said harry, as diggle's top hat fell off in diggle's excitement.","proud. always wanted shake [unused0]'s hand [unused0]m flutter. delighted, [unused0], cant tell [unused0], diggles name, diggle. [unused0]ve seen diggle said [unused0], diggle's top hat fell diggle's excitement.",[unused0],X,X
162,5,"you bowed to harry once in a shop. harry remembers cried diggle, looking around at everyone.","bowed [unused0] shop. [unused0] remembers cried diggle, looking around everyone.",[unused0],"care.vice,authority.virtue","bowed,cried"
163,5,did harry hear that harry remembers harry harry shook hands again and again doris crockford kept coming back for more.,[unused0] hear [unused0] remembers [unused0] [unused0] shook hands doris crockford kept coming back more.,[unused0],X,X
